ID,Location_ID,Sensing_Date,HourDay,Direction_1,Direction_2,Total_of_Directions,Sensor_Name,Location
1321520241220,132,2024-12-20,15,117,134,251,King335_T,"-37.81267639, 144.95386444"
132420241222,132,2024-12-22,4,23,4,27,King335_T,"-37.81267639, 144.95386444"
1341720250130,134,2025-01-30,17,577,423,1000,Spen201_T,"-37.81694221, 144.95303935"
1352320241119,135,2024-11-19,23,77,74,151,Spen161_T,"-37.8172861, 144.95319102"
1351320240810,135,2024-08-10,13,407,480,887,Spen161_T,"-37.8172861, 144.95319102"
1791620250501,179,2025-05-01,16,60,59,119,Pow61_T,"-37.82392385, 144.96299677"
179720250816,179,2025-08-16,7,13,7,20,Pow61_T,"-37.82392385, 144.96299677"
166020241113,166,2024-11-13,0,4,1,5,Spen484_T,"-37.80896733, 144.94931703"
1671420240927,167,2024-09-27,14,16,41,57,Lat526_T,"-37.81304149, 144.95155955"
671220240224,67,2024-02-24,12,394,432,826,FLDegS_T,"-37.81688755, 144.96562569"
67520231021,67,2023-10-21,5,6,10,16,FLDegS_T,"-37.81688755, 144.96562569"
672320240222,67,2024-02-22,23,30,18,48,FLDegS_T,"-37.81688755, 144.96562569"
67320250527,67,2025-05-27,3,5,11,16,FLDegS_T,"-37.81688755, 144.96562569"
67420231229,67,2023-12-29,4,1,4,5,FLDegS_T,"-37.81688755, 144.96562569"
181020250613,18,2025-06-13,10,141,218,359,Col12_T,"-37.81344862, 144.97305353"
67220231219,67,2023-12-19,2,4,0,4,FLDegS_T,"-37.81688755, 144.96562569"
721320240427,72,2024-04-27,13,258,358,616,ACMI_T,"-37.81726338, 144.96872809"
582320250219,58,2025-02-19,23,128,94,222,Bou688_T,"-37.81686075, 144.95358075"
58520250915,58,2025-09-15,5,63,21,84,Bou688_T,"-37.81686075, 144.95358075"
511720250507,51,2025-05-07,17,117,143,260,Fra118_T,"-37.80841815, 144.95906316"
461720240304,46,2024-03-04,17,184,132,316,Pel147_T,"-37.80240719, 144.9615673"
23220240215,23,2024-02-15,2,5,3,8,Col623_T,"-37.81909256, 144.95452748"
25520240811,25,2024-08-11,5,8,12,20,MCEC_T,"-37.82401776, 144.95604426"
201120241228,20,2024-12-28,11,267,142,409,LtB170_T,"-37.81172914, 144.9682466"
25320240213,25,2024-02-13,3,8,8,16,MCEC_T,"-37.82401776, 144.95604426"
180920250517,180,2025-05-17,9,9,12,21,Mac330_T,"-37.79497059, 144.93530329"
161120250117,161,2025-01-17,1,0,10,10,BirArt1109_T,"-37.81851276, 144.97131336"
161720250804,161,2025-08-04,7,73,144,217,BirArt1109_T,"-37.81851276, 144.97131336"
1232220250516,123,2025-05-16,22,11,0,11,BirBridge_T,"-37.81753741, 144.97329734"
1091320250725,109,2025-07-25,13,173,135,308,LatWill_T,"-37.81193681, 144.95621105"
481320250714,48,2025-07-14,13,167,149,316,QVMQ_T,"-37.80631581, 144.95866697"
139720250917,139,2025-09-17,7,23,151,174,Signal1647_T,"-37.81959923, 144.9632832"
672320240527,67,2024-05-27,23,13,32,45,FLDegS_T,"-37.81688755, 144.96562569"
851720240326,85,2024-03-26,17,72,136,208,488Mac_T,"-37.79432415, 144.92973378"
85520250227,85,2025-02-27,5,6,3,9,488Mac_T,"-37.79432415, 144.92973378"
69520250503,69,2025-05-03,5,3,0,3,FLDegC_T,"-37.81687226, 144.96559144"
692020250910,69,2025-09-10,20,26,22,48,FLDegC_T,"-37.81687226, 144.96559144"
70620240805,70,2024-08-05,6,14,0,14,Errol20_T,"-37.80456984, 144.94946228"
701920250119,70,2025-01-19,19,86,102,188,Errol20_T,"-37.80456984, 144.94946228"
392020250102,39,2025-01-02,20,30,25,55,AlfPl_T,"-37.81379749, 144.96995745"
75920231228,75,2023-12-28,9,20,73,93,SprFli_T,"-37.81515276, 144.97467661"
41920240425,41,2024-04-25,9,867,1039,1906,Swa31,"-37.81668634, 144.96689733"
78020241121,78,2024-11-21,0,2,10,12,HarEsB_T,"-37.81471642, 144.9446508"
14520250112,14,2025-01-12,5,27,21,48,SanBri_T,"-37.82011242, 144.96291897"
422120250413,42,2025-04-13,21,35,49,84,UM1_T,"-37.80008566, 144.96386412"
471720240222,47,2024-02-22,17,1222,794,2016,Eli250_T,"-37.81258467, 144.9625775"
471020240703,47,2024-07-03,10,365,517,882,Eli250_T,"-37.81258467, 144.9625775"
312220250119,31,2025-01-19,22,158,272,430,Lyg161_T,"-37.80169681, 144.96658911"
311520240515,31,2024-05-15,15,100,137,237,Lyg161_T,"-37.80169681, 144.96658911"
37220240403,37,2024-04-03,2,3,0,3,Lyg260_T,"-37.80107122, 144.96704554"
442120240714,44,2024-07-14,21,4,3,7,UM3_T,"-37.79698741, 144.96441306"
5320250301,5,2025-03-01,3,20,35,55,PriNW_T,"-37.81874249, 144.96787656"
211720241028,21,2024-10-28,17,307,244,551,Bourke155_T,"-37.81267313, 144.96788288"
61720250312,61,2025-03-12,7,293,229,522,RMIT14_T,"-37.80767455, 144.96309114"
179720250210,179,2025-02-10,7,39,18,57,Pow61_T,"-37.82392385, 144.96299677"
1791120250519,179,2025-05-19,11,45,40,85,Pow61_T,"-37.82392385, 144.96299677"
143620250326,143,2025-03-26,6,19,50,69,Spencer_T,"-37.821728, 144.95557015"
1342220250301,134,2025-03-01,22,442,268,710,Spen201_T,"-37.81694221, 144.95303935"
1351020240421,135,2024-04-21,10,372,396,768,Spen161_T,"-37.8172861, 144.95319102"
67220240408,67,2024-04-08,2,1,6,7,FLDegS_T,"-37.81688755, 144.96562569"
67920240621,67,2024-06-21,9,430,350,780,FLDegS_T,"-37.81688755, 144.96562569"
181120241214,18,2024-12-14,11,100,98,198,Col12_T,"-37.81344862, 144.97305353"
86820250829,86,2025-08-29,8,50,29,79,574Qub_T,"-37.80309992, 144.94908064"
112220240704,11,2024-07-04,22,14,12,26,WatCit_T,"-37.81564989, 144.93970694"
11220240914,11,2024-09-14,2,6,1,7,WatCit_T,"-37.81564989, 144.93970694"
101920240417,10,2024-04-17,19,34,31,65,BouHbr_T,"-37.81876474, 144.94710545"
2920241016,2,2024-10-16,9,185,258,443,Bou283_T,"-37.81380668, 144.96516718"
2720240201,2,2024-02-01,7,49,59,108,Bou283_T,"-37.81380668, 144.96516718"
76620241212,76,2024-12-12,6,18,12,30,KenMac_T,"-37.79453803, 144.93036194"
91920240823,9,2024-08-23,19,279,99,378,Col700_T,"-37.81982992, 144.95102555"
91320250907,9,2025-09-07,13,42,48,90,Col700_T,"-37.81982992, 144.95102555"
92020250302,9,2025-03-02,20,45,37,82,Col700_T,"-37.81982992, 144.95102555"
30520240920,30,2024-09-20,5,12,22,34,Lon189_T,"-37.8112185, 144.96656806"
30320250124,30,2025-01-24,3,30,63,93,Lon189_T,"-37.8112185, 144.96656806"
25220250414,25,2025-04-14,2,4,12,16,MCEC_T,"-37.82401776, 144.95604426"
20820240303,20,2024-03-03,8,39,31,70,LtB170_T,"-37.81172914, 144.9682466"
136820250213,136,2025-02-13,8,113,115,228,BirFed1120_T,"-37.8184141, 144.97357915"
1361320250517,136,2025-05-17,13,1192,66,1258,BirFed1120_T,"-37.8184141, 144.97357915"
1422020240715,142,2024-07-15,20,1,1,2,Hammer1584_T,"-37.81970749, 144.96795734"
1301020250710,130,2025-07-10,10,53,19,72,Bou892T,"-37.8204637, 144.94126826"
1641120250524,164,2025-05-24,11,130,138,268,Lat526_T,"-37.813005, 144.95160411"
1171620250507,117,2025-05-07,16,170,367,537,Fli114F_T,"-37.81629332, 144.97090877"
1392020250803,139,2025-08-03,20,20,10,30,Signal1647_T,"-37.81959923, 144.9632832"
1391020241114,139,2024-11-14,10,29,43,72,Signal1647_T,"-37.81959923, 144.9632832"
6820240702,6,2024-07-02,8,807,2161,2968,FliS_T,"-37.81911705, 144.96558255"
6620250328,6,2025-03-28,6,206,263,469,FliS_T,"-37.81911705, 144.96558255"
841720240316,84,2024-03-16,17,1281,1571,2852,ElFi_T,"-37.81798049, 144.96503383"
42220240530,4,2024-05-30,22,294,222,516,Swa123_T,"-37.81487988, 144.9660878"
3120250404,3,2025-04-04,1,106,54,160,Swa295_T,"-37.81101524, 144.96429485"
3720231222,3,2023-12-22,7,51,125,176,Swa295_T,"-37.81101524, 144.96429485"
8220251003,8,2025-10-03,2,1,0,1,WebBN_T,"-37.82293543, 144.9471751"
751820241127,75,2024-11-27,18,49,34,83,SprFli_T,"-37.81515276, 144.97467661"
82020250309,8,2025-03-09,20,47,27,74,WebBN_T,"-37.82293543, 144.9471751"
75120250304,75,2025-03-04,1,1,0,1,SprFli_T,"-37.81515276, 144.97467661"
411020240907,41,2024-09-07,10,174,218,392,Swa31,"-37.81668634, 144.96689733"
41220250208,41,2025-02-08,2,128,197,325,Swa31,"-37.81668634, 144.96689733"
41720241207,41,2024-12-07,7,162,190,352,Swa31,"-37.81668634, 144.96689733"
412020241113,41,2024-11-13,20,729,1236,1965,Swa31,"-37.81668634, 144.96689733"
291420231026,29,2023-10-26,14,253,197,450,AG_T,"-37.8199817, 144.96872865"
42620250704,42,2025-07-04,6,5,25,30,UM1_T,"-37.80008566, 144.96386412"
281120240117,28,2024-01-17,11,500,317,817,VAC_T,"-37.82129925, 144.96879309"
291520250404,29,2025-04-04,15,204,286,490,AG_T,"-37.8199817, 144.96872865"
40620240311,40,2024-03-11,6,11,8,19,Spr201_T,"-37.80999341, 144.97227587"
312020250125,31,2025-01-25,20,446,407,853,Lyg161_T,"-37.80169681, 144.96658911"
361720250421,36,2025-04-21,17,79,58,137,Que85_T,"-37.81652527, 144.96121062"
361220240825,36,2024-08-25,12,84,90,174,Que85_T,"-37.81652527, 144.96121062"
471120250829,47,2025-08-29,11,598,606,1204,Eli250_T,"-37.81258467, 144.9625775"
471920240830,47,2024-08-30,19,855,720,1575,Eli250_T,"-37.81258467, 144.9625775"
442020231026,44,2023-10-26,20,28,8,36,UM3_T,"-37.79698741, 144.96441306"
44420240220,44,2024-02-20,4,2,2,4,UM3_T,"-37.79698741, 144.96441306"
451820250426,45,2025-04-26,18,466,748,1214,Swa148_T,"-37.81414075, 144.96609379"
1241820240130,124,2024-01-30,18,0,1,1,BirBridge_T,"-37.81757416, 144.97329934"
108020231218,108,2023-12-18,0,28,29,57,261Will_T,"-37.81295822, 144.95678789"
871920240124,87,2024-01-24,19,133,112,245,Errol23_T,"-37.80454949, 144.94921863"
50320250824,50,2025-08-24,3,11,1,12,Lyg309_T,"-37.79808192, 144.96721013"
1792120241230,179,2024-12-30,21,72,72,144,Pow61_T,"-37.82392385, 144.96299677"
167620241228,167,2024-12-28,6,3,17,20,Lat526_T,"-37.81304149, 144.95155955"
1341020240214,134,2024-02-14,10,268,377,645,Spen201_T,"-37.81694221, 144.95303935"
134520240608,134,2024-06-08,5,38,47,85,Spen201_T,"-37.81694221, 144.95303935"
311020250310,31,2025-03-10,10,97,102,199,Lyg161_T,"-37.80169681, 144.96658911"
542320250112,54,2025-01-12,23,25,15,40,Swa607_T,"-37.804024, 144.96308399"
541620240425,54,2024-04-25,16,135,145,280,Swa607_T,"-37.804024, 144.96308399"
472220240712,47,2024-07-12,22,419,356,775,Eli250_T,"-37.81258467, 144.9625775"
401320250530,40,2025-05-30,13,267,214,481,Spr201_T,"-37.80999341, 144.97227587"
212020250117,21,2025-01-17,20,363,490,853,Bourke155_T,"-37.81267313, 144.96788288"
21220240321,21,2024-03-21,2,34,37,71,Bourke155_T,"-37.81267313, 144.96788288"
5820250226,5,2025-02-26,8,374,919,1293,PriNW_T,"-37.81874249, 144.96787656"
1352120231109,135,2023-11-09,21,148,170,318,Spen161_T,"-37.8172861, 144.95319102"
1331620240313,133,2024-03-13,16,752,933,1685,Spen229_T,"-37.81531435, 144.95227769"
1332120240722,133,2024-07-22,21,285,210,495,Spen229_T,"-37.81531435, 144.95227769"
1241420250514,124,2025-05-14,14,1,2,3,BirBridge_T,"-37.81757416, 144.97329934"
872120250219,87,2025-02-19,21,26,38,64,Errol23_T,"-37.80454949, 144.94921863"
181920250421,181,2025-04-21,9,216,444,660,Eli368_T,"-37.81009465, 144.96143149"
1312120250404,131,2025-04-04,21,204,139,343,King2_T,"-37.82009057, 144.95758725"
1431320250510,143,2025-05-10,13,179,206,385,Spencer_T,"-37.821728, 144.95557015"
132520240308,132,2024-03-08,5,4,5,9,King335_T,"-37.81267639, 144.95386444"
1342120250116,134,2025-01-16,21,579,458,1037,Spen201_T,"-37.81694221, 144.95303935"
671720250702,67,2025-07-02,17,248,422,670,FLDegS_T,"-37.81688755, 144.96562569"
181620240910,18,2024-09-10,16,562,117,679,Col12_T,"-37.81344862, 144.97305353"
562320240501,56,2024-05-01,23,52,66,118,Lon364_T,"-37.81234775, 144.96153311"
862020231225,86,2023-12-25,20,11,16,27,574Qub_T,"-37.80309992, 144.94908064"
24220231121,24,2023-11-21,2,18,19,37,Col620_T,"-37.81887963, 144.95449198"
12220240612,12,2024-06-12,2,0,1,1,NewQ_T,"-37.81457988, 144.94292398"
562320250809,56,2025-08-09,23,112,179,291,Lon364_T,"-37.81234775, 144.96153311"
2520250622,2,2025-06-22,5,2,10,12,Bou283_T,"-37.81380668, 144.96516718"
35220240423,35,2024-04-23,2,17,19,36,SouthB_T,"-37.82018685, 144.96508508"
27520241008,27,2024-10-08,5,9,11,20,Vic_T,"-37.80606888, 144.95644692"
53620240101,53,2024-01-01,6,17,9,26,Col254_T,"-37.81564191, 144.965499"
91420250404,9,2025-04-04,14,464,288,752,Col700_T,"-37.81982992, 144.95102555"
79320250223,79,2025-02-23,3,50,51,101,FliSS_T,"-37.81794046, 144.96616678"
232020240506,23,2024-05-06,20,110,196,306,Col623_T,"-37.81909256, 144.95452748"
192120240707,19,2024-07-07,21,320,551,871,LtB210_T,"-37.81237202, 144.96550671"
1422020250508,142,2025-05-08,20,25,31,56,Hammer1584_T,"-37.81970749, 144.96795734"
1422320240123,142,2024-01-23,23,45,38,83,Hammer1584_T,"-37.81970749, 144.96795734"
117620240724,117,2024-07-24,6,34,31,65,Fli114F_T,"-37.81629332, 144.97090877"
492220231030,49,2023-10-30,22,73,55,128,Eli501_T,"-37.80730068, 144.95956055"
691320240610,69,2024-06-10,13,160,153,313,FLDegC_T,"-37.81687226, 144.96559144"
6620250109,6,2025-01-09,6,167,227,394,FliS_T,"-37.81911705, 144.96558255"
841720240110,84,2024-01-10,17,1109,2155,3264,ElFi_T,"-37.81798049, 144.96503383"
41720250930,4,2025-09-30,17,1784,1556,3340,Swa123_T,"-37.81487988, 144.9660878"
671220250112,67,2025-01-12,12,231,235,466,FLDegS_T,"-37.81688755, 144.96562569"
1220250413,1,2025-04-13,2,41,94,135,Bou292_T,"-37.81349441, 144.96515323"
1920250430,1,2025-04-30,9,345,315,660,Bou292_T,"-37.81349441, 144.96515323"
631620250130,63,2025-01-30,16,349,369,718,Bou231_T,"-37.81333081, 144.96675571"
632220250622,63,2025-06-22,22,3,22,25,Bou231_T,"-37.81333081, 144.96675571"
18720231202,18,2023-12-02,7,5,8,13,Col12_T,"-37.81344862, 144.97305353"
18520240316,18,2024-03-16,5,2,1,3,Col12_T,"-37.81344862, 144.97305353"
622220250802,62,2025-08-02,22,204,221,425,Lat224_T,"-37.80996494, 144.96216521"
111320240723,11,2024-07-23,13,98,79,177,WatCit_T,"-37.81564989, 144.93970694"
11920240922,11,2024-09-22,9,55,62,117,WatCit_T,"-37.81564989, 144.93970694"
122320240627,12,2024-06-27,23,27,39,66,NewQ_T,"-37.81457988, 144.94292398"
721620250602,72,2025-06-02,16,106,518,624,ACMI_T,"-37.81726338, 144.96872809"
35820240714,35,2024-07-14,8,251,198,449,SouthB_T,"-37.82018685, 144.96508508"
58320250214,58,2025-02-14,3,17,13,30,Bou688_T,"-37.81686075, 144.95358075"
58020250516,58,2025-05-16,0,51,51,102,Bou688_T,"-37.81686075, 144.95358075"
35620250323,35,2025-03-23,6,86,74,160,SouthB_T,"-37.82018685, 144.96508508"
9920251004,9,2025-10-04,9,45,65,110,Col700_T,"-37.81982992, 144.95102555"
92320241009,9,2024-10-09,23,18,14,32,Col700_T,"-37.81982992, 144.95102555"
91020241102,9,2024-11-02,10,73,118,191,Col700_T,"-37.81982992, 144.95102555"
301020240913,30,2024-09-13,10,138,185,323,Lon189_T,"-37.8112185, 144.96656806"
461020250117,46,2025-01-17,10,49,29,78,Pel147_T,"-37.80240719, 144.9615673"
511420250312,51,2025-03-12,14,94,89,183,Fra118_T,"-37.80841815, 144.95906316"
1362320231208,136,2023-12-08,23,4,193,197,BirFed1120_T,"-37.8184141, 144.97357915"
136920240421,136,2024-04-21,9,174,136,310,BirFed1120_T,"-37.8184141, 144.97357915"
136020250227,136,2025-02-27,0,1,2,3,BirFed1120_T,"-37.8184141, 144.97357915"
180820250429,180,2025-04-29,8,127,42,169,Mac330_T,"-37.79497059, 144.93530329"
49820250720,49,2025-07-20,8,88,79,167,Eli501_T,"-37.80730068, 144.95956055"
492120240828,49,2024-08-28,21,255,466,721,Eli501_T,"-37.80730068, 144.95956055"
1091820231128,109,2023-11-28,18,199,144,343,LatWill_T,"-37.81193681, 144.95621105"
109720250423,109,2025-04-23,7,32,194,226,LatWill_T,"-37.81193681, 144.95621105"
19820250312,19,2025-03-12,8,63,52,115,LtB210_T,"-37.81237202, 144.96550671"
1392220250122,139,2025-01-22,22,34,21,55,Signal1647_T,"-37.81959923, 144.9632832"
1372020240410,137,2024-04-10,20,4,5,9,BouHbr2353_T,"-37.81894815, 144.94612292"
691820240527,69,2024-05-27,18,39,42,81,FLDegC_T,"-37.81687226, 144.96559144"
691020250720,69,2025-07-20,10,248,171,419,FLDegC_T,"-37.81687226, 144.96559144"
61020250303,6,2025-03-03,10,446,459,905,FliS_T,"-37.81911705, 144.96558255"
661620240112,66,2024-01-12,16,863,839,1702,QVN_T,"-37.81057846, 144.96444294"
84520240928,84,2024-09-28,5,43,34,77,ElFi_T,"-37.81798049, 144.96503383"
662220240517,66,2024-05-17,22,502,340,842,QVN_T,"-37.81057846, 144.96444294"
662220240603,66,2024-06-03,22,238,169,407,QVN_T,"-37.81057846, 144.96444294"
70620231116,70,2023-11-16,6,11,11,22,Errol20_T,"-37.80456984, 144.94946228"
701520240214,70,2024-02-14,15,170,141,311,Errol20_T,"-37.80456984, 144.94946228"
701220240220,70,2024-02-20,12,178,182,360,Errol20_T,"-37.80456984, 144.94946228"
3720240228,3,2024-02-28,7,87,169,256,Swa295_T,"-37.81101524, 144.96429485"
751920240301,75,2024-03-01,19,57,60,117,SprFli_T,"-37.81515276, 144.97467661"
752020240423,75,2024-04-23,20,23,31,54,SprFli_T,"-37.81515276, 144.97467661"
39520240629,39,2024-06-29,5,1,3,4,AlfPl_T,"-37.81379749, 144.96995745"
8420250910,8,2025-09-10,4,1,0,1,WebBN_T,"-37.82293543, 144.9471751"
75320250425,75,2025-04-25,3,1,1,2,SprFli_T,"-37.81515276, 144.97467661"
82320250214,8,2025-02-14,23,5,3,8,WebBN_T,"-37.82293543, 144.9471751"
411920240228,41,2024-02-28,19,760,1101,1861,Swa31,"-37.81668634, 144.96689733"
41420240325,41,2024-03-25,4,43,48,91,Swa31,"-37.81668634, 144.96689733"
77720241224,77,2024-12-24,7,38,39,77,HarEsP_T,"-37.81441438, 144.94433026"
781120250917,78,2025-09-17,11,32,34,66,HarEsB_T,"-37.81471642, 144.9446508"
14220231122,14,2023-11-22,2,5,4,9,SanBri_T,"-37.82011242, 144.96291897"
141720240508,14,2024-05-08,17,1150,243,1393,SanBri_T,"-37.82011242, 144.96291897"
59220240328,59,2024-03-28,2,42,22,64,RMIT_T,"-37.80825648, 144.96304859"
651620240519,65,2024-05-19,16,604,667,1271,SwaCs_T,"-37.81569416, 144.9668064"
651820231206,65,2023-12-06,18,746,1106,1852,SwaCs_T,"-37.81569416, 144.9668064"
421920240625,42,2024-06-25,19,50,83,133,UM1_T,"-37.80008566, 144.96386412"
29820241108,29,2024-11-08,8,137,124,261,AG_T,"-37.8199817, 144.96872865"
14420250503,14,2025-05-03,4,27,5,32,SanBri_T,"-37.82011242, 144.96291897"
47520250207,47,2025-02-07,5,18,64,82,Eli250_T,"-37.81258467, 144.9625775"
471520231107,47,2023-11-07,15,627,648,1275,Eli250_T,"-37.81258467, 144.9625775"
312020250928,31,2025-09-28,20,207,228,435,Lyg161_T,"-37.80169681, 144.96658911"
31920250718,31,2025-07-18,9,62,68,130,Lyg161_T,"-37.80169681, 144.96658911"
54420250125,54,2025-01-25,4,12,4,16,Swa607_T,"-37.804024, 144.96308399"
37020250722,37,2025-07-22,0,4,12,16,Lyg260_T,"-37.80107122, 144.96704554"
37820231101,37,2023-11-01,8,27,72,99,Lyg260_T,"-37.80107122, 144.96704554"
1411020250906,141,2025-09-06,10,48,97,145,474Fl_T,"-37.81997273, 144.95834911"
1371520250501,137,2025-05-01,15,19,112,131,BouHbr2353_T,"-37.81894815, 144.94612292"
1361720240519,136,2024-05-19,17,10,12,22,BirFed1120_T,"-37.8184141, 144.97357915"
1361120250811,136,2025-08-11,11,55,45,100,BirFed1120_T,"-37.8184141, 144.97357915"
1421820250928,142,2025-09-28,18,258,319,577,Hammer1584_T,"-37.81970749, 144.96795734"
1381020231212,138,2023-12-12,10,5,7,12,EntPark1671_T,"-37.81996544, 144.95981454"
1092320250416,109,2025-04-16,23,52,49,101,LatWill_T,"-37.81193681, 144.95621105"
1092220231130,109,2023-11-30,22,30,31,61,LatWill_T,"-37.81193681, 144.95621105"
661720250331,66,2025-03-31,17,1699,1753,3452,QVN_T,"-37.81057846, 144.96444294"
842220240701,84,2024-07-01,22,248,360,608,ElFi_T,"-37.81798049, 144.96503383"
702120240908,70,2024-09-08,21,79,61,140,Errol20_T,"-37.80456984, 144.94946228"
31920241001,3,2024-10-01,19,802,983,1785,Swa295_T,"-37.81101524, 144.96429485"
3420240630,3,2024-06-30,4,108,101,209,Swa295_T,"-37.81101524, 144.96429485"
75220250504,75,2025-05-04,2,4,4,8,SprFli_T,"-37.81515276, 144.97467661"
41320250427,41,2025-04-27,3,96,179,275,Swa31,"-37.81668634, 144.96689733"
41120241124,41,2024-11-24,1,242,419,661,Swa31,"-37.81668634, 144.96689733"
81020250213,8,2025-02-13,10,101,144,245,WebBN_T,"-37.82293543, 144.9471751"
771220240313,77,2024-03-13,12,122,88,210,HarEsP_T,"-37.81441438, 144.94433026"
29420250118,29,2025-01-18,4,3,6,9,AG_T,"-37.8199817, 144.96872865"
71520240810,71,2024-08-10,5,14,7,21,WestWP_T,"-37.81235775, 144.97136962"
28320241205,28,2024-12-05,3,10,20,30,VAC_T,"-37.82129925, 144.96879309"
40020240313,40,2024-03-13,0,13,13,26,Spr201_T,"-37.80999341, 144.97227587"
472020240918,47,2024-09-18,20,444,373,817,Eli250_T,"-37.81258467, 144.9625775"
37120250730,37,2025-07-30,1,3,1,4,Lyg260_T,"-37.80107122, 144.96704554"
43220251011,43,2025-10-11,2,3,2,5,UM2_T,"-37.79844526, 144.96411782"
44920251011,44,2025-10-11,9,27,40,67,UM3_T,"-37.79698741, 144.96441306"
45220231202,45,2023-12-02,2,50,134,184,Swa148_T,"-37.81414075, 144.96609379"
52320241021,5,2024-10-21,23,79,100,179,PriNW_T,"-37.81874249, 144.96787656"
5820241203,5,2024-12-03,8,329,852,1181,PriNW_T,"-37.81874249, 144.96787656"
1322020231103,132,2023-11-03,20,106,122,228,King335_T,"-37.81267639, 144.95386444"
1352220250324,135,2025-03-24,22,81,118,199,Spen161_T,"-37.8172861, 144.95319102"
1351320241120,135,2024-11-20,13,586,537,1123,Spen161_T,"-37.8172861, 144.95319102"
1082320250208,108,2025-02-08,23,207,140,347,261Will_T,"-37.81295822, 144.95678789"
871120250704,87,2025-07-04,11,130,100,230,Errol23_T,"-37.80454949, 144.94921863"
1621820240905,162,2024-09-05,18,277,286,563,Eli489_T,"-37.80740397, 144.95987909"
1622120250120,162,2025-01-20,21,151,82,233,Eli489_T,"-37.80740397, 144.95987909"
671620250519,67,2025-05-19,16,340,555,895,FLDegS_T,"-37.81688755, 144.96562569"
682120250522,68,2025-05-22,21,71,44,115,FLDegN_T,"-37.8168479, 144.96559789"
851120240609,85,2024-06-09,11,94,73,167,488Mac_T,"-37.79432415, 144.92973378"
67320241218,67,2024-12-18,3,2,2,4,FLDegS_T,"-37.81688755, 144.96562569"
18620240619,18,2024-06-19,6,0,2,2,Col12_T,"-37.81344862, 144.97305353"
671620231209,67,2023-12-09,16,143,249,392,FLDegS_T,"-37.81688755, 144.96562569"
67720250412,67,2025-04-12,7,86,81,167,FLDegS_T,"-37.81688755, 144.96562569"
56920240528,56,2024-05-28,9,166,119,285,Lon364_T,"-37.81234775, 144.96153311"
861320240511,86,2024-05-11,13,83,86,169,574Qub_T,"-37.80309992, 144.94908064"
862020241129,86,2024-11-29,20,34,60,94,574Qub_T,"-37.80309992, 144.94908064"
21320240317,2,2024-03-17,13,518,656,1174,Bou283_T,"-37.81380668, 144.96516718"
581020240410,58,2024-04-10,10,793,209,1002,Bou688_T,"-37.81686075, 144.95358075"
351020240704,35,2024-07-04,10,645,472,1117,SouthB_T,"-37.82018685, 144.96508508"
91020241008,9,2024-10-08,10,199,591,790,Col700_T,"-37.81982992, 144.95102555"
27020250315,27,2025-03-15,0,36,19,55,Vic_T,"-37.80606888, 144.95644692"
791620241027,79,2024-10-27,16,528,416,944,FliSS_T,"-37.81794046, 144.96616678"
302320240130,30,2024-01-30,23,161,100,261,Lon189_T,"-37.8112185, 144.96656806"
512220250502,51,2025-05-02,22,31,41,72,Fra118_T,"-37.80841815, 144.95906316"
521020240320,52,2024-03-20,10,204,175,379,Eli263_T,"-37.81252157, 144.9619401"
23020250117,23,2025-01-17,0,18,27,45,Col623_T,"-37.81909256, 144.95452748"
48120231102,48,2023-11-02,1,5,10,15,QVMQ_T,"-37.80631581, 144.95866697"
521120240531,52,2024-05-31,11,256,174,430,Eli263_T,"-37.81252157, 144.9619401"
1091420250101,109,2025-01-01,14,63,76,139,LatWill_T,"-37.81193681, 144.95621105"
662220240403,66,2024-04-03,22,468,258,726,QVN_T,"-37.81057846, 144.96444294"
692220240107,69,2024-01-07,22,0,1,1,FLDegC_T,"-37.81687226, 144.96559144"
4420240103,4,2024-01-03,4,13,17,30,Swa123_T,"-37.81487988, 144.9660878"
8220250209,8,2025-02-09,2,1,0,1,WebBN_T,"-37.82293543, 144.9471751"
771120250409,77,2025-04-09,11,113,86,199,HarEsP_T,"-37.81441438, 144.94433026"
681320240309,68,2024-03-09,13,275,200,475,FLDegN_T,"-37.8168479, 144.96559789"
681220240725,68,2024-07-25,12,283,206,489,FLDegN_T,"-37.8168479, 144.96559789"
851120231214,85,2023-12-14,11,115,86,201,488Mac_T,"-37.79432415, 144.92973378"
851220250624,85,2025-06-24,12,115,90,205,488Mac_T,"-37.79432415, 144.92973378"
851520251007,85,2025-10-07,15,104,110,214,488Mac_T,"-37.79432415, 144.92973378"
17320240316,17,2024-03-16,3,7,5,12,Col15_T,"-37.81362543, 144.97323591"
1120240611,1,2024-06-11,1,2,5,7,Bou292_T,"-37.81349441, 144.96515323"
67620241108,67,2024-11-08,6,112,71,183,FLDegS_T,"-37.81688755, 144.96562569"
68820240904,68,2024-09-04,8,117,85,202,FLDegN_T,"-37.8168479, 144.96559789"
672120250123,67,2025-01-23,21,169,246,415,FLDegS_T,"-37.81688755, 144.96562569"
68020240818,68,2024-08-18,0,2,0,2,FLDegN_T,"-37.8168479, 144.96559789"
861720250106,86,2025-01-06,17,32,57,89,574Qub_T,"-37.80309992, 144.94908064"
10120250709,10,2025-07-09,1,2,2,4,BouHbr_T,"-37.81876474, 144.94710545"
242120240616,24,2024-06-16,21,255,290,545,Col620_T,"-37.81887963, 144.95449198"
