ID,Location_ID,Sensing_Date,HourDay,Direction_1,Direction_2,Total_of_Directions,Sensor_Name,Location
482320240214,48,2024-02-14,23,63,74,137,QVMQ_T,"-37.80631581, 144.95866697"
30620250806,30,2025-08-06,6,26,18,44,Lon189_T,"-37.8112185, 144.96656806"
201920250525,20,2025-05-25,19,367,509,876,LtB170_T,"-37.81172914, 144.9682466"
251320240509,25,2024-05-09,13,686,608,1294,MCEC_T,"-37.82401776, 144.95604426"
251220240518,25,2024-05-18,12,719,734,1453,MCEC_T,"-37.82401776, 144.95604426"
139820240809,139,2024-08-09,8,19,264,283,Signal1647_T,"-37.81959923, 144.9632832"
142520240525,142,2024-05-25,5,6,1,7,Hammer1584_T,"-37.81970749, 144.96795734"
1612220250510,161,2025-05-10,22,0,21,21,BirArt1109_T,"-37.81851276, 144.97131336"
662220241112,66,2024-11-12,22,435,259,694,QVN_T,"-37.81057846, 144.96444294"
662220250414,66,2025-04-14,22,429,149,578,QVN_T,"-37.81057846, 144.96444294"
661920241101,66,2024-11-01,19,1328,1323,2651,QVN_T,"-37.81057846, 144.96444294"
61920240617,6,2024-06-17,19,454,539,993,FliS_T,"-37.81911705, 144.96558255"
39920240314,39,2024-03-14,9,163,174,337,AlfPl_T,"-37.81379749, 144.96995745"
752020250718,75,2025-07-18,20,9,16,25,SprFli_T,"-37.81515276, 144.97467661"
772120240314,77,2024-03-14,21,37,33,70,HarEsP_T,"-37.81441438, 144.94433026"
591920250225,59,2025-02-25,19,226,218,444,RMIT_T,"-37.80825648, 144.96304859"
42920250811,42,2025-08-11,9,291,106,397,UM1_T,"-37.80008566, 144.96386412"
71320240828,71,2024-08-28,3,3,2,5,WestWP_T,"-37.81235775, 144.97136962"
311320240921,31,2024-09-21,13,242,178,420,Lyg161_T,"-37.80169681, 144.96658911"
28320240319,28,2024-03-19,3,3,23,26,VAC_T,"-37.82129925, 144.96879309"
311320250217,31,2025-02-17,13,181,150,331,Lyg161_T,"-37.80169681, 144.96658911"
361520231125,36,2023-11-25,15,145,169,314,Que85_T,"-37.81652527, 144.96121062"
37320231210,37,2023-12-10,3,4,3,7,Lyg260_T,"-37.80107122, 144.96704554"
43920250922,43,2025-09-22,9,171,64,235,UM2_T,"-37.79844526, 144.96411782"
452220240913,45,2024-09-13,22,378,461,839,Swa148_T,"-37.81414075, 144.96609379"
21520231102,21,2023-11-02,5,16,16,32,Bourke155_T,"-37.81267313, 144.96788288"
131420240311,131,2024-03-11,4,4,39,43,King2_T,"-37.82009057, 144.95758725"
1341320240126,134,2024-01-26,13,339,346,685,Spen201_T,"-37.81694221, 144.95303935"
135120231206,135,2023-12-06,1,14,34,48,Spen161_T,"-37.8172861, 144.95319102"
107820241217,107,2024-12-17,8,57,207,264,280Will_T,"-37.81246271, 144.95690188"
1331320241029,133,2024-10-29,13,609,549,1158,Spen229_T,"-37.81531435, 144.95227769"
118420250927,118,2025-09-27,4,2,0,2,Fli114C_T,"-37.81632783, 144.97090512"
1081120250122,108,2025-01-22,11,242,278,520,261Will_T,"-37.81295822, 144.95678789"
402320231214,40,2023-12-14,23,51,17,68,Spr201_T,"-37.80999341, 144.97227587"
4420250809,4,2025-08-09,4,42,39,81,Swa123_T,"-37.81487988, 144.9660878"
70020240124,70,2024-01-24,0,8,4,12,Errol20_T,"-37.80456984, 144.94946228"
412320231226,41,2023-12-26,23,337,441,778,Swa31,"-37.81668634, 144.96689733"
77420250618,77,2025-06-18,4,2,1,3,HarEsP_T,"-37.81441438, 144.94433026"
42220250828,42,2025-08-28,2,6,4,10,UM1_T,"-37.80008566, 144.96386412"
78620240726,78,2024-07-26,6,1,3,4,HarEsB_T,"-37.81471642, 144.9446508"
78520240918,78,2024-09-18,5,3,1,4,HarEsB_T,"-37.81471642, 144.9446508"
142120240214,14,2024-02-14,21,387,69,456,SanBri_T,"-37.82011242, 144.96291897"
14520240226,14,2024-02-26,5,40,40,80,SanBri_T,"-37.82011242, 144.96291897"
591320250908,59,2025-09-08,13,1307,1239,2546,RMIT_T,"-37.80825648, 144.96304859"
591520250428,59,2025-04-28,15,846,866,1712,RMIT_T,"-37.80825648, 144.96304859"
421120240611,42,2024-06-11,11,150,180,330,UM1_T,"-37.80008566, 144.96386412"
31220241213,31,2024-12-13,2,14,7,21,Lyg161_T,"-37.80169681, 144.96658911"
45220240809,45,2024-08-09,2,15,27,42,Swa148_T,"-37.81414075, 144.96609379"
5920241115,5,2024-11-15,9,354,517,871,PriNW_T,"-37.81874249, 144.96787656"
1071220251002,107,2025-10-02,12,186,192,378,280Will_T,"-37.81246271, 144.95690188"
1181020241025,118,2024-10-25,10,7,16,23,Fli114C_T,"-37.81632783, 144.97090512"
1081720240524,108,2024-05-24,17,255,219,474,261Will_T,"-37.81295822, 144.95678789"
871420250316,87,2025-03-16,14,69,56,125,Errol23_T,"-37.80454949, 144.94921863"
44220250530,44,2025-05-30,2,2,1,3,UM3_T,"-37.79698741, 144.96441306"
185020250910,185,2025-09-10,0,43,38,81,Eli197_T,"-37.81374643, 144.96276183"
179920250920,179,2025-09-20,9,43,40,83,Pow61_T,"-37.82392385, 144.96299677"
1621820250527,162,2025-05-27,18,178,250,428,Eli489_T,"-37.80740397, 144.95987909"
1671620241215,167,2024-12-15,16,5,13,18,Lat526_T,"-37.81304149, 144.95155955"
1671620250426,167,2025-04-26,16,52,62,114,Lat526_T,"-37.81304149, 144.95155955"
1401320240808,140,2024-08-08,13,80,69,149,Boyd2837_T,"-37.82590962, 144.96185972"
162220241211,162,2024-12-11,2,30,12,42,Eli489_T,"-37.80740397, 144.95987909"
1621820241212,162,2024-12-12,18,299,362,661,Eli489_T,"-37.80740397, 144.95987909"
67920240103,67,2024-01-03,9,262,308,570,FLDegS_T,"-37.81688755, 144.96562569"
671120250418,67,2025-04-18,11,408,502,910,FLDegS_T,"-37.81688755, 144.96562569"
681920240604,68,2024-06-04,19,62,6,68,FLDegN_T,"-37.8168479, 144.96559789"
11920241228,1,2024-12-28,19,1542,925,2467,Bou292_T,"-37.81349441, 144.96515323"
671320241221,67,2024-12-21,13,426,536,962,FLDegS_T,"-37.81688755, 144.96562569"
671620241016,67,2024-10-16,16,332,664,996,FLDegS_T,"-37.81688755, 144.96562569"
68420250812,68,2025-08-12,4,3,0,3,FLDegN_T,"-37.8168479, 144.96559789"
18820240622,18,2024-06-22,8,30,28,58,Col12_T,"-37.81344862, 144.97305353"
18920250502,18,2025-05-02,9,125,472,597,Col12_T,"-37.81344862, 144.97305353"
18520250323,18,2025-03-23,5,0,3,3,Col12_T,"-37.81344862, 144.97305353"
632120250518,63,2025-05-18,21,12,103,115,Bou231_T,"-37.81333081, 144.96675571"
561020241021,56,2024-10-21,10,214,156,370,Lon364_T,"-37.81234775, 144.96153311"
111920251006,11,2025-10-06,19,90,96,186,WatCit_T,"-37.81564989, 144.93970694"
121520250210,12,2025-02-10,15,96,98,194,NewQ_T,"-37.81457988, 144.94292398"
56220250916,56,2025-09-16,2,0,4,4,Lon364_T,"-37.81234775, 144.96153311"
22320250331,2,2025-03-31,23,15,46,61,Bou283_T,"-37.81380668, 144.96516718"
27520250614,27,2025-06-14,5,15,3,18,Vic_T,"-37.80606888, 144.95644692"
791820240107,79,2024-01-07,18,239,229,468,FliSS_T,"-37.81794046, 144.96616678"
23520231122,23,2023-11-22,5,26,14,40,Col623_T,"-37.81909256, 144.95452748"
481520240903,48,2024-09-03,15,254,147,401,QVMQ_T,"-37.80631581, 144.95866697"
48820231208,48,2023-12-08,8,102,95,197,QVMQ_T,"-37.80631581, 144.95866697"
251120241206,25,2024-12-06,11,336,667,1003,MCEC_T,"-37.82401776, 144.95604426"
251120240101,25,2024-01-01,11,460,655,1115,MCEC_T,"-37.82401776, 144.95604426"
782020241203,78,2024-12-03,20,13,31,44,HarEsB_T,"-37.81471642, 144.9446508"
59820250624,59,2025-06-24,8,473,223,696,RMIT_T,"-37.80825648, 144.96304859"
28820231103,28,2023-11-03,8,453,217,670,VAC_T,"-37.82129925, 144.96879309"
311220240926,31,2024-09-26,12,168,145,313,Lyg161_T,"-37.80169681, 144.96658911"
37020240504,37,2024-05-04,0,86,49,135,Lyg260_T,"-37.80107122, 144.96704554"
40120240308,40,2024-03-08,1,7,4,11,Spr201_T,"-37.80999341, 144.97227587"
50720240616,50,2024-06-16,7,8,6,14,Lyg309_T,"-37.79808192, 144.96721013"
501220250225,50,2025-02-25,12,173,247,420,Lyg309_T,"-37.79808192, 144.96721013"
501020240526,50,2024-05-26,10,107,175,282,Lyg309_T,"-37.79808192, 144.96721013"
452320250407,45,2025-04-07,23,31,104,135,Swa148_T,"-37.81414075, 144.96609379"
134620250117,134,2025-01-17,6,147,95,242,Spen201_T,"-37.81694221, 144.95303935"
1332320241111,133,2024-11-11,23,96,86,182,Spen229_T,"-37.81531435, 144.95227769"
133520241130,133,2024-11-30,5,34,47,81,Spen229_T,"-37.81531435, 144.95227769"
1241720250126,124,2025-01-26,17,7,17,24,BirBridge_T,"-37.81757416, 144.97329934"
124820250928,124,2025-09-28,8,1,0,1,BirBridge_T,"-37.81757416, 144.97329934"
1332220240419,133,2024-04-19,22,231,204,435,Spen229_T,"-37.81531435, 144.95227769"
1081520231230,108,2023-12-30,15,74,115,189,261Will_T,"-37.81295822, 144.95678789"
87620240205,87,2024-02-05,6,22,12,34,Errol23_T,"-37.80454949, 144.94921863"
1852120250723,185,2025-07-23,21,326,440,766,Eli197_T,"-37.81374643, 144.96276183"
165820241001,165,2024-10-01,8,26,75,101,Spen475_T,"-37.80953359, 144.94939004"
1520250327,1,2025-03-27,5,6,12,18,Bou292_T,"-37.81349441, 144.96515323"
631220250928,63,2025-09-28,12,379,343,722,Bou231_T,"-37.81333081, 144.96675571"
56720241215,56,2024-12-15,7,60,22,82,Lon364_T,"-37.81234775, 144.96153311"
111820240527,11,2024-05-27,18,84,95,179,WatCit_T,"-37.81564989, 144.93970694"
762020240410,76,2024-04-10,20,12,18,30,KenMac_T,"-37.79453803, 144.93036194"
761720250820,76,2025-08-20,17,42,80,122,KenMac_T,"-37.79453803, 144.93036194"
721920241113,72,2024-11-13,19,131,353,484,ACMI_T,"-37.81726338, 144.96872809"
581820240310,58,2024-03-10,18,474,207,681,Bou688_T,"-37.81686075, 144.95358075"
581420240321,58,2024-03-21,14,874,602,1476,Bou688_T,"-37.81686075, 144.95358075"
532220240907,53,2024-09-07,22,107,146,253,Col254_T,"-37.81564191, 144.965499"
27820250701,27,2025-07-01,8,58,100,158,Vic_T,"-37.80606888, 144.95644692"
51120250626,51,2025-06-26,1,4,2,6,Fra118_T,"-37.80841815, 144.95906316"
511420240611,51,2024-06-11,14,106,87,193,Fra118_T,"-37.80841815, 144.95906316"
51320241211,51,2024-12-11,3,5,11,16,Fra118_T,"-37.80841815, 144.95906316"
51520240107,51,2024-01-07,5,8,5,13,Fra118_T,"-37.80841815, 144.95906316"
231920250329,23,2025-03-29,19,198,268,466,Col623_T,"-37.81909256, 144.95452748"
201420241207,20,2024-12-07,14,262,355,617,LtB170_T,"-37.81172914, 144.9682466"
19820240228,19,2024-02-28,8,71,48,119,LtB210_T,"-37.81237202, 144.96550671"
130520250818,130,2025-08-18,5,2,0,2,Bou892T,"-37.8204637, 144.94126826"
1381820240904,138,2024-09-04,18,3,1,4,EntPark1671_T,"-37.81996544, 144.95981454"
1232220231212,123,2023-12-12,22,1,0,1,BirBridge_T,"-37.81753741, 144.97329734"
49720241022,49,2024-10-22,7,61,106,167,Eli501_T,"-37.80730068, 144.95956055"
117520241001,117,2024-10-01,5,11,6,17,Fli114F_T,"-37.81629332, 144.97090877"
19020250509,19,2025-05-09,0,72,94,166,LtB210_T,"-37.81237202, 144.96550671"
66520250528,66,2025-05-28,5,13,28,41,QVN_T,"-37.81057846, 144.96444294"
69520240509,69,2024-05-09,5,4,4,8,FLDegC_T,"-37.81687226, 144.96559144"
1421120250306,142,2025-03-06,11,307,322,629,Hammer1584_T,"-37.81970749, 144.96795734"
1301120240110,130,2024-01-10,11,11,22,33,Bou892T,"-37.8204637, 144.94126826"
1611920240727,161,2024-07-27,19,7,1,8,BirArt1109_T,"-37.81851276, 144.97131336"
49420250330,49,2025-03-30,4,33,40,73,Eli501_T,"-37.80730068, 144.95956055"
117320250217,117,2025-02-17,3,3,4,7,Fli114F_T,"-37.81629332, 144.97090877"
191020240420,19,2024-04-20,10,201,155,356,LtB210_T,"-37.81237202, 144.96550671"
661520241231,66,2024-12-31,15,1222,1228,2450,QVN_T,"-37.81057846, 144.96444294"
691820240206,69,2024-02-06,18,85,54,139,FLDegC_T,"-37.81687226, 144.96559144"
691120240805,69,2024-08-05,11,245,145,390,FLDegC_T,"-37.81687226, 144.96559144"
6920240208,6,2024-02-08,9,716,1053,1769,FliS_T,"-37.81911705, 144.96558255"
6220241102,6,2024-11-02,2,78,73,151,FliS_T,"-37.81911705, 144.96558255"
61120250905,6,2025-09-05,11,581,537,1118,FliS_T,"-37.81911705, 144.96558255"
841420241003,84,2024-10-03,14,1071,1589,2660,ElFi_T,"-37.81798049, 144.96503383"
841920250718,84,2025-07-18,19,918,1082,2000,ElFi_T,"-37.81798049, 144.96503383"
41220241220,4,2024-12-20,12,1865,1316,3181,Swa123_T,"-37.81487988, 144.9660878"
31820240425,3,2024-04-25,18,1547,1690,3237,Swa295_T,"-37.81101524, 144.96429485"
39720250611,39,2025-06-11,7,15,16,31,AlfPl_T,"-37.81379749, 144.96995745"
81520240221,8,2024-02-21,15,114,171,285,WebBN_T,"-37.82293543, 144.9471751"
14120240207,14,2024-02-07,1,21,7,28,SanBri_T,"-37.82011242, 144.96291897"
281220241215,28,2024-12-15,12,611,751,1362,VAC_T,"-37.82129925, 144.96879309"
28020240428,28,2024-04-28,0,46,31,77,VAC_T,"-37.82129925, 144.96879309"
28620250516,28,2025-05-16,6,191,98,289,VAC_T,"-37.82129925, 144.96879309"
361120250313,36,2025-03-13,11,238,194,432,Que85_T,"-37.81652527, 144.96121062"
1072120250507,107,2025-05-07,21,75,57,132,280Will_T,"-37.81246271, 144.95690188"
43120241022,43,2024-10-22,1,5,5,10,UM2_T,"-37.79844526, 144.96411782"
44120240616,44,2024-06-16,1,15,1,16,UM3_T,"-37.79698741, 144.96441306"
184820250710,184,2025-07-10,8,366,353,719,Eli124_T,"-37.81512416, 144.96371988"
1401720231222,140,2023-12-22,17,111,89,200,Boyd2837_T,"-37.82590962, 144.96185972"
1621220241127,162,2024-11-27,12,428,541,969,Eli489_T,"-37.80740397, 144.95987909"
1311020250221,131,2025-02-21,10,95,122,217,King2_T,"-37.82009057, 144.95758725"
143020250513,143,2025-05-13,0,21,22,43,Spencer_T,"-37.821728, 144.95557015"
1321720240108,132,2024-01-08,17,56,46,102,King335_T,"-37.81267639, 144.95386444"
1341020240203,134,2024-02-03,10,218,306,524,Spen201_T,"-37.81694221, 144.95303935"
1342320240719,134,2024-07-19,23,213,172,385,Spen201_T,"-37.81694221, 144.95303935"
135620240502,135,2024-05-02,6,52,53,105,Spen161_T,"-37.8172861, 144.95319102"
133720240825,133,2024-08-25,7,130,183,313,Spen229_T,"-37.81531435, 144.95227769"
1331520250108,133,2025-01-08,15,521,592,1113,Spen229_T,"-37.81531435, 144.95227769"
118420231223,118,2023-12-23,4,1,0,1,Fli114C_T,"-37.81632783, 144.97090512"
852320240112,85,2024-01-12,23,4,7,11,488Mac_T,"-37.79432415, 144.92973378"
11920231101,1,2023-11-01,19,749,384,1133,Bou292_T,"-37.81349441, 144.96515323"
56320241008,56,2024-10-08,3,8,3,11,Lon364_T,"-37.81234775, 144.96153311"
112020250628,11,2025-06-28,20,117,77,194,WatCit_T,"-37.81564989, 144.93970694"
611820240126,61,2024-01-26,18,228,283,511,RMIT14_T,"-37.80767455, 144.96309114"
44720241104,44,2024-11-04,7,13,35,48,UM3_T,"-37.79698741, 144.96441306"
5720240905,5,2024-09-05,7,294,515,809,PriNW_T,"-37.81874249, 144.96787656"
1672120241223,167,2024-12-23,21,7,28,35,Lat526_T,"-37.81304149, 144.95155955"
165620240823,165,2024-08-23,6,4,7,11,Spen475_T,"-37.80953359, 144.94939004"
1401220250516,140,2025-05-16,12,106,43,149,Boyd2837_T,"-37.82590962, 144.96185972"
1322220240220,132,2024-02-20,22,84,66,150,King335_T,"-37.81267639, 144.95386444"
107820250519,107,2025-05-19,8,69,258,327,280Will_T,"-37.81246271, 144.95690188"
118820240216,118,2024-02-16,8,27,17,44,Fli114C_T,"-37.81632783, 144.97090512"
67920241029,67,2024-10-29,9,626,338,964,FLDegS_T,"-37.81688755, 144.96562569"
851820250909,85,2025-09-09,18,52,93,145,488Mac_T,"-37.79432415, 144.92973378"
17020250717,17,2025-07-17,0,6,2,8,Col15_T,"-37.81362543, 144.97323591"
11520240513,1,2024-05-13,15,947,816,1763,Bou292_T,"-37.81349441, 144.96515323"
671520240312,67,2024-03-12,15,287,545,832,FLDegS_T,"-37.81688755, 144.96562569"
68620250807,68,2025-08-07,6,10,9,19,FLDegN_T,"-37.8168479, 144.96559789"
63920240313,63,2024-03-13,9,176,202,378,Bou231_T,"-37.81333081, 144.96675571"
631220240713,63,2024-07-13,12,433,419,852,Bou231_T,"-37.81333081, 144.96675571"
112220250310,11,2025-03-10,22,83,83,166,WatCit_T,"-37.81564989, 144.93970694"
562120240615,56,2024-06-15,21,266,299,565,Lon364_T,"-37.81234775, 144.96153311"
242320240824,24,2024-08-24,23,201,361,562,Col620_T,"-37.81887963, 144.95449198"
76220241225,76,2024-12-25,2,2,0,2,KenMac_T,"-37.79453803, 144.93036194"
58320240830,58,2024-08-30,3,8,11,19,Bou688_T,"-37.81686075, 144.95358075"
352220250830,35,2025-08-30,22,478,650,1128,SouthB_T,"-37.82018685, 144.96508508"
27820250714,27,2025-07-14,8,31,93,124,Vic_T,"-37.80606888, 144.95644692"
79520250213,79,2025-02-13,5,31,32,63,FliSS_T,"-37.81794046, 144.96616678"
792120240520,79,2024-05-20,21,146,146,292,FliSS_T,"-37.81794046, 144.96616678"
9020241231,9,2024-12-31,0,13,11,24,Col700_T,"-37.81982992, 144.95102555"
532320240616,53,2024-06-16,23,12,36,48,Col254_T,"-37.81564191, 144.965499"
51520241125,51,2024-11-25,5,4,6,10,Fra118_T,"-37.80841815, 144.95906316"
481220250222,48,2025-02-22,12,426,262,688,QVMQ_T,"-37.80631581, 144.95866697"
201620250102,20,2025-01-02,16,261,244,505,LtB170_T,"-37.81172914, 144.9682466"
141620250609,141,2025-06-09,6,12,9,21,474Fl_T,"-37.81997273, 144.95834911"
1372120250514,137,2025-05-14,21,0,4,4,BouHbr2353_T,"-37.81894815, 144.94612292"
139820250212,139,2025-02-12,8,25,544,569,Signal1647_T,"-37.81959923, 144.9632832"
1421620250107,142,2025-01-07,16,563,448,1011,Hammer1584_T,"-37.81970749, 144.96795734"
164620241229,164,2024-12-29,6,7,8,15,Lat526_T,"-37.813005, 144.95160411"
138620231225,138,2023-12-25,6,1,0,1,EntPark1671_T,"-37.81996544, 144.95981454"
117120250301,117,2025-03-01,1,31,32,63,Fli114F_T,"-37.81629332, 144.97090877"
1091020240213,109,2024-02-13,10,105,171,276,LatWill_T,"-37.81193681, 144.95621105"
692320231113,69,2023-11-13,23,5,3,8,FLDegC_T,"-37.81687226, 144.96559144"
691420241130,69,2024-11-30,14,221,206,427,FLDegC_T,"-37.81687226, 144.96559144"
661220240707,66,2024-07-07,12,1309,1191,2500,QVN_T,"-37.81057846, 144.96444294"
772120240831,77,2024-08-31,21,45,42,87,HarEsP_T,"-37.81441438, 144.94433026"
14420231022,14,2023-10-22,4,46,5,51,SanBri_T,"-37.82011242, 144.96291897"
14620240223,14,2024-02-23,6,91,105,196,SanBri_T,"-37.82011242, 144.96291897"
542020240129,54,2024-01-29,20,60,105,165,Swa607_T,"-37.804024, 144.96308399"
471820250818,47,2025-08-18,18,866,689,1555,Eli250_T,"-37.81258467, 144.9625775"
661220241207,66,2024-12-07,12,773,973,1746,QVN_T,"-37.81057846, 144.96444294"
841020240708,84,2024-07-08,10,758,618,1376,ElFi_T,"-37.81798049, 144.96503383"
392320231210,39,2023-12-10,23,20,25,45,AlfPl_T,"-37.81379749, 144.96995745"
81520250921,8,2025-09-21,15,167,246,413,WebBN_T,"-37.82293543, 144.9471751"
411620250730,41,2025-07-30,16,1284,1811,3095,Swa31,"-37.81668634, 144.96689733"
651420240324,65,2024-03-24,14,591,1077,1668,SwaCs_T,"-37.81569416, 144.9668064"
142120250501,14,2025-05-01,21,239,74,313,SanBri_T,"-37.82011242, 144.96291897"
47820241104,47,2024-11-04,8,178,408,586,Eli250_T,"-37.81258467, 144.9625775"
36720250727,36,2025-07-27,7,18,23,41,Que85_T,"-37.81652527, 144.96121062"
362320241228,36,2024-12-28,23,121,172,293,Que85_T,"-37.81652527, 144.96121062"
43120251012,43,2025-10-12,1,7,5,12,UM2_T,"-37.79844526, 144.96411782"
441720240320,44,2024-03-20,17,38,14,52,UM3_T,"-37.79698741, 144.96441306"
441620240711,44,2024-07-11,16,77,43,120,UM3_T,"-37.79698741, 144.96441306"
442120250408,44,2025-04-08,21,16,14,30,UM3_T,"-37.79698741, 144.96441306"
451320251002,45,2025-10-02,13,618,984,1602,Swa148_T,"-37.81414075, 144.96609379"
51920250928,5,2025-09-28,19,1266,586,1852,PriNW_T,"-37.81874249, 144.96787656"
1671820241201,167,2024-12-01,18,40,65,105,Lat526_T,"-37.81304149, 144.95155955"
1401420240429,140,2024-04-29,14,71,47,118,Boyd2837_T,"-37.82590962, 144.96185972"
1181120240124,118,2024-01-24,11,11,52,63,Fli114C_T,"-37.81632783, 144.97090512"
1181120240604,118,2024-06-04,11,13,14,27,Fli114C_T,"-37.81632783, 144.97090512"
1181120240708,118,2024-07-08,11,12,13,25,Fli114C_T,"-37.81632783, 144.97090512"
1181820240725,118,2024-07-25,18,16,37,53,Fli114C_T,"-37.81632783, 144.97090512"
1842120250801,184,2025-08-01,21,330,643,973,Eli124_T,"-37.81512416, 144.96371988"
1791420250208,179,2025-02-08,14,58,62,120,Pow61_T,"-37.82392385, 144.96299677"
1612220241031,161,2024-10-31,22,0,119,119,BirArt1109_T,"-37.81851276, 144.97131336"
1611120241113,161,2024-11-13,11,14,36,50,BirArt1109_T,"-37.81851276, 144.97131336"
1171620240513,117,2024-05-13,16,104,239,343,Fli114F_T,"-37.81629332, 144.97090877"
109520250619,109,2025-06-19,5,9,12,21,LatWill_T,"-37.81193681, 144.95621105"
109220240411,109,2024-04-11,2,2,4,6,LatWill_T,"-37.81193681, 144.95621105"
109320240919,109,2024-09-19,3,2,0,2,LatWill_T,"-37.81193681, 144.95621105"
67620231215,67,2023-12-15,6,71,54,125,FLDegS_T,"-37.81688755, 144.96562569"
671820240601,67,2024-06-01,18,364,443,807,FLDegS_T,"-37.81688755, 144.96562569"
68720231216,68,2023-12-16,7,25,15,40,FLDegN_T,"-37.8168479, 144.96559789"
85720240513,85,2024-05-13,7,73,17,90,488Mac_T,"-37.79432415, 144.92973378"
17920240521,17,2024-05-21,9,765,243,1008,Col15_T,"-37.81362543, 144.97323591"
1220240602,1,2024-06-02,2,23,48,71,Bou292_T,"-37.81349441, 144.96515323"
68020240125,68,2024-01-25,0,1,0,1,FLDegN_T,"-37.8168479, 144.96559789"
1620250406,1,2025-04-06,6,18,15,33,Bou292_T,"-37.81349441, 144.96515323"
181220240428,18,2024-04-28,12,98,88,186,Col12_T,"-37.81344862, 144.97305353"
861620250910,86,2025-09-10,16,47,72,119,574Qub_T,"-37.80309992, 144.94908064"
862120240519,86,2024-05-19,21,3,17,20,574Qub_T,"-37.80309992, 144.94908064"
11520240514,11,2024-05-14,5,3,3,6,WatCit_T,"-37.81564989, 144.93970694"
24920231223,24,2023-12-23,9,267,318,585,Col620_T,"-37.81887963, 144.95449198"
761220231226,76,2023-12-26,12,31,26,57,KenMac_T,"-37.79453803, 144.93036194"
721420240327,72,2024-03-27,14,234,409,643,ACMI_T,"-37.81726338, 144.96872809"
351820250414,35,2025-04-14,18,1281,1438,2719,SouthB_T,"-37.82018685, 144.96508508"
352020251007,35,2025-10-07,20,544,584,1128,SouthB_T,"-37.82018685, 144.96508508"
271720240630,27,2024-06-30,17,138,69,207,Vic_T,"-37.80606888, 144.95644692"
79020241022,79,2024-10-22,0,58,46,104,FliSS_T,"-37.81794046, 144.96616678"
51320240205,51,2024-02-05,3,2,4,6,Fra118_T,"-37.80841815, 144.95906316"
481320240913,48,2024-09-13,13,283,259,542,QVMQ_T,"-37.80631581, 144.95866697"
481220240405,48,2024-04-05,12,453,329,782,QVMQ_T,"-37.80631581, 144.95866697"
30620250823,30,2025-08-23,6,14,45,59,Lon189_T,"-37.8112185, 144.96656806"
20920250518,20,2025-05-18,9,61,61,122,LtB170_T,"-37.81172914, 144.9682466"
1801620250911,180,2025-09-11,16,56,48,104,Mac330_T,"-37.79497059, 144.93530329"
141420250811,141,2025-08-11,4,3,5,8,474Fl_T,"-37.81997273, 144.95834911"
1371920250517,137,2025-05-17,19,2,8,10,BouHbr2353_T,"-37.81894815, 144.94612292"
1371720231107,137,2023-11-07,17,21,28,49,BouHbr2353_T,"-37.81894815, 144.94612292"
1421220250223,142,2025-02-23,12,507,634,1141,Hammer1584_T,"-37.81970749, 144.96795734"
142020250302,142,2025-03-02,0,18,12,30,Hammer1584_T,"-37.81970749, 144.96795734"
1421620250609,142,2025-06-09,16,339,323,662,Hammer1584_T,"-37.81970749, 144.96795734"
61920250506,6,2025-05-06,19,665,629,1294,FliS_T,"-37.81911705, 144.96558255"
31520240309,3,2024-03-09,15,988,1161,2149,Swa295_T,"-37.81101524, 144.96429485"
31520250109,3,2025-01-09,15,871,967,1838,Swa295_T,"-37.81101524, 144.96429485"
66120240310,66,2024-03-10,1,174,184,358,QVN_T,"-37.81057846, 144.96444294"
8720240619,8,2024-06-19,7,158,96,254,WebBN_T,"-37.82293543, 144.9471751"
81920240823,8,2024-08-23,19,42,33,75,WebBN_T,"-37.82293543, 144.9471751"
81420250419,8,2025-04-19,14,175,321,496,WebBN_T,"-37.82293543, 144.9471751"
752120250927,75,2025-09-27,21,25,14,39,SprFli_T,"-37.81515276, 144.97467661"
411220250502,41,2025-05-02,12,1569,1291,2860,Swa31,"-37.81668634, 144.96689733"
781520250923,78,2025-09-23,15,25,82,107,HarEsB_T,"-37.81471642, 144.9446508"
772120250114,77,2025-01-14,21,186,180,366,HarEsP_T,"-37.81441438, 144.94433026"
591320250525,59,2025-05-25,13,301,382,683,RMIT_T,"-37.80825648, 144.96304859"
591920240929,59,2024-09-29,19,377,248,625,RMIT_T,"-37.80825648, 144.96304859"
14320250923,14,2025-09-23,3,1,4,5,SanBri_T,"-37.82011242, 144.96291897"
541120240829,54,2024-08-29,11,350,256,606,Swa607_T,"-37.804024, 144.96308399"
281320250609,28,2025-06-09,13,743,939,1682,VAC_T,"-37.82129925, 144.96879309"
401720240715,40,2024-07-15,17,120,124,244,Spr201_T,"-37.80999341, 144.97227587"
40620240717,40,2024-07-17,6,40,50,90,Spr201_T,"-37.80999341, 144.97227587"
40620240820,40,2024-08-20,6,33,41,74,Spr201_T,"-37.80999341, 144.97227587"
401520250119,40,2025-01-19,15,127,105,232,Spr201_T,"-37.80999341, 144.97227587"
40420240325,40,2024-03-25,4,0,5,5,Spr201_T,"-37.80999341, 144.97227587"
312020250202,31,2025-02-02,20,250,194,444,Lyg161_T,"-37.80169681, 144.96658911"
362320241207,36,2024-12-07,23,243,229,472,Que85_T,"-37.81652527, 144.96121062"
611620241120,61,2024-11-20,16,549,560,1109,RMIT14_T,"-37.80767455, 144.96309114"
431920251003,43,2025-10-03,19,35,55,90,UM2_T,"-37.79844526, 144.96411782"
