base_property_id,census_year,name,business_address,industry_code,industry_desc,seating_type,number_of_seats,latitude,longitude,clue_area
102086,2019,Lindt Chocolat Cafe,"Shop , Abutting 271 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,38,-37.81654781240799,144.96497351275002,Melbourne (CBD)
105391,2016,Chilli India,"Part Ground , 140-146 King Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,75,-37.81673696529579,144.95628515442587,Melbourne (CBD)
101048,2017,Garage Cafe & Bar,"Part Ground , 213 Berkeley Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,-37.80041001275001,144.95841066532603,Carlton
102187,2017,Teresa's Cafe,Part 90-98 Coode Road WEST MELBOURNE 3003,4512,Takeaway Food Services,Seats - Indoor,3,-37.811210543399994,144.92234829860743,West Melbourne (Industrial)
109312,2018,Hokuto Japanese Cafe,"Ground , 389 Swanston Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Outdoor,8,-37.809455816,144.9634152524011,Melbourne (CBD)
108048,2018,Sheila Baxter Training Centre Pty Ltd,91-93 Queens Bridge Street SOUTHBANK 3006,8101,Technical and Vocational Education and Training,Seats - Indoor,24,-37.8243599276,144.96090633511037,Southbank
105635,2019,Cafe Trutrack,"Part Ground , 56-62 Leveson Street NORTH MELBOURNE 3051",4511,Cafes and Restaurants,Seats - Outdoor,20,-37.8028418476,144.9514856841173,North Melbourne
575151,2019,Counter,104B Errol Street NORTH MELBOURNE 3051,4512,Takeaway Food Services,Seats - Outdoor,4,-37.80247625545,144.9500268711638,North Melbourne
105225,2019,Dumpling Station,Part 201-205 Kensington Road WEST MELBOURNE 3003,4512,Takeaway Food Services,Seats - Indoor,10,-37.80088043885976,144.91683352615,West Melbourne (Industrial)
108638,2019,The Deck Cafe On St Kilda Road,Part Ground 479 St Kilda Road MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,32,-37.84188069845,144.97855578386498,Melbourne (Remainder)
102081,2021,Ganache Chocolate Lounge,Ground 245 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,-37.816061838299795,144.96582950754998,Melbourne (CBD)
103325,2021,Hudsons Elizabeth Street,84-86 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,31,-37.8159129499,144.96418214767343,Melbourne (CBD)
105919,2021,Polepole Bar & Kitchen/Glamp,Part Ground & Level 1 267 Little Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,-37.814831977068074,144.9656017104,Melbourne (CBD)
100398,2021,Rockpool Events & Catering,Gnd & Flr1 7 Alfred Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,185,-37.8140128186636,144.9699104238,Melbourne (CBD)
102155,2021,Elements Catering,Part Gnd Lvl Foyer & Shop 3 Podium 120 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,-37.81400034895,144.9693156901375,Melbourne (CBD)
102157,2021,Garcon Paris Steakhouse,"Shop 5, Ground 90 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,65,-37.814017675237665,144.9702869013,Melbourne (CBD)
101176,2021,Cafenatics,"Shop 4, 500 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,39,-37.81494328910046,144.9587722405,Melbourne (CBD)
101176,2021,Movida Aqui,"Shop 7, 500 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,50,-37.81494328910046,144.9587722405,Melbourne (CBD)
110145,2021,Pho Melbourne,170 William Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,57,-37.8149175538,144.9582198443308,Melbourne (CBD)
105846,2021,Grill'd Healthy Burgers,369-371 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,90,-37.81367164858022,144.96178171780002,Melbourne (CBD)
108586,2021,David's Spicy Pot,166 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,76,-37.8123200498,144.96820630246282,Melbourne (CBD)
105381,2021,Hibachi,228-230 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,-37.81478619225,144.95530902931483,Melbourne (CBD)
108576,2021,Shanxi Street Food,260-262 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,62,-37.810254818450005,144.96722712478976,Melbourne (CBD)
105326,2021,The Haileyburian,Part Ground 383 King Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Outdoor,12,-37.81110763142357,144.9529244668,West Melbourne (Residential)
110010,2021,Hard Pressed,76 Wellington Parade EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Outdoor,6,-37.816377283351045,144.98755482575,East Melbourne
107632,2021,Magnolia Court Boutique Hotel,95-101 Powlett Street EAST MELBOURNE VIC 3002,4400,Accommodation,Seats - Outdoor,12,-37.81337466405,144.9853028460347,East Melbourne
100353,2021,Degani @ East Melbourne,"Shop 1, 372-376 Albert Street EAST MELBOURNE VIC 3002",4511,Cafes and Restaurants,Seats - Outdoor,18,-37.8096392096,144.9787049235106,East Melbourne
109542,2021,Treasury Cafe,Part Level 1 1 MacArthur Street EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Outdoor,80,-37.81280015315,144.97567152833767,East Melbourne
110401,2022,Urban Central Accommodation,Pt Ground & Levels 1-5 334-342 City Road SOUTHBANK VIC 3006,4400,Accommodation,Seats - Indoor,50,-37.8278377219,144.9573512903071,Southbank
103948,2023,Cuff,Part Ground 325 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,-37.817758351759565,144.96349102099998,Melbourne (CBD)
108115,2023,Maha Restaurant,Basement 21-27 Bond Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,-37.8181930679,144.96253029605134,Melbourne (CBD)
103942,2023,Cafe Andiamo,36-38 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,68,-37.817063086367355,144.9659026789,Melbourne (CBD)
104026,2023,Pastuso,19 ACDC Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,170,-37.81600505953291,144.97115550389998,Melbourne (CBD)
579252,2023,Pho Nom,"Tenancy 4, 567 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,16,-37.8190200855,144.95572468102446,Melbourne (CBD)
102083,2023,Brunetti City,Ground 250 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,300,-37.816351987746074,144.96565081735002,Melbourne (CBD)
102060,2023,Rush Sushi,"Shop 62, 45 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,16,-37.81430518125,144.97262557265284,Melbourne (CBD)
102109,2023,Southern Xross Kebabs,102 Spencer Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,17,-37.81867521100554,144.95435075675,Melbourne (CBD)
105941,2023,The Bottom End,577-583 Little Collins Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,-37.81782615791781,144.95560629865,Melbourne (CBD)
105940,2023,Saving Grace,30 Church Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,-37.81719662136835,144.95779868354998,Melbourne (CBD)
100727,2023,Mitre Tavern,Mitre Tavern 5-9 Bank Place MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Outdoor,120,-37.8168041117,144.96028846791666,Melbourne (CBD)
105938,2023,Korean Healthy Food BBQ Box,Part Ground 459 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,36,-37.81660735525,144.95954996381323,Melbourne (CBD)
105929,2023,Blahnik Corporate Catering,30 Equitable Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,48,-37.815577516659154,144.96330054055,Melbourne (CBD)
105929,2023,Two Conversations,26 Equitable Place MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,8,-37.815577516659154,144.96330054055,Melbourne (CBD)
110669,2023,Sambar Restaurant,"Shop 4, 353 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,-37.815698280289155,144.96299531095,Melbourne (CBD)
102149,2023,Teppanyaki Inn,"Rear Shop 2, Ground 182 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,70,-37.814786243616254,144.96744010114998,Melbourne (CBD)
105917,2023,Mister Munro,Part 215 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,-37.81446502085,144.96708078558916,Melbourne (CBD)
105949,2023,Time-Lapse Brewers,"Shop 5-6, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,21,-37.81696667597237,144.9567679862,Melbourne (CBD)
105953,2023,LE SHOPPE,"Suite 8, Ground 430 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,15,-37.81596941067596,144.9601098028,Melbourne (CBD)
101144,2023,Caffe E Torta,314 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,28,-37.81438773817147,144.9639640607,Melbourne (CBD)
101127,2023,My Modern Fresh Tea & Yogurt,143A Russell Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,4,-37.81310953331891,144.96796810475,Melbourne (CBD)
101137,2023,Ikkai,"Shop 19, 239 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,38,-37.81373785326741,144.966619556,Melbourne (CBD)
111394,2023,Bar Ampere,16 Russell Place MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,78,-37.813539026856645,144.9674365318,Melbourne (CBD)
103597,2023,Joy Cupcakes,"Shop 7EB, 2 Southern Cross Lane MELBOURNE VIC 3000",1174,Bakery Product Manufacturing (Non-factory based),Seats - Outdoor,18,-37.81281419155,144.97010937553796,Melbourne (CBD)
106560,2023,San Telmo Restaurant,"Shop 2, 12-18 Meyers Place MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,85,-37.81225381732877,144.9724843766,Melbourne (CBD)
106560,2023,Pizza Pizza Pizza,"Shop 1, 12-18 Meyers Place MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,25,-37.81225381732877,144.9724843766,Melbourne (CBD)
101171,2023,Brightside Bagels,612 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,-37.8162289918,144.9553258392931,Melbourne (CBD)
636824,2023,Chilangos,"Tenancy 21, Ground 550 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,26,-37.815318936249994,144.9573920138448,Melbourne (CBD)
108074,2023,Food Craft,429 Little Bourke Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,22,-37.814286305349995,144.95996879856824,Melbourne (CBD)
103180,2023,Chiki Chiki,Part Ground 187-193 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,-37.81388772525,144.9627082819642,Melbourne (CBD)
109286,2023,Superhiro,211-213 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,98,-37.8128465998,144.96501463003398,Melbourne (CBD)
105831,2023,Lancemore Crossley Street Hotel,Level 1-6 47-55 Little Bourke Street MELBOURNE VIC 3000,4400,Accommodation,Seats - Indoor,32,-37.81102403390212,144.9711096464,Melbourne (CBD)
105706,2023,Pho Thin,"Shop C, 389 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,-37.81288037796524,144.96101184235,Melbourne (CBD)
105706,2023,Top Tongue,"Shop A-B, 389 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,25,-37.81288037796524,144.96101184235,Melbourne (CBD)
105707,2023,The Wanderer,"Tenancy 4, 399 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,150,-37.81304714185001,144.96068779771414,Melbourne (CBD)
105870,2023,Kirk's Wine Bar,Ground 384 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,34,-37.8135435217,144.96132807458443,Melbourne (CBD)
109291,2023,Mekong Vietnam,Ground 241 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,-37.81239279855,144.9647768889876,Melbourne (CBD)
105687,2023,@T Ease,195 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,-37.81126816481424,144.96663043665,Melbourne (CBD)
103603,2023,Yamato Japanese Restaurant,223 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,-37.8106706381,144.9695838654796,Melbourne (CBD)
105672,2023,Kenny's Bakery Cafe,53-55 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,18,-37.810057226852095,144.97071442655,Melbourne (CBD)
104664,2023,Ten Square Cafe,118-120 Hardware Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,-37.81194747545,144.96070299637427,Melbourne (CBD)
105749,2023,Schnitz,Shop QS002 1-7 QV Square MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,76,-37.81067861705,144.965725053002,Melbourne (CBD)
105749,2023,Ippudo,18-22 Artemis Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,-37.81067861705,144.965725053002,Melbourne (CBD)
103618,2023,Roll Mi,"Shop 15, 242 Exhibition Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,20,-37.809415028369145,144.9699756013,Melbourne (CBD)
580091,2023,Poked,"Shop 10, 36 Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,8,-37.809196151079576,144.97072895345,Melbourne (CBD)
105460,2023,Perch Cafe,Part Ground North Tower 485 La Trobe Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,-37.81270723965592,144.9549226031,Melbourne (CBD)
106031,2023,Hwajoo,"Shop 2, Ground 466-468 Little Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,-37.812904618120335,144.95557300685,Melbourne (CBD)
105439,2023,Ristretto Coffee,"Shop 1, 321 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,-37.80863587815,144.96845845080023,Melbourne (CBD)
105325,2023,baru,373 King Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Indoor,24,-37.81166291174008,144.95325156964998,West Melbourne (Residential)
598269,2023,Impresso Cafe,Ground 341 King Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Indoor,16,-37.8122960523,144.9535989249517,West Melbourne (Residential)
102942,2023,City Of Melbourne Bowls Club Inc,City of Melbourne Bowls Club Inc. Flagstaff Gardens 3 Dudley Street WEST MELBOURNE VIC 3003,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,110,-37.81049114010241,144.9544197162,West Melbourne (Residential)
565462,2023,Little Chef,"Unit 101, Level 1 28 Wills Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,-37.81067687015,144.9572292191701,Melbourne (CBD)
108089,2023,Cherry Lane Espresso,Part Ground 350 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,42,-37.81042371855,144.95907937103996,Melbourne (CBD)
103305,2023,Damiao Panda Fan,Part Level 1 388-396 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,-37.809529892049994,144.96142241447978,Melbourne (CBD)
500333,2023,Marche Board Game Cafe,Ground 61-69 A'Beckett Street MELBOURNE VIC 3000,9139,Amusement and Other Recreational Activities n.e.c.,Seats - Indoor,75,-37.8091931473,144.96174884242788,Melbourne (CBD)
500333,2023,B'Churrasco,Level 1 61-69 A'Beckett Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,180,-37.8091931473,144.96174884242788,Melbourne (CBD)
105490,2023,Canto Melbourne,Part  Level 4 Building 14 RMIT University 414-418 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,3,-37.80821791505,144.96458869234556,Melbourne (CBD)
103617,2023,Thailicious,"Unit 1, 355-357 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,52,-37.80752104815,144.96817506990635,Melbourne (CBD)
105495,2023,Dropout Chai Wala,"Tenancy 1, 46 La Trobe Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,21,-37.8081753006367,144.9674182206,Melbourne (CBD)
103219,2023,Top Tea,"Shop 2, 413-417 Elizabeth Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,-37.80918733525,144.9605217744215,Melbourne (CBD)
103228,2023,Malaysian Laksa House,Ground 449 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,16,-37.808563616300006,144.96021552779365,Melbourne (CBD)
104084,2023,Yoi,"Shop G1, 163 Franklin Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,36,-37.809043487817426,144.95956878425,Melbourne (CBD)
104084,2023,Ichigo,"Shop 3, 155 Franklin Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,100,-37.809043487817426,144.95956878425,Melbourne (CBD)
108118,2023,Market Espresso & Trolley Hire,Trolley Hire Queen Victoria Market Victoria Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,42,-37.807832574221266,144.9576272223,Melbourne (CBD)
511518,2023,My Dumpling Meal,471 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,-37.80794068975,144.95995230458294,Melbourne (CBD)
103293,2023,Hwadam BBQ,502 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,90,-37.807198220100005,144.96035058510245,Melbourne (CBD)
108844,2023,Crowne Plaza Melbourne,Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008,4400,Accommodation,Seats - Indoor,100,-37.8226703933,144.95501736365668,Docklands
103123,2023,Tokyo Lamington,258 Elgin Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,24,-37.79670704132525,144.9655338757,Carlton
104469,2023,Master Lanzhou Noodle Express,"Shop F, Ground 700 Swanston Street CARLTON VIC 3053",4512,Takeaway Food Services,Seats - Indoor,4,-37.799973455600004,144.96480663662987,Carlton
106130,2023,University Cafe / Universita Bar Restaurant,255 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,56,-37.79947758885,144.9668380258472,Carlton
106142,2023,Agostino,297 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,90,-37.79838895068619,144.96704168875,Carlton
106144,2023,Tiamo,305 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,60,-37.79817987675,144.9670778438359,Carlton
106149,2023,Milk The Cow Licensed Fromagerie,323 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,-37.79777441195,144.96712579104337,Carlton
106152,2023,Heartattack and Vine,329 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,-37.79764335135,144.96714813756006,Carlton
102714,2023,Taquito,350-352 Drummond Street CARLTON VIC 3053,4520,"Pubs, Taverns and Bars",Seats - Outdoor,32,-37.7977107399,144.969271200536,Carlton
103102,2023,Ballers Clubhouse,171-175 Elgin Street CARLTON VIC 3053,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,-37.79750606065,144.96870745552718,Carlton
511124,2023,Gemma Simply Italian,183 Elgin Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,55,-37.79752923455136,144.96838433175,Carlton
612757,2023,Vertue Coffee Roasters,8 Raffa Place CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,25,-37.79769237515001,144.96838278487866,Carlton
106215,2023,Carlton Yacht Club Bar,298 Lygon Street CARLTON VIC 3053,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,-37.79998581375,144.96737628730443,Carlton
108239,2023,Sultan's Express Curries,142 Rathdowne Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,10,-37.79604572413072,144.9710396301,Carlton
106944,2023,Al Dente Sapori,Part 161-163 Nicholson Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,12,-37.79638866855,144.97480119085986,Carlton
104461,2023,the Prince Alfred Rooftop and Bar,Prince Alfred Hotel 191-197 Grattan Street CARLTON VIC 3053,4520,"Pubs, Taverns and Bars",Seats - Indoor,120,-37.80045758588996,144.96220861044998,Carlton
109330,2023,KFC Carlton,"Shop 2, 743-751 Swanston Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Indoor,22,-37.8006200339,144.96364221241186,Carlton
104450,2023,Rice Bar Not Only Rice,"Shop 1, Ground 121 Grattan Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Outdoor,40,-37.800770727300005,144.9651040686224,Carlton
110987,2023,Subway Carlton,672 Swanston Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Outdoor,9,-37.80096178535,144.96419727160904,Carlton
104449,2023,Shooter McGavins,117 Grattan Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,12,-37.800799995418586,144.96562403220003,Carlton
106099,2023,Casa Del Gelato,Ground & Part Level 1 163 Lygon Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Outdoor,15,-37.801869708249995,144.96643103892197,Carlton
106109,2023,Good Measure Melbourne,193 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,30,-37.8010957683,144.9665049085888,Carlton
559022,2023,Dragon Hot Pot,111-113 Grattan Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,46,-37.800816949082034,144.9657698624,Carlton
559024,2023,Nasi Lemak House,115 Grattan Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Outdoor,16,-37.800806953445694,144.9656838828,Carlton
106229,2023,Cairo Nights Restaurant & Bar,"Unit 5, 252 Lygon Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Outdoor,48,-37.8013744973,144.96733566096634,Carlton
106231,2023,Piccolo Mondo,240 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,28,-37.8015801673,144.96724440138928,Carlton
106250,2023,Thai City Restaurant,124 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,90,-37.80443770077052,144.96670200904998,Carlton
106250,2023,Ying Thai 2,110 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,20,-37.80443770077052,144.96670200904998,Carlton
106250,2023,Saigon Pho Carlton,106 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,35,-37.80443770077052,144.96670200904998,Carlton
108029,2023,T Theory,190 Queensberry Street CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,15,-37.80429627075,144.9627822651474,Carlton
107887,2023,Bobbie Peels,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,-37.8039544673,144.9559534402919,North Melbourne
103811,2023,The Rice Cooker,27 Flemington Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Outdoor,10,-37.80067719885,144.95517743550033,North Melbourne
103824,2023,Avist Cafe,101 Flemington Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,40,-37.7984422838,144.95270697348,North Melbourne
109716,2023,The Kathmandu Cottage,Ground 349 Victoria Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Indoor,60,-37.80539263525914,144.9497923517,West Melbourne (Residential)
107475,2023,Jusik The Korean Restaurant,"Shop 1, 39-47 Peel Street WEST MELBOURNE VIC 3003",4511,Cafes and Restaurants,Seats - Indoor,20,-37.80717883879872,144.9554126059,West Melbourne (Residential)
107486,2023,Hello Jose,Ground 85 Peel Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Outdoor,40,-37.8061976165,144.9555841133822,West Melbourne (Residential)
103033,2023,Sahara Restaurant,Ground 465 Macaulay Road KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,60,-37.7948496401,144.93153061808346,Kensington
106320,2023,Kenny's Charcoal Chicken,497 Macaulay Road KENSINGTON VIC 3031,4512,Takeaway Food Services,Seats - Indoor,12,-37.79455872310194,144.9295057391,Kensington
103380,2023,Local Folk Cafe,43 Epsom Road KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,45,-37.7922394233,144.92559629717897,Kensington
109998,2023,The Grey Smith,"Part Unit 1, Ground 126 Wellington Parade EAST MELBOURNE VIC 3002",4511,Cafes and Restaurants,Seats - Outdoor,6,-37.816223828803246,144.98596098765,East Melbourne
109996,2023,My Sushi Japanese Cafe,154 Wellington Parade EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Indoor,22,-37.81608712015,144.98483488015614,East Melbourne
103807,2023,KereKere Green,Cafe 264 Wellington Parade EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Indoor,40,-37.81296299300449,144.9804597986,East Melbourne
580629,2023,Mugs Alley,291 Wellington Parade South EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Indoor,40,-37.816471453350005,144.97594485803185,East Melbourne
108629,2023,Japan Inn Gourmet Sushi,"Suite 1, Ground 431 St Kilda Road MELBOURNE VIC 3004",4511,Cafes and Restaurants,Seats - Indoor,8,-37.838528591750006,144.97705513732498,Melbourne (Remainder)
108629,2023,Moody Brew Coffee Bar,"Suite 6, Ground 431 St Kilda Road MELBOURNE VIC 3004",4511,Cafes and Restaurants,Seats - Outdoor,15,-37.838528591750006,144.97705513732498,Melbourne (Remainder)
110408,2023,10 Hoff Cafe,"Shop 3, 10 Hoff Boulevard SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,30,-37.82572543353542,144.96357357795,Southbank
110733,2023,Pawa Cafe & Bar,"Part Ground 100 St Kilda Road, SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Outdoor,20,-37.82094203724495,144.9681703081,Southbank
110733,2023,Sake Restaurant and Bar,Part 100 St Kilda Road SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,70,-37.82094203724495,144.9681703081,Southbank
110380,2023,Melba Restaurant,Part Podium 1 Southgate Avenue SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,220,-37.8207182429,144.96630308550658,Southbank
108631,2023,Southside On St Kilda,"Unit 1, Ground 437 St Kilda Road MELBOURNE VIC 3004",4511,Cafes and Restaurants,Seats - Outdoor,24,-37.83909801535,144.97753386542774,Melbourne (Remainder)
110551,2023,Lai Cafe,"Suite 5, 85 Turner Street PORT MELBOURNE VIC 3207",4511,Cafes and Restaurants,Seats - Outdoor,8,-37.8230279918,144.92538784375154,Port Melbourne
