base_property_id,census_year,name,business_address,industry_code,industry_desc,seating_type,number_of_seats,latitude,longitude,clue_area
102135,2023,Little Ramen Bar,369 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,8,-37.81601648208985,144.96268877625,Melbourne (CBD)
103176,2023,Betty's Burgers,97 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,88,-37.81591920735,144.96349601874448,Melbourne (CBD)
109268,2023,Thai Viet,"Shop 4, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,-37.8150701808,144.965780600956,Melbourne (CBD)
105910,2023,Tsuru,25 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,-37.81289801159528,144.9727053886,Melbourne (CBD)
105913,2023,N Lee Bakery And Cafe,"Shop 4, 61 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,18,-37.81314087303295,144.97169208755,Melbourne (CBD)
108965,2023,Miss Me,25 Godfrey Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,-37.81738965100429,144.95375200770002,Melbourne (CBD)
101155,2023,Doughboys Doughnuts,"Shop 1B, 535 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,24,-37.81636534845,144.95781378501067,Melbourne (CBD)
101155,2023,Pok Pok Junior,"Shop 9, 555 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,40,-37.81636534845,144.95781378501067,Melbourne (CBD)
105392,2023,The King Hotel,Part Ground 120 King Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,-37.81703244725573,144.95640730085,Melbourne (CBD)
105949,2023,Aroma Restaurant,"Shop 2-3, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,40,-37.81696667597237,144.9567679862,Melbourne (CBD)
106372,2023,Guhng The Palace,19 McKillop Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,132,-37.8153418477,144.96162095755906,Melbourne (CBD)
109279,2023,Rozzi's,157 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,187,-37.81407728805,144.9655826212989,Melbourne (CBD)
108537,2023,QT Melbourne,"Basement , Gnd & Level 1-8 & 11 133 Russell Street MELBOURNE VIC 3000",4400,Accommodation,Seats - Indoor,200,-37.81342912795,144.96783665800314,Melbourne (CBD)
108591,2023,Izakaya Den,"Shop B3, Basement 114 Russell Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,52,-37.813492171250005,144.96902133174189,Melbourne (CBD)
101117,2023,Sal's Authentic New York Pizza,148 Exhibition Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,4,-37.81223394749057,144.9709028408,Melbourne (CBD)
105301,2023,Subway,Part Ground 175-177 King Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,16,-37.81602501955,144.95523196469128,Melbourne (CBD)
101172,2023,Nando's Bourke Place,"Shop 16, LwrGround 600 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,46,-37.815676162352304,144.95613866809998,Melbourne (CBD)
105389,2023,Lord of The Fries,184 King Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Indoor,20,-37.8157163194,144.95571684369142,Melbourne (CBD)
101178,2023,Bluebag Fresh 482,Ground 482 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,-37.8150906502621,144.95937952615,Melbourne (CBD)
101179,2023,CBD Bakery,Ground 480 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,-37.8150655619891,144.95946412389998,Melbourne (CBD)
108074,2023,Othello,"Shop 1, 189 Queen Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,-37.814286305349995,144.95996879856824,Melbourne (CBD)
103184,2023,Tropicana Juice Bar,213 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,4,-37.8135402584,144.96254790810377,Melbourne (CBD)
108104,2023,Foodifox,"Shop 2, Ground 190 Queen Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,4,-37.8140280414,144.9606797877822,Melbourne (CBD)
101193,2023,Federal Coffee,Shop G22-G23 338-352 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,155,-37.813603510656634,144.96328859745,Melbourne (CBD)
101202,2023,Eku Noodle,"Shop 4, 206 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,29,-37.81267380947152,144.96687115185,Melbourne (CBD)
101202,2023,Mrs Zan's Kitchen,"Shop 7, 206 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,46,-37.81267380947152,144.96687115185,Melbourne (CBD)
108538,2023,Shanghai Street,167-169 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,-37.8124662829,144.9676472887188,Melbourne (CBD)
101217,2023,Flower Drum,Level 1 124-128 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,150,-37.81206977061173,144.9692644013,Melbourne (CBD)
103601,2023,Bar Clara,"Shop 5, 83-89 Little Bourke Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,32,-37.81128978625,144.9699123893894,Melbourne (CBD)
106431,2023,Shoya Japanese Restaurant,23-27 Market Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,125,-37.81173922235,144.96911450037936,Melbourne (CBD)
102272,2023,Traveller,14 Crossley Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,4,-37.811383624034974,144.97120960655002,Melbourne (CBD)
105829,2023,Juliet Melbourne,Basement 37-41 Little Bourke Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,50,-37.810836007199995,144.97150588717997,Melbourne (CBD)
105831,2023,Bodega Underground,"Shop 2, 47-55 Little Bourke Street MELBOURNE VIC 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,80,-37.81102403390212,144.9711096464,Melbourne (CBD)
108985,2023,City Wine Shop,159 Spring Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,60,-37.81099161535,144.97246538885273,Melbourne (CBD)
108986,2023,The European,Ground 161 Spring Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,18,-37.81095112345,144.97242969410638,Melbourne (CBD)
105718,2023,Glory Cakes,19 Rose Lane MELBOURNE VIC 3000,1174,Bakery Product Manufacturing (Non-factory based),Seats - Outdoor,14,-37.81541879235,144.9536079679469,Melbourne (CBD)
105718,2023,Rolling Nori,13 Rose Lane MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,8,-37.81541879235,144.9536079679469,Melbourne (CBD)
103187,2023,Shanghai Street,342 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,-37.8132133822,144.9622827192137,Melbourne (CBD)
105751,2023,Fable Melbourne,Part Rooftop 168 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,100,-37.81056735515,144.9673695447446,Melbourne (CBD)
105751,2023,Sulbing Dessert Bar,Ground 168 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,-37.81056735515,144.9673695447446,Melbourne (CBD)
106032,2023,Zhan Beers,Ground 474 Little Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,24,-37.8130163117238,144.9554127107,Melbourne (CBD)
105746,2023,Schnitz,"Shop 264K, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",4512,Takeaway Food Services,Seats - Indoor,7,-37.8109017475,144.96283887063584,Melbourne (CBD)
105746,2023,The Pancake Parlour (Melbourne Central),"Shop 319, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,160,-37.8109017475,144.96283887063584,Melbourne (CBD)
103691,2023,Ms Frankie Carlton,221-229 Faraday Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,50,-37.79886116565,144.9667263062509,Carlton
106197,2023,Grill'd Healthy Burgers,350 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,32,-37.79887064225,144.96752570782218,Carlton
106210,2023,Copperwood,316-318 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,33,-37.7996258121,144.9675889324215,Carlton
103086,2023,Abla's Restaurant,109 Elgin Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,80,-37.79781000640496,144.9710337377,Carlton
108229,2023,Sushi Ten,178 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,24,-37.79518796005,144.97118300327168,Carlton
108230,2023,Thai 29 Carlton,176 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,8,-37.795232364049994,144.97117527021095,Carlton
107547,2023,226 Sushi,Part 226 Pelham Street MELBOURNE VIC 3000,4512,Takeaway Food Services,Seats - Outdoor,6,-37.80168480582567,144.95824362780002,Carlton
107548,2023,Books N Bites Cafe,Ground 224 Pelham Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,-37.801694811944145,144.95832787425002,Carlton
104466,2023,Baretto Cafe,Ground 161 Barry Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,15,-37.80023251885,144.95928104655633,Carlton
101255,2023,Graduate Union Of The University Of Melbourne Inc,230-234 Leicester Street CARLTON VIC 3053,4400,Accommodation,Seats - Outdoor,30,-37.801036761099994,144.96161813539172,Carlton
106103,2023,Seoul Pocha,173 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,12,-37.8016055477,144.96647747257606,Carlton
106105,2023,Cafe Cavallino,Gnd & Flr1 181-183 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,100,-37.8014475698,144.9665052414294,Carlton
106232,2023,La Spaghettata Pty Ltd,238 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,130,-37.8016255327,144.96722865144218,Carlton
106237,2023,Grillers Mark,Part Ground 204 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,60,-37.802187640149995,144.9671430803723,Carlton
106245,2023,El Giza Bar & Lounge,152-154 Lygon Street CARLTON VIC 3053,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,-37.80359331565,144.96674436844162,Carlton
106250,2023,Lambs Restaurant,98-100 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,22,-37.80443770077052,144.96670200904998,Carlton
106087,2023,Mercadante Pizza,Ground 123 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,30,-37.8040902148,144.9660337005418,Carlton
594107,2023,Fattie Prince,526 Swanston Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,45,-37.804307173206354,144.96363976255,Carlton
518846,2023,Hareruya Pantry,Ground 15-17 Lincoln Square South CARLTON VIC 3053,4512,Takeaway Food Services,Seats - Indoor,3,-37.80337041860672,144.9628566728,Carlton
104468,2023,Journeys Cafe by ASRC,Part Level 4 Student Pavilion Building 162 230 Grattan Street PARKVILLE VIC 3010,4511,Cafes and Restaurants,Seats - Indoor,20,-37.79677209594333,144.96120873245002,Parkville
104468,2023,Dr Dax Kitchen,Part Kenneth Myer Building 144 30 Royal Parade PARKVILLE VIC 3010,4511,Cafes and Restaurants,Seats - Indoor,100,-37.79677209594333,144.96120873245002,Parkville
103859,2023,Thyme Square,Part Ground 243-251 Flemington Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,58,-37.7935594578,144.94670683915876,North Melbourne
108271,2023,Reynolds Street sandwich bar,19 Reynolds Street NORTH MELBOURNE VIC 3051,4512,Takeaway Food Services,Seats - Indoor,12,-37.7972334471,144.9376559569538,North Melbourne
103413,2023,Bistro De Paris,63 Errol Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,32,-37.80360281105,144.9492059727907,North Melbourne
570824,2023,Masala Jo,528 Victoria Street NORTH MELBOURNE VIC 3051,4512,Takeaway Food Services,Seats - Indoor,11,-37.80474817269064,144.94871447715,North Melbourne
103466,2023,Mercure North Melbourne,265-281 Errol Street NORTH MELBOURNE VIC 3051,4400,Accommodation,Seats - Indoor,50,-37.79663836641814,144.95021857,North Melbourne
103523,2023,The Comics Lounge,Part Level 1 26 Errol Street NORTH MELBOURNE VIC 3051,4530,Clubs (Hospitality),Seats - Indoor,350,-37.8045777775,144.94989203787634,North Melbourne
109794,2023,La Porchetta North Melbourne,Ground 478-482 Victoria Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,130,-37.80496737599909,144.95014547325002,North Melbourne
105024,2023,Code Black Howard Street,119-121 Howard Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,70,-37.8042254434,144.95367359884494,North Melbourne
109822,2023,Prudence Bar,368 Victoria Street NORTH MELBOURNE VIC 3051,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,-37.80543435891152,144.95405415829998,North Melbourne
107528,2023,Eat All,156 Peel Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,50,-37.80444380367012,144.9566605389,North Melbourne
104728,2023,Apollo Cafe,Ground 109-111 Hawke Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Outdoor,20,-37.8078437822,144.94662825208988,West Melbourne (Residential)
100852,2023,Angkor,389 Spencer Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Indoor,39,-37.8115941264,144.9499126125575,West Melbourne (Residential)
104380,2023,Cafe 1565,3 Gower Street KENSINGTON VIC 3031,4512,Takeaway Food Services,Seats - Indoor,20,-37.79470276889473,144.9300705374,Kensington
106321,2023,Grounded House,499 MacAulay Road KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Outdoor,3,-37.79457601903785,144.92945714395,Kensington
602256,2023,Pacinos Italian Restaurant,"Shop 28, 320-380 Epsom Road FLEMINGTON VIC 3031",4511,Cafes and Restaurants,Seats - Indoor,130,-37.78227130525,144.91511732134808,Kensington
102005,2023,Albert & Grey Cafe,Ground 166 Clarendon Street EAST MELBOURNE VIC 3002,4511,Cafes and Restaurants,Seats - Indoor,60,-37.81106601155,144.98419022770508,East Melbourne
109256,2023,Edwin's Cafe,Part AAMI Park Olympic Park 60 Olympic Boulevard MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,150,-37.8248485699,144.98245598373953,Melbourne (Remainder)
109256,2023,The Glasshouse Eatery,Part The Glasshouse Olympic Park 20 Olympic Boulevard MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Outdoor,46,-37.8248485699,144.98245598373953,Melbourne (Remainder)
108650,2023,Cafe Ella,Part Ground 553 St Kilda Road MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,87,-37.8468529988,144.98037831863508,Melbourne (Remainder)
110380,2023,The Deck,"Shop 1-2, Upper Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Outdoor,20,-37.8207182429,144.96630308550658,Southbank
108632,2023,Commodity Cafe,Part Ground 441 St Kilda Road MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,70,-37.83949309335,144.9776780113723,Melbourne (Remainder)
110589,2023,Ootoro,"Unit 3, 1 Phillip Court PORT MELBOURNE VIC 3207",4511,Cafes and Restaurants,Seats - Outdoor,30,-37.8260597914,144.9208732194623,Port Melbourne
110327,2023,Ludlow Bar & Dining Room,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,100,-37.82082682797507,144.9638276875,Southbank
110327,2023,Asado Bar y Grill,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,86,-37.82082682797507,144.9638276875,Southbank
110327,2023,Dagwood Deli,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,10,-37.82082682797507,144.9638276875,Southbank
110336,2023,BondStore Cafe,Shop Ground 1 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,14,-37.82194157715,144.96386776986546,Southbank
559161,2023,Eureka Skydeck 88,"Unit 8801, Level 88 7 Riverside Quay SOUTHBANK VIC 3006",9139,Amusement and Other Recreational Activities n.e.c.,Seats - Indoor,55,-37.82168057084684,144.9645386201,Southbank
110988,2023,BangPop,35 South Wharf Promenade SOUTH WHARF VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,210,-37.82411173505,144.9506146124694,Southbank
618951,2023,Isabella,"Shop 1, 20 Flemington Road PARKVILLE VIC 3050",4511,Cafes and Restaurants,Seats - Indoor,80,-37.7988527894,144.9550028866969,Parkville
110950,2023,Poplar's,Part 34-54 Poplar Road PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Indoor,32,-37.77802790695,144.94790461539452,Parkville
103908,2023,Aruba @ MCRI,"Tenancy 2, Ground 50 Flemington Road PARKVILLE VIC 3052",4511,Cafes and Restaurants,Seats - Indoor,32,-37.79363102715632,144.9495225654,Parkville
573403,2023,De Gusto,768B Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,8,-37.81812971735,144.94735092230562,Docklands
632898,2023,Tukk & Co,Shop 8 Concourse 720 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,20,-37.81791239685,144.94910359562044,Docklands
609487,2023,The Hof Downtown,Part Ground 737 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,40,-37.81920221758878,144.9490688585,Docklands
628712,2023,Lily li,"Tenancy 47B, LwrGround 727 Collins Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,50,-37.820702787550005,144.95011811002945,Docklands
628714,2023,Upstanding Citizens,30 Batmans Hill Drive DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,56,-37.8209292517,144.94949950209974,Docklands
573414,2023,Watermark Docklands,"Shop 9, 800 Bourke Street DOCKLANDS VIC 3008",4520,"Pubs, Taverns and Bars",Seats - Indoor,374,-37.8188510467,144.94507997263105,Docklands
609481,2023,Teeny Tiny Cafe,858 Collins Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,24,-37.8209284493,144.94368187183846,Docklands
611364,2023,Pok Pok,"Shop 7-8, 801 Bourke Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Outdoor,15,-37.81974124171555,144.94562060509998,Docklands
611366,2023,Tsukino Snizuku,817 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,15,-37.8199481793,144.94469068493152,Docklands
611367,2023,Caffe Esc,"Shop 1P, 833 Collins Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,34,-37.82206261995,144.94570130102056,Docklands
584059,2023,Newquay Buffet and Bar,4-6 Newquay Promenade DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,130,-37.81380592517439,144.94369350739998,Docklands
584059,2023,Docklands Lotus Restaurant,Part 12-16 Newquay Promenade DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,30,-37.81380592517439,144.94369350739998,Docklands
601815,2023,DUCK ME,403-405 Docklands Drive DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,50,-37.81428809645,144.9402116114489,Docklands
593729,2023,Sushi Yuzen,"Shop 18A, Ground 90 Waterfront Way DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,31,-37.81215074975,144.93944446094207,Docklands
593737,2023,Peter & Co,Part Ground 27 & 29 Star Crescent DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,20,-37.8132875139,144.93799833512347,Docklands
593737,2023,Subway,Shop G06 9 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,40,-37.8132875139,144.93799833512347,Docklands
616892,2023,URBAN FOODIES PTY LTD,Part Ground 64 Sutton Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Indoor,28,-37.7916286127,144.93763754115776,North Melbourne
616022,2023,The Premises Espresso,202 Bellair Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,70,-37.794260419677585,144.9301790922,Kensington
616034,2023,Fruits Of Passion,188 Bellair Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,40,-37.7939287158,144.92999137030057,Kensington
616043,2023,White Rabbit Record Bar,176 Bellair Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,35,-37.7936578284,144.92993542157507,Kensington
614669,2023,La Tortilleria,72 Stubbs Street KENSINGTON VIC 3031,4511,Cafes and Restaurants,Seats - Indoor,30,-37.79142167095,144.93530141521015,Kensington
108967,2005,The Batman's Hill Hotel,66-70 Spencer Street MELBOURNE 3000,4400,Accommodation,Seats - Indoor,70,-37.81942775489416,144.95475962673038,Melbourne (CBD)
108949,2015,Carron Tavern (Spencer Street) Pty Ltd,396-400 Spencer Street WEST MELBOURNE 3003,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,-37.81114222315,144.9508614958558,West Melbourne (Residential)
109653,2015,Hudsons Coffee Freemasons,"Part Ground , 320 Victoria Parade EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,40,-37.80962694695,144.98199745236872,East Melbourne
108843,2016,Gangnam Style No1,20 Rebecca Walk MELBOURNE 3000,4512,Takeaway Food Services,Seats - Outdoor,16,-37.82177087949648,144.9565323459881,Melbourne (CBD)
108843,2016,Vista Fiyme,26 Rebecca Walk MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,32,-37.82177087949648,144.9565323459881,Melbourne (CBD)
102105,2016,Filter by Small Batch,"Part Ground , 63-77 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,31,-37.818799399873186,144.95636241421522,Melbourne (CBD)
105393,2016,Esspressino,Part 70 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,50,-37.81864227237213,144.95707727776607,Melbourne (CBD)
109317,2014,The Oxford Scholar Hotel,427-433 Swanston Street MELBOURNE 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,140,-37.8084449187,144.96297514475876,Melbourne (CBD)
103955,2018,Masala Grill,"Ground , 485 Flinders Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,120,-37.81936815835749,144.95810006565,Melbourne (CBD)
110661,2018,Club Sandwich on Collins,"Part Ground , 459 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,64,-37.818170876796984,144.9589233809,Melbourne (CBD)
105724,2018,Nick's Spaghetti Bar,556-558 Lonsdale Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,100,-37.81386807790373,144.9557716709,Melbourne (CBD)
105991,2016,Cafe Stax,16 Little La Trobe Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,70,-37.809091173922,144.9629562139628,Melbourne (CBD)
109492,2016,Mr Burger,Rear 93 Therry Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,44,-37.80771367756075,144.95900927180088,Melbourne (CBD)
104014,2017,Kim Sing Chinese Restaurant,"Shop 10,  Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,74,-37.81724823055968,144.96655159124998,Melbourne (CBD)
105922,2017,San Paolo Solarino,7 Little Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,22,-37.814903034004416,144.96536944915,Melbourne (CBD)
103972,2017,T-Roy Browns,"Vault 4, 369 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,20,-37.81951074765,144.9622978015492,Melbourne (CBD)
105085,2017,Villanove Coffee,104 Ireland Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Indoor,13,-37.806409978085895,144.94308598880002,West Melbourne (Residential)
109714,2017,Cafe Metsa,"Ground , 345 Victoria Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Indoor,32,-37.805462861815215,144.94996132195,West Melbourne (Residential)
108062,2020,Long Macc on Queens,Part Ground 43-51 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,24,-37.8177382696,144.96161430864498,Melbourne (CBD)
102116,2020,Feast @ 520,"Shop 1, 520 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,42,-37.8178115102102,144.95726308475002,Melbourne (CBD)
101204,2023,Kaneda Japanese Restaurant,"Shop 6, 194-200 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,27,-37.812419039991525,144.9672689638,Melbourne (CBD)
102269,2023,Gingerboy,27-29 Crossley Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,-37.81125195675,144.97093178592598,Melbourne (CBD)
103622,2023,Arlechin,"Tenancy 3-4, Ground 168 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,-37.8115160536,144.97073387008544,Melbourne (CBD)
105831,2023,Bamboo House,"Shop 1, 47-55 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,120,-37.81102403390212,144.9711096464,Melbourne (CBD)
105308,2023,Delhi Rocks,Gnd & Flr1 205 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,125,-37.8153887167,144.9549686385438,Melbourne (CBD)
105862,2023,Lim Kopi,"Shop 1-2, Ground 542-546 Little Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,-37.814798348249994,144.95639987149858,Melbourne (CBD)
104660,2023,Amigos Hardware Lane,Lower & Upper Ground 75-77 Hardware Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,44,-37.8131433917,144.96086666945575,Melbourne (CBD)
104666,2023,Grill Steak Seafood,Ground 66 Hardware Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,60,-37.81318179835,144.96116909357312,Melbourne (CBD)
105700,2023,Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,32,-37.81275160036885,144.96187567925,Melbourne (CBD)
105698,2023,Royal Stacks,Shop LG10 287 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,-37.81247035035,144.96392893701363,Melbourne (CBD)
101785,2023,Heyday Hong Kong Cafe,16 Celestial Avenue MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,16,-37.8118106014,144.9663715660603,Melbourne (CBD)
109390,2023,House of Correction,Level 4 264 Swanston Street MELBOURNE VIC 3000,4520,"Pubs, Taverns and Bars",Seats - Indoor,50,-37.81181061845,144.96514740335823,Melbourne (CBD)
103604,2023,Yang's Dumplings,Ground 229 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,49,-37.810583946600005,144.96952292792585,Melbourne (CBD)
