base_property_id,census_year,name,business_address,number_of_patrons,latitude,longitude,clue_area
107887,2023,Bobbie Peels,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,240,-37.8039544673,144.9559534402919,North Melbourne
109996,2023,Route 66 Bar & Grill,150-152 Wellington Parade EAST MELBOURNE VIC 3002,77,-37.81608712015,144.98483488015614,East Melbourne
110266,2023,Delaware North,Part MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,2800,-37.8200069278,144.9831879869999,East Melbourne
110326,2023,Soho Restaurant & Bar,Part Ground 4 Riverside Quay SOUTHBANK VIC 3006,200,-37.82092446995,144.96337409882022,Southbank
110477,2023,Jackpot Bar,"Shop 72, Ground 8 Whiteman Street SOUTHBANK VIC 3006",80,-37.8231615915,144.95833415319856,Southbank
110477,2023,Atrium Bar,"Shop 70, Ground 8 Whiteman Street SOUTHBANK VIC 3006",100,-37.8231615915,144.95833415319856,Southbank
110477,2023,Velvet Bar,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,200,-37.8231615915,144.95833415319856,Southbank
110484,2023,Pan Pacific Melbourne,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,60,-37.8254299844,144.95231929429832,Southbank
110988,2023,Plus 5,37 South Wharf Promenade SOUTH WHARF VIC 3006,90,-37.82411173505,144.9506146124694,Southbank
110988,2023,Munich Brau Haus,45 South Wharf Promenade SOUTH WHARF VIC 3006,1100,-37.82411173505,144.9506146124694,Southbank
593737,2023,Urban Alley Brewery,Shop G09 12 Star Circus DOCKLANDS VIC 3008,700,-37.8132875139,144.93799833512347,Docklands
103982,2023,The Flying Angel Club,717 Flinders Street DOCKLANDS VIC 3008,200,-37.82247270025,144.9513316597974,Docklands
617402,2023,Twang Brewing,21 Melrose Street NORTH MELBOURNE VIC 3051,60,-37.79501732002552,144.9414035519,North Melbourne
108967,2007,The Batman's Hill Hotel,66-70 Spencer Street MELBOURNE 3000,1500,-37.81942775489416,144.95475962673038,Melbourne (CBD)
109317,2014,The Oxford Scholar Hotel,427-433 Swanston Street MELBOURNE 3000,486,-37.8084449187,144.96297514475876,Melbourne (CBD)
110145,2021,Pho Melbourne,170 William Street MELBOURNE VIC 3000,50,-37.8149175538,144.9582198443308,Melbourne (CBD)
102099,2023,The Whisky Boutique / Ms Collins,Part Gnd & Mezzanine 425 Collins Street MELBOURNE VIC 3000,850,-37.8175282385,144.9606526789389,Melbourne (CBD)
101238,2023,Imperial Hotel,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,894,-37.81120076789737,144.9726756216,Melbourne (CBD)
