trading_name,business_address,num_patrons,longitude,latitude,clue_area,capacity_category,census_year
Cabinet Bar,11 Rainbow Alley MELBOURNE VIC 3000,90,144.96620165918984,-37.81417663385,Melbourne (CBD),Medium (50-149),2023
Lily Blacks,"Shop 3, 12-18 Meyers Place MELBOURNE VIC 3000",95,144.9724843766,-37.81225381732877,Melbourne (CBD),Medium (50-149),2023
Campari House,21-25 Hardware Lane MELBOURNE VIC 3000,326,144.96131410750897,-37.81409145355,Melbourne (CBD),Large (150+),2023
The European,Ground 161 Spring Street MELBOURNE VIC 3000,703,144.97242969410638,-37.81095112345,Melbourne (CBD),Large (150+),2023
Fad Gallery,Gnd & Flr1 14 Corrs Lane MELBOURNE VIC 3000,80,144.96843180726552,-37.8112296141,Melbourne (CBD),Medium (50-149),2023
Sao Bar & BBQ,"Shop A, 550 Lonsdale Street MELBOURNE VIC 3000",100,144.95600158025002,-37.81346261063083,Melbourne (CBD),Medium (50-149),2023
Baroq House,Gnd & Bmt 2 Drewery Place MELBOURNE VIC 3000,303,144.9639702580742,-37.81130312385,Melbourne (CBD),Large (150+),2023
Miscellania,Level 2 & Roof 401 Swanston Street MELBOURNE VIC 3000,290,144.96321775777238,-37.8090429901,Melbourne (CBD),Large (150+),2023
BRICK LANE SHED,Stall P1-3 Shed M Queen Victoria Market 50 Peel Street MELBOURNE VIC 3000,85,144.9576272223,-37.807832574221266,Melbourne (CBD),Medium (50-149),2023
ReWine,460 Queen Street MELBOURNE VIC 3000,38,144.9584857015114,-37.80786989635,Melbourne (CBD),Small (< 50),2023
Green Man's Arms,414-422 Lygon Street CARLTON VIC 3053,120,144.96781234675,-37.79694533648168,Carlton,Medium (50-149),2023
Al Dente Sapori,Part 161-163 Nicholson Street CARLTON VIC 3053,12,144.97480119085986,-37.79638866855,Carlton,Small (< 50),2023
The Last Jar,Royal Artillery Hotel 614-616 Elizabeth Street MELBOURNE VIC 3000,250,144.95890988876312,-37.8038839765,Carlton,Large (150+),2023
The Curtin,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,283,144.965698550926,-37.806199457999995,Carlton,Large (150+),2023
The Angry Dog,405-407 Spencer Street WEST MELBOURNE VIC 3003,200,144.9499485073871,-37.81089026235,West Melbourne (Residential),Large (150+),2023
The General Assembly,29 South Wharf Promenade SOUTH WHARF VIC 3006,625,144.9506146124694,-37.82411173505,Southbank,Large (150+),2023
44 Bar,42-44 Lonsdale Street MELBOURNE 3000,260,144.971074722117,-37.80914252179053,Melbourne (CBD),Large (150+),2002
Hotel Milan,186-190 Lygon Street CARLTON 3053,540,144.96693072583696,-37.80264148995404,Carlton,Large (150+),2006
Recorded Music Salon,Collins Street MELBOURNE 3000,110,144.97346124155,-37.81376862299815,Melbourne (CBD),Medium (50-149),2010
Vibe Savoy Hotel Melbourne,626-636 Spencer Street MELBOURNE 3000,40,144.95392973346546,-37.81777222815,Melbourne (CBD),Small (< 50),2012
The Joint Bar,Level 1-2 35 Elizabeth Street MELBOURNE VIC 3000,329,144.96433442319747,-37.81742176045,Melbourne (CBD),Large (150+),2023
Jack & Bones,Basement 107 Flinders Lane MELBOURNE VIC 3000,230,144.970834384,-37.815606546589706,Melbourne (CBD),Large (150+),2023
Dessous,Basement 164 Flinders Lane MELBOURNE VIC 3000,161,144.96876152725,-37.81545151804356,Melbourne (CBD),Large (150+),2023
Bar Americano,20 Presgrave Place MELBOURNE VIC 3000,10,144.9656017104,-37.814831977068074,Melbourne (CBD),Small (< 50),2023
Handpicked Urban Cellar Door Melbourne,8 Benson Walk MELBOURNE VIC 3000,353,144.9706863215771,-37.81363930815,Melbourne (CBD),Large (150+),2023
V Wine Salon,Part Rear Ground & Part Ground 673 Bourke Street MELBOURNE VIC 3000,70,144.9541002451,-37.8172183934914,Melbourne (CBD),Medium (50-149),2023
CitiClub On Queen Hotel,"Pt Gnd & Lvl 1, Level 2-7 113 Queen Street MELBOURNE VIC 3000",940,144.96063602022025,-37.81581228435,Melbourne (CBD),Large (150+),2023
DaHa Bar Lounge & Club,Level 15 123 Queen Street MELBOURNE VIC 3000,200,144.96063602022025,-37.81581228435,Melbourne (CBD),Large (150+),2023
The Turf Accountants,"Unit 1, LwrGround 131 Queen Street MELBOURNE VIC 3000",527,144.96053353722417,-37.8154953739,Melbourne (CBD),Large (150+),2023
Bodega Underground,"Shop 2, 47-55 Little Bourke Street MELBOURNE VIC 3000",60,144.9711096464,-37.81102403390212,Melbourne (CBD),Medium (50-149),2023
The Melbourne Mens Gallery,597-603 Lonsdale Street MELBOURNE VIC 3000,675,144.95449168755,-37.814945781196954,Melbourne (CBD),Large (150+),2023
Denmark House,"Suite 301, Level 3 428 Little Bourke Street MELBOURNE VIC 3000",100,144.95972661730002,-37.813924256243226,Melbourne (CBD),Medium (50-149),2023
Ferdydurke,Level 1-2 239 Lonsdale Street MELBOURNE VIC 3000,100,144.96537788535,-37.81159432758615,Melbourne (CBD),Medium (50-149),2023
Idarts Hive,243 Little Lonsdale Street MELBOURNE VIC 3000,100,144.965725053002,-37.81067861705,Melbourne (CBD),Medium (50-149),2023
Melbourne Whisky Room,Level 1 270A Russell Street MELBOURNE VIC 3000,50,144.96716401209824,-37.81011057515,Melbourne (CBD),Medium (50-149),2023
Little Lon Distilling Co,17 Casselden Place MELBOURNE VIC 3000,30,144.97072895345,-37.809196151079576,Melbourne (CBD),Small (< 50),2023
Her Bar,"Ground & Part Level 2, 268-270 Lonsdale Street, MELBOURNE VIC 3000",40,144.96414510925,-37.81148566819091,Melbourne (CBD),Small (< 50),2023
Pearson And Murphy's Cafe,"Part Building 1, Ground 124 La Trobe Street MELBOURNE VIC 3000",156,144.96458869234556,-37.80821791505,Melbourne (CBD),Large (150+),2023
the Prince Alfred Rooftop and Bar,Prince Alfred Hotel 191-197 Grattan Street CARLTON VIC 3053,492,144.96220861044998,-37.80045758588996,Carlton,Large (150+),2023
Players On Lygon,Ground 200 Lygon Street CARLTON VIC 3053,200,144.9670957081052,-37.8024641156,Carlton,Large (150+),2023
Vodka Temple,160-162 Lygon Street CARLTON VIC 3053,195,144.96677026349136,-37.803441274449995,Carlton,Large (150+),2023
Lord Lygon Wine Shop & Bar,Part Ground 66 Lygon Street CARLTON VIC 3053,80,144.9665746353691,-37.80530314955,Carlton,Medium (50-149),2023
Common Rooms At Trades Hall,Part Ground 54 Victoria Street CARLTON VIC 3053,174,144.96641240315,-37.806440108077425,Carlton,Large (150+),2023
McMahons Hotel,McMahon's Hotel 573-579 Spencer Street WEST MELBOURNE VIC 3003,160,144.94698888542996,-37.80740715385,West Melbourne (Residential),Large (150+),2023
Novotel Melbourne South Wharf,Novotel Melbourne South Wharf Hotel 7 Convention Centre Place SOUTH WHARF VIC 3006,50,144.95231929429832,-37.8254299844,Southbank,Medium (50-149),2023
Mesh,Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006,250,144.96001926803643,-37.8239807098,Southbank,Large (150+),2023
Bar Nacional,"Tenancy 47, Ground 727 Collins Street DOCKLANDS VIC 3008",75,144.95011811002945,-37.820702787550005,Docklands,Medium (50-149),2023
Igloo Cafe & St Moritz Bar,Part Ground & Pt Mezzanine 1 105 Pearl River Road DOCKLANDS VIC 3008,100,144.9356314462,-37.81213814697328,Docklands,Medium (50-149),2023
The Melbourne RSL,27-0 Windsor Place MELBOURNE 3000,240,144.97249159363227,-37.81194668805,Melbourne (CBD),Large (150+),2012
Stork Hotel,502-504 Elizabeth Street MELBOURNE 3000,180,144.9602753362627,-37.80718226960321,Melbourne (CBD),Large (150+),2007
Manchester Lane,36 Manchester Lane MELBOURNE 3000,250,144.9661997631,-37.816421623052754,Melbourne (CBD),Large (150+),2008
Bertha Brown,"Ground , 562-564 Flinders Street MELBOURNE 3000",270,144.95563480894998,-37.820595115918415,Melbourne (CBD),Large (150+),2012
Pensione Hotel Melbourne,10-22 Spencer Street MELBOURNE 3000,50,144.9552446783497,-37.8205093017,Melbourne (CBD),Medium (50-149),2012
The Apartment Restaurant Club Lounge,"LwrGround , 405 Little Bourke Street MELBOURNE 3000",250,144.9610341175,-37.814032806001194,Melbourne (CBD),Large (150+),2017
Escape City,"Level 1, 217 Russell Street MELBOURNE 3000",100,144.96723626336993,-37.81156147555,Melbourne (CBD),Medium (50-149),2017
Papa Goose / Mary Fortune Cocktail Bar,91 Flinders Lane MELBOURNE 3000,440,144.97121779675,-37.81541282961696,Melbourne (CBD),Large (150+),2018
Alchemist's Refuge,"Basement , 324-328 Little Lonsdale Street MELBOURNE 3000",60,144.9599405236,-37.8116745095178,Melbourne (CBD),Medium (50-149),2019
The Mill House Bar,"Unit 1, Basement 277 Flinders Lane MELBOURNE VIC 3000",400,144.96529756195,-37.81724060801719,Melbourne (CBD),Large (150+),2021
Harley House,Basement 71 Collins Street MELBOURNE VIC 3000,210,144.97134923095,-37.81434422060704,Melbourne (CBD),Large (150+),2021
Urban Central Accommodation,Pt Ground & Levels 1-5 334-342 City Road SOUTHBANK VIC 3006,290,144.9573512903071,-37.8278377219,Southbank,Large (150+),2022
Bond Bar,Ground 20-24 Bond Street MELBOURNE VIC 3000,500,144.9630578698032,-37.81814585805,Melbourne (CBD),Large (150+),2023
Civico 23,23 Bank Place MELBOURNE VIC 3000,80,144.96009729851846,-37.816395712,Melbourne (CBD),Medium (50-149),2023
Comedy Republic,Level 1-2 231 Bourke Street MELBOURNE VIC 3000,150,144.9668412273,-37.81343594634778,Melbourne (CBD),Large (150+),2023
Gin Palace,10 Russell Place MELBOURNE VIC 3000,150,144.9675811687,-37.81390744936704,Melbourne (CBD),Large (150+),2023
The Crafty Squire,115-127 Russell Street MELBOURNE VIC 3000,414,144.96815337114998,-37.81368233014109,Melbourne (CBD),Large (150+),2023
Bar Ampere,16 Russell Place MELBOURNE VIC 3000,60,144.9674365318,-37.813539026856645,Melbourne (CBD),Medium (50-149),2023
Magic Mountain Saloon,62-66 Little Collins Street MELBOURNE VIC 3000,285,144.971441857,-37.81280974337804,Melbourne (CBD),Large (150+),2023
Sky Lounge KTV,Level 1 163-165 Russell Street MELBOURNE VIC 3000,300,144.9676472887188,-37.8124662829,Melbourne (CBD),Large (150+),2023
Juliet Melbourne,Basement 37-41 Little Bourke Street MELBOURNE VIC 3000,100,144.97150588717997,-37.810836007199995,Melbourne (CBD),Medium (50-149),2023
Shanghai Club,"Unit 1, Ground 242 Little Bourke Street MELBOURNE VIC 3000",209,144.96558664045,-37.81209405621503,Melbourne (CBD),Large (150+),2023
Caretakers Cottage,Ground Sexton's Cottage Wesley Uniting Church 139-141 Little Lonsdale Street MELBOURNE VIC 3000,50,144.96817418196383,-37.80994367235,Melbourne (CBD),Medium (50-149),2023
B Lucky and Sons,"Shop 307, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",200,144.96283887063584,-37.8109017475,Melbourne (CBD),Large (150+),2023
Diesel Bar,202 Little Lonsdale Street MELBOURNE VIC 3000,375,144.96283887063584,-37.8109017475,Melbourne (CBD),Large (150+),2023
Melbourne Central Lion Hotel,"Shop 303, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",550,144.96283887063584,-37.8109017475,Melbourne (CBD),Large (150+),2023
Her Rooftop,Level 4 270 Lonsdale Street MELBOURNE VIC 3000,120,144.96414510925,-37.81148566819091,Melbourne (CBD),Medium (50-149),2023
Karaoke Box Hit Studio,52 La Trobe Street MELBOURNE VIC 3000,300,144.96724634790002,-37.80828526461921,Melbourne (CBD),Large (150+),2023
Pachanga,Part Ground 380 Russell Street MELBOURNE VIC 3000,170,144.96610530439278,-37.80749393235,Melbourne (CBD),Large (150+),2023
Hotel Lincoln,Lincoln Hotel 91 Cardigan Street CARLTON VIC 3053,154,144.96450570186147,-37.8044853162,Carlton,Large (150+),2023
Prudence Bar,368 Victoria Street NORTH MELBOURNE VIC 3051,80,144.95405415829998,-37.80543435891152,North Melbourne,Medium (50-149),2023
Henry Street Brewhouse,"Unit 5, 38 Barrett Street KENSINGTON VIC 3031",75,144.93431731836228,-37.7981034066,Kensington,Medium (50-149),2023
Tessie Pearl Hotel,Shop TG05 31 Dukes Walk SOUTH WHARF VIC 3006,150,144.95231929429832,-37.8254299844,Southbank,Large (150+),2023
The Green Room,262 City Road SOUTHBANK VIC 3006,100,144.95949664282836,-37.8259159307,Southbank,Medium (50-149),2023
Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,245,144.98169999186757,-37.83431689295,South Yarra,Large (150+),2023
Melbourne Stadiums Limited,Marvel Stadium 740 Bourke Street DOCKLANDS VIC 3008,5000,144.94756023478496,-37.8167419748,Docklands,Large (150+),2023
North Melbourne Football Club Social Club,33 Arden Street NORTH MELBOURNE 3051,210,144.9413101818877,-37.79888820561025,North Melbourne,Large (150+),2004
The Bliss Lounge,"Basement , 11 Queen Street MELBOURNE 3000",210,144.9619565192058,-37.81862081553311,Melbourne (CBD),Large (150+),2007
Bass Lounge,"Suite 12, Basement , 108 Bourke Street MELBOURNE 3000",350,144.96976088525,-37.811726796048845,Melbourne (CBD),Large (150+),2010
Royal Park Hotel/Pub,399-405 Queensberry Street NORTH MELBOURNE 3051,114,144.95431461865493,-37.80378744545,North Melbourne,Medium (50-149),2011
Naughtons Hotel,43-49 Royal Parade PARKVILLE 3052,350,144.95753197405145,-37.79554428575,Parkville,Large (150+),2011
Story,"Level 1, 133 Queens Bridge Street SOUTHBANK 3006",120,144.96050441636524,-37.82526180655,Southbank,Medium (50-149),2012
Railway Hotel,118-126 Ireland Street WEST MELBOURNE 3003,241,144.94210293192347,-37.80607291495,West Melbourne (Residential),Large (150+),2013
Jawa Bar,297 Victoria Street WEST MELBOURNE 3003,40,144.95137608599526,-37.80564242105,West Melbourne (Residential),Small (< 50),2015
State of Grace,"Part Ground , 477 Collins Street MELBOURNE 3000",200,144.95855671707193,-37.81841762805868,Melbourne (CBD),Large (150+),2016
Sebel Melbourne - Flinders Lane,321 Flinders Lane MELBOURNE 3000,60,144.96375568035,-37.81773165451008,Melbourne (CBD),Medium (50-149),2017
Horse Bazaar,"Ground , 397 Little Lonsdale Street MELBOURNE 3000",158,144.9602499735,-37.81190053745877,Melbourne (CBD),Large (150+),2019
Ubar,8 Spencer Street MELBOURNE VIC 3000,128,144.95533640614002,-37.82071127185,Melbourne (CBD),Medium (50-149),2021
Mrs Parma's,19 Little Bourke Street MELBOURNE VIC 3000,300,144.97199016960002,-37.810742859904565,Melbourne (CBD),Large (150+),2021
Bar Humbug,586 Little Bourke Street MELBOURNE VIC 3000,30,144.9549686385438,-37.8153887167,Melbourne (CBD),Small (< 50),2021
Hotel Animal,204-208 King Street MELBOURNE VIC 3000,158,144.95548344509194,-37.815211851300006,Melbourne (CBD),Large (150+),2021
True Colour Lounge,Part Level 1 128-130 Little Bourke Street MELBOURNE VIC 3000,170,144.96851480934998,-37.810927165145536,Melbourne (CBD),Large (150+),2021
Icebar Melbourne,"Tenancy 15, Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",166,144.96994164279243,-37.817777826050005,Melbourne (CBD),Large (150+),2023
The Q,Restaurant 509 Flinders Lane MELBOURNE VIC 3000,150,144.9568890728645,-37.81962534015,Melbourne (CBD),Large (150+),2023
Insignia On Flinders,502-504 Flinders Street MELBOURNE VIC 3000,200,144.95765644665,-37.82005688946613,Melbourne (CBD),Large (150+),2023
RU-CO,Part UprGround 121-131 Collins Street MELBOURNE VIC 3000,400,144.96980796645528,-37.81511565165,Melbourne (CBD),Large (150+),2023
QT Melbourne,"Basement , Gnd & Level 1-8 & 11 133 Russell Street MELBOURNE VIC 3000",885,144.96783665800314,-37.81342912795,Melbourne (CBD),Large (150+),2023
Bouvardia Melbourne,Level 2 169 Bourke Street MELBOURNE VIC 3000,150,144.9685634125,-37.812947112085325,Melbourne (CBD),Large (150+),2023
Spleen Central,41 Bourke Street MELBOURNE VIC 3000,100,144.9720476845,-37.81193513767982,Melbourne (CBD),Medium (50-149),2023
Good Heavens,Level 2 79 Bourke Street MELBOURNE VIC 3000,400,144.97103973560002,-37.81218018337256,Melbourne (CBD),Large (150+),2023
Stars KTV & Lounge,Level 1-4 184-186 Bourke Street MELBOURNE VIC 3000,200,144.96768897975,-37.81267570088254,Melbourne (CBD),Large (150+),2023
The Mill,Ground 67 Hardware Lane MELBOURNE VIC 3000,119,144.96090810025532,-37.8132346375,Melbourne (CBD),Medium (50-149),2023
Boilermaker House,209-211 Lonsdale Street MELBOURNE VIC 3000,180,144.96626025195002,-37.81143143651185,Melbourne (CBD),Large (150+),2023
Mesa Verde,"Unit S13, Level 6 252 Swanston Street MELBOURNE VIC 3000",175,144.965271426409,-37.81199286335,Melbourne (CBD),Large (150+),2023
Berlin Bar / House of Maximon,Level 1 16-20 Corrs Lane MELBOURNE VIC 3000,300,144.96838532430027,-37.811129317600006,Melbourne (CBD),Large (150+),2023
Bomba Tapas Bar and Rooftop,Ground & Rooftop 103 Lonsdale Street MELBOURNE VIC 3000,145,144.96925328869995,-37.81049413885108,Melbourne (CBD),Medium (50-149),2023
LONGSONG,Level 1 40-44 Little Bourke Street MELBOURNE VIC 3000,260,144.9711821656,-37.81059080656873,Melbourne (CBD),Large (150+),2023
La La Land,Level 1 391 Little Lonsdale Street MELBOURNE VIC 3000,175,144.9603413046,-37.811874044517,Melbourne (CBD),Large (150+),2023
Party World Karaoke Bar,"Shop 301, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",430,144.96283887063584,-37.8109017475,Melbourne (CBD),Large (150+),2023
Mui Karaoke,Level 2 258 Lonsdale Street MELBOURNE VIC 3000,243,144.9643588506305,-37.81143183285,Melbourne (CBD),Large (150+),2023
Troika Bar,Ground 106 Little Lonsdale Street MELBOURNE VIC 3000,60,144.96858968255,-37.80915143474398,Melbourne (CBD),Medium (50-149),2023
Workshop,Level 1 413-417 Elizabeth Street MELBOURNE VIC 3000,230,144.9605217744215,-37.80918733525,Melbourne (CBD),Large (150+),2023
Johnny's Green Room,Rooftop 293 Lygon Street CARLTON VIC 3053,200,144.96704168875,-37.79838895068619,Carlton,Large (150+),2023
Wolf's Lair,Rear 331-335 Lygon Street CARLTON VIC 3053,80,144.96717190181073,-37.79751105955,Carlton,Medium (50-149),2023
The Balcony Shisha Bar,Level 1 143-145 Lygon Street CARLTON VIC 3053,119,144.96609762915,-37.80378400705,Carlton,Medium (50-149),2023
Joe Taylor,7 Errol Street NORTH MELBOURNE VIC 3051,30,144.94901387796543,-37.8047971288,North Melbourne,Small (< 50),2023
