sensor_name,sensing_date,year,month,day_of_week,hour,total,is_weekend,latitude,longitude
Lon189_T,2025-08-06,2025,8,Wednesday,6,44,FALSE,-37.8112185,144.96656806
LtB170_T,2025-05-25,2025,5,Sunday,19,876,TRUE,-37.81172914,144.9682466
BirArt1109_T,2025-05-10,2025,5,Saturday,22,21,TRUE,-37.81851276,144.97131336
SprFli_T,2025-07-18,2025,7,Friday,20,25,FALSE,-37.81515276,144.97467661
UM1_T,2025-08-11,2025,8,Monday,9,397,FALSE,-37.80008566,144.96386412
UM2_T,2025-09-22,2025,9,Monday,9,235,FALSE,-37.79844526,144.96411782
Fli114C_T,2025-09-27,2025,9,Saturday,4,2,TRUE,-37.81632783,144.97090512
Swa123_T,2025-08-09,2025,8,Saturday,4,81,TRUE,-37.81487988,144.9660878
HarEsP_T,2025-06-18,2025,6,Wednesday,4,3,FALSE,-37.81441438,144.94433026
UM1_T,2025-08-28,2025,8,Thursday,2,10,FALSE,-37.80008566,144.96386412
RMIT_T,2025-09-08,2025,9,Monday,13,2546,FALSE,-37.80825648,144.96304859
RMIT_T,2025-04-28,2025,4,Monday,15,1712,FALSE,-37.80825648,144.96304859
280Will_T,2025-10-02,2025,10,Thursday,12,378,FALSE,-37.81246271,144.95690188
UM3_T,2025-05-30,2025,5,Friday,2,3,FALSE,-37.79698741,144.96441306
Eli197_T,2025-09-10,2025,9,Wednesday,0,81,FALSE,-37.81374643,144.96276183
Pow61_T,2025-09-20,2025,9,Saturday,9,83,TRUE,-37.82392385,144.96299677
Eli489_T,2025-05-27,2025,5,Tuesday,18,428,FALSE,-37.80740397,144.95987909
Lat526_T,2025-04-26,2025,4,Saturday,16,114,TRUE,-37.81304149,144.95155955
FLDegS_T,2025-04-18,2025,4,Friday,11,910,FALSE,-37.81688755,144.96562569
FLDegN_T,2025-08-12,2025,8,Tuesday,4,3,FALSE,-37.8168479,144.96559789
Col12_T,2025-05-02,2025,5,Friday,9,597,FALSE,-37.81344862,144.97305353
Bou231_T,2025-05-18,2025,5,Sunday,21,115,TRUE,-37.81333081,144.96675571
WatCit_T,2025-10-06,2025,10,Monday,19,186,FALSE,-37.81564989,144.93970694
Lon364_T,2025-09-16,2025,9,Tuesday,2,4,FALSE,-37.81234775,144.96153311
Vic_T,2025-06-14,2025,6,Saturday,5,18,TRUE,-37.80606888,144.95644692
RMIT_T,2025-06-24,2025,6,Tuesday,8,696,FALSE,-37.80825648,144.96304859
BirBridge_T,2025-09-28,2025,9,Sunday,8,1,TRUE,-37.81757416,144.97329934
Eli197_T,2025-07-23,2025,7,Wednesday,21,766,FALSE,-37.81374643,144.96276183
Bou231_T,2025-09-28,2025,9,Sunday,12,722,TRUE,-37.81333081,144.96675571
KenMac_T,2025-08-20,2025,8,Wednesday,17,122,FALSE,-37.79453803,144.93036194
Vic_T,2025-07-01,2025,7,Tuesday,8,158,FALSE,-37.80606888,144.95644692
Fra118_T,2025-06-26,2025,6,Thursday,1,6,FALSE,-37.80841815,144.95906316
Bou892T,2025-08-18,2025,8,Monday,5,2,FALSE,-37.8204637,144.94126826
LtB210_T,2025-05-09,2025,5,Friday,0,166,FALSE,-37.81237202,144.96550671
QVN_T,2025-05-28,2025,5,Wednesday,5,41,FALSE,-37.81057846,144.96444294
FliS_T,2025-09-05,2025,9,Friday,11,1118,FALSE,-37.81911705,144.96558255
ElFi_T,2025-07-18,2025,7,Friday,19,2000,FALSE,-37.81798049,144.96503383
AlfPl_T,2025-06-11,2025,6,Wednesday,7,31,FALSE,-37.81379749,144.96995745
VAC_T,2025-05-16,2025,5,Friday,6,289,FALSE,-37.82129925,144.96879309
280Will_T,2025-05-07,2025,5,Wednesday,21,132,FALSE,-37.81246271,144.95690188
Eli124_T,2025-07-10,2025,7,Thursday,8,719,FALSE,-37.81512416,144.96371988
Spencer_T,2025-05-13,2025,5,Tuesday,0,43,FALSE,-37.821728,144.95557015
WatCit_T,2025-06-28,2025,6,Saturday,20,194,TRUE,-37.81564989,144.93970694
Boyd2837_T,2025-05-16,2025,5,Friday,12,149,FALSE,-37.82590962,144.96185972
280Will_T,2025-05-19,2025,5,Monday,8,327,FALSE,-37.81246271,144.95690188
488Mac_T,2025-09-09,2025,9,Tuesday,18,145,FALSE,-37.79432415,144.92973378
Col15_T,2025-07-17,2025,7,Thursday,0,8,FALSE,-37.81362543,144.97323591
FLDegN_T,2025-08-07,2025,8,Thursday,6,19,FALSE,-37.8168479,144.96559789
SouthB_T,2025-08-30,2025,8,Saturday,22,1128,TRUE,-37.82018685,144.96508508
Vic_T,2025-07-14,2025,7,Monday,8,124,FALSE,-37.80606888,144.95644692
474Fl_T,2025-06-09,2025,6,Monday,6,21,FALSE,-37.81997273,144.95834911
BouHbr2353_T,2025-05-14,2025,5,Wednesday,21,4,FALSE,-37.81894815,144.94612292
Eli250_T,2025-08-18,2025,8,Monday,18,1555,FALSE,-37.81258467,144.9625775
WebBN_T,2025-09-21,2025,9,Sunday,15,413,TRUE,-37.82293543,144.9471751
Swa31,2025-07-30,2025,7,Wednesday,16,3095,FALSE,-37.81668634,144.96689733
SanBri_T,2025-05-01,2025,5,Thursday,21,313,FALSE,-37.82011242,144.96291897
Que85_T,2025-07-27,2025,7,Sunday,7,41,TRUE,-37.81652527,144.96121062
UM2_T,2025-10-12,2025,10,Sunday,1,12,TRUE,-37.79844526,144.96411782
Swa148_T,2025-10-02,2025,10,Thursday,13,1602,FALSE,-37.81414075,144.96609379
PriNW_T,2025-09-28,2025,9,Sunday,19,1852,TRUE,-37.81874249,144.96787656
Eli124_T,2025-08-01,2025,8,Friday,21,973,FALSE,-37.81512416,144.96371988
LatWill_T,2025-06-19,2025,6,Thursday,5,21,FALSE,-37.81193681,144.95621105
574Qub_T,2025-09-10,2025,9,Wednesday,16,119,FALSE,-37.80309992,144.94908064
SouthB_T,2025-10-07,2025,10,Tuesday,20,1128,FALSE,-37.82018685,144.96508508
Lon189_T,2025-08-23,2025,8,Saturday,6,59,TRUE,-37.8112185,144.96656806
LtB170_T,2025-05-18,2025,5,Sunday,9,122,TRUE,-37.81172914,144.9682466
Mac330_T,2025-09-11,2025,9,Thursday,16,104,FALSE,-37.79497059,144.93530329
474Fl_T,2025-08-11,2025,8,Monday,4,8,FALSE,-37.81997273,144.95834911
BouHbr2353_T,2025-05-17,2025,5,Saturday,19,10,TRUE,-37.81894815,144.94612292
Hammer1584_T,2025-06-09,2025,6,Monday,16,662,FALSE,-37.81970749,144.96795734
FliS_T,2025-05-06,2025,5,Tuesday,19,1294,FALSE,-37.81911705,144.96558255
WebBN_T,2025-04-19,2025,4,Saturday,14,496,TRUE,-37.82293543,144.9471751
SprFli_T,2025-09-27,2025,9,Saturday,21,39,TRUE,-37.81515276,144.97467661
Swa31,2025-05-02,2025,5,Friday,12,2860,FALSE,-37.81668634,144.96689733
HarEsB_T,2025-09-23,2025,9,Tuesday,15,107,FALSE,-37.81471642,144.9446508
RMIT_T,2025-05-25,2025,5,Sunday,13,683,TRUE,-37.80825648,144.96304859
SanBri_T,2025-09-23,2025,9,Tuesday,3,5,FALSE,-37.82011242,144.96291897
VAC_T,2025-06-09,2025,6,Monday,13,1682,FALSE,-37.82129925,144.96879309
UM2_T,2025-10-03,2025,10,Friday,19,90,FALSE,-37.79844526,144.96411782
Swa148_T,2025-06-06,2025,6,Friday,21,722,FALSE,-37.81414075,144.96609379
Bourke155_T,2025-09-16,2025,9,Tuesday,13,836,FALSE,-37.81267313,144.96788288
261Will_T,2025-07-11,2025,7,Friday,11,486,FALSE,-37.81295822,144.95678789
574Qub_T,2025-05-18,2025,5,Sunday,13,119,TRUE,-37.80309992,144.94908064
BouHbr_T,2025-07-02,2025,7,Wednesday,6,27,FALSE,-37.81876474,144.94710545
NewQ_T,2025-09-14,2025,9,Sunday,19,156,TRUE,-37.81457988,144.94292398
Bou688_T,2025-07-26,2025,7,Saturday,16,1125,TRUE,-37.81686075,144.95358075
SouthB_T,2025-08-16,2025,8,Saturday,14,2837,TRUE,-37.82018685,144.96508508
FliSS_T,2025-09-07,2025,9,Sunday,16,792,TRUE,-37.81794046,144.96616678
Bou892T,2025-05-04,2025,5,Sunday,11,63,TRUE,-37.8204637,144.94126826
Bou892T,2025-10-07,2025,10,Tuesday,3,1,FALSE,-37.8204637,144.94126826
BirArt1109_T,2025-06-21,2025,6,Saturday,17,227,TRUE,-37.81851276,144.97131336
BirArt1109_T,2025-08-15,2025,8,Friday,9,169,FALSE,-37.81851276,144.97131336
LatWill_T,2025-08-08,2025,8,Friday,3,4,FALSE,-37.81193681,144.95621105
Errol20_T,2025-06-10,2025,6,Tuesday,19,243,FALSE,-37.80456984,144.94946228
VAC_T,2025-06-29,2025,6,Sunday,0,83,TRUE,-37.82129925,144.96879309
Lon189_T,2025-04-23,2025,4,Wednesday,4,21,FALSE,-37.8112185,144.96656806
Fra118_T,2025-06-16,2025,6,Monday,0,27,FALSE,-37.80841815,144.95906316
FliSS_T,2025-09-02,2025,9,Tuesday,14,692,FALSE,-37.81794046,144.96616678
MCEC_T,2025-04-27,2025,4,Sunday,1,60,TRUE,-37.82401776,144.95604426
MCEC_T,2025-07-14,2025,7,Monday,17,1240,FALSE,-37.82401776,144.95604426
Hammer1584_T,2025-09-03,2025,9,Wednesday,7,596,FALSE,-37.81970749,144.96795734
Mac330_T,2025-09-24,2025,9,Wednesday,9,68,FALSE,-37.79497059,144.93530329
LtB210_T,2025-05-02,2025,5,Friday,1,116,FALSE,-37.81237202,144.96550671
LtB210_T,2025-05-22,2025,5,Thursday,0,105,FALSE,-37.81237202,144.96550671
QVN_T,2025-09-26,2025,9,Friday,17,2617,FALSE,-37.81057846,144.96444294
FliS_T,2025-09-08,2025,9,Monday,10,837,FALSE,-37.81911705,144.96558255
ElFi_T,2025-08-11,2025,8,Monday,11,1362,FALSE,-37.81798049,144.96503383
Eli250_T,2025-04-17,2025,4,Thursday,18,2043,FALSE,-37.81258467,144.9625775
PriNW_T,2025-10-05,2025,10,Sunday,18,1443,TRUE,-37.81874249,144.96787656
Swa148_T,2025-06-25,2025,6,Wednesday,4,12,FALSE,-37.81414075,144.96609379
Spen229_T,2025-06-23,2025,6,Monday,21,452,FALSE,-37.81531435,144.95227769
261Will_T,2025-04-17,2025,4,Thursday,23,179,FALSE,-37.81295822,144.95678789
261Will_T,2025-07-04,2025,7,Friday,9,1024,FALSE,-37.81295822,144.95678789
RMIT14_T,2025-10-03,2025,10,Friday,19,811,FALSE,-37.80767455,144.96309114
Spen484_T,2025-07-15,2025,7,Tuesday,15,112,FALSE,-37.80896733,144.94931703
Bou231_T,2025-08-01,2025,8,Friday,20,383,FALSE,-37.81333081,144.96675571
Bou292_T,2025-10-05,2025,10,Sunday,11,1703,TRUE,-37.81349441,144.96515323
Lon364_T,2025-05-04,2025,5,Sunday,21,446,TRUE,-37.81234775,144.96153311
WatCit_T,2025-07-25,2025,7,Friday,2,10,FALSE,-37.81564989,144.93970694
Col254_T,2025-09-09,2025,9,Tuesday,16,909,FALSE,-37.81564191,144.965499
Col700_T,2025-07-04,2025,7,Friday,11,439,FALSE,-37.81982992,144.95102555
Col700_T,2025-07-10,2025,7,Thursday,8,2723,FALSE,-37.81982992,144.95102555
474Fl_T,2025-04-24,2025,4,Thursday,23,234,FALSE,-37.81997273,144.95834911
Lat526_T,2025-07-02,2025,7,Wednesday,9,121,FALSE,-37.813005,144.95160411
FLDegC_T,2025-09-23,2025,9,Tuesday,4,3,FALSE,-37.81687226,144.96559144
VAC_T,2025-06-22,2025,6,Sunday,5,24,TRUE,-37.82129925,144.96879309
PriNW_T,2025-08-13,2025,8,Wednesday,0,78,FALSE,-37.81874249,144.96787656
PriNW_T,2025-09-18,2025,9,Thursday,18,2640,FALSE,-37.81874249,144.96787656
261Will_T,2025-06-24,2025,6,Tuesday,22,134,FALSE,-37.81295822,144.95678789
RMIT14_T,2025-04-25,2025,4,Friday,22,229,FALSE,-37.80767455,144.96309114
UM3_T,2025-07-09,2025,7,Wednesday,17,160,FALSE,-37.79698741,144.96441306
Spencer_T,2025-08-20,2025,8,Wednesday,1,47,FALSE,-37.821728,144.95557015
King2_T,2025-05-27,2025,5,Tuesday,22,98,FALSE,-37.82009057,144.95758725
Spencer_T,2025-04-21,2025,4,Monday,1,86,FALSE,-37.821728,144.95557015
Col15_T,2025-05-24,2025,5,Saturday,20,233,TRUE,-37.81362543,144.97323591
Lat224_T,2025-10-04,2025,10,Saturday,16,596,TRUE,-37.80996494,144.96216521
Bou231_T,2025-05-29,2025,5,Thursday,16,728,FALSE,-37.81333081,144.96675571
NewQ_T,2025-07-15,2025,7,Tuesday,15,280,FALSE,-37.81457988,144.94292398
Bou688_T,2025-04-17,2025,4,Thursday,13,1368,FALSE,-37.81686075,144.95358075
Errol20_T,2025-07-02,2025,7,Wednesday,4,1,FALSE,-37.80456984,144.94946228
Swa607_T,2025-07-12,2025,7,Saturday,21,187,TRUE,-37.804024,144.96308399
261Will_T,2025-05-28,2025,5,Wednesday,14,667,FALSE,-37.81295822,144.95678789
280Will_T,2025-04-30,2025,4,Wednesday,22,100,FALSE,-37.81246271,144.95690188
280Will_T,2025-07-02,2025,7,Wednesday,16,122,FALSE,-37.81246271,144.95690188
Errol23_T,2025-04-19,2025,4,Saturday,14,176,TRUE,-37.80454949,144.94921863
Boyd2837_T,2025-07-21,2025,7,Monday,11,108,FALSE,-37.82590962,144.96185972
574Qub_T,2025-07-08,2025,7,Tuesday,13,108,FALSE,-37.80309992,144.94908064
574Qub_T,2025-08-29,2025,8,Friday,22,10,FALSE,-37.80309992,144.94908064
ACMI_T,2025-05-04,2025,5,Sunday,20,144,TRUE,-37.81726338,144.96872809
FliSS_T,2025-07-08,2025,7,Tuesday,4,25,FALSE,-37.81794046,144.96616678
Fra118_T,2025-05-06,2025,5,Tuesday,1,14,FALSE,-37.80841815,144.95906316
QVMQ_T,2025-09-20,2025,9,Saturday,19,241,TRUE,-37.80631581,144.95866697
UM2_T,2025-08-29,2025,8,Friday,3,4,FALSE,-37.79844526,144.96411782
Spen484_T,2025-05-29,2025,5,Thursday,15,67,FALSE,-37.80896733,144.94931703
Errol23_T,2025-08-16,2025,8,Saturday,14,258,TRUE,-37.80454949,144.94921863
Spen475_T,2025-07-03,2025,7,Thursday,21,30,FALSE,-37.80953359,144.94939004
Spen484_T,2025-06-10,2025,6,Tuesday,17,102,FALSE,-37.80896733,144.94931703
King163_T,2025-09-19,2025,9,Friday,20,603,FALSE,-37.81627451,144.95550503
King2_T,2025-10-10,2025,10,Friday,22,282,FALSE,-37.82009057,144.95758725
Bou292_T,2025-05-30,2025,5,Friday,19,1589,FALSE,-37.81349441,144.96515323
Col12_T,2025-06-04,2025,6,Wednesday,18,138,FALSE,-37.81344862,144.97305353
Bou231_T,2025-06-12,2025,6,Thursday,11,670,FALSE,-37.81333081,144.96675571
574Qub_T,2025-07-11,2025,7,Friday,23,19,FALSE,-37.80309992,144.94908064
Lat526_T,2025-05-24,2025,5,Saturday,7,35,TRUE,-37.813005,144.95160411
QVN_T,2025-07-09,2025,7,Wednesday,10,963,FALSE,-37.81057846,144.96444294
FLDegC_T,2025-04-22,2025,4,Tuesday,6,24,FALSE,-37.81687226,144.96559144
ElFi_T,2025-06-26,2025,6,Thursday,6,349,FALSE,-37.81798049,144.96503383
UM1_T,2025-08-08,2025,8,Friday,11,652,FALSE,-37.80008566,144.96386412
HarEsB_T,2025-08-07,2025,8,Thursday,19,17,FALSE,-37.81471642,144.9446508
AG_T,2025-07-20,2025,7,Sunday,0,85,TRUE,-37.8199817,144.96872865
Swa607_T,2025-06-22,2025,6,Sunday,5,7,TRUE,-37.804024,144.96308399
Bourke155_T,2025-10-12,2025,10,Sunday,4,54,TRUE,-37.81267313,144.96788288
Que85_T,2025-05-07,2025,5,Wednesday,22,63,FALSE,-37.81652527,144.96121062
261Will_T,2025-05-05,2025,5,Monday,6,228,FALSE,-37.81295822,144.95678789
Errol23_T,2025-08-11,2025,8,Monday,1,5,FALSE,-37.80454949,144.94921863
RMIT14_T,2025-07-11,2025,7,Friday,3,13,FALSE,-37.80767455,144.96309114
Eli124_T,2025-08-09,2025,8,Saturday,4,56,TRUE,-37.81512416,144.96371988
Pow61_T,2025-07-30,2025,7,Wednesday,15,106,FALSE,-37.82392385,144.96299677
Spen475_T,2025-05-21,2025,5,Wednesday,23,5,FALSE,-37.80953359,144.94939004
Spen475_T,2025-07-04,2025,7,Friday,2,3,FALSE,-37.80953359,144.94939004
FLDegS_T,2025-08-04,2025,8,Monday,12,1052,FALSE,-37.81688755,144.96562569
Fra118_T,2025-05-14,2025,5,Wednesday,5,22,FALSE,-37.80841815,144.95906316
Col623_T,2025-08-26,2025,8,Tuesday,7,584,FALSE,-37.81909256,144.95452748
MCEC_T,2025-05-18,2025,5,Sunday,16,1780,TRUE,-37.82401776,144.95604426
Lat526_T,2025-05-16,2025,5,Friday,10,176,FALSE,-37.813005,144.95160411
LatWill_T,2025-06-14,2025,6,Saturday,2,9,TRUE,-37.81193681,144.95621105
Spen201_T,2025-07-23,2025,7,Wednesday,16,1059,FALSE,-37.81694221,144.95303935
280Will_T,2025-07-15,2025,7,Tuesday,20,133,FALSE,-37.81246271,144.95690188
Spen484_T,2025-06-06,2025,6,Friday,13,75,FALSE,-37.80896733,144.94931703
Col15_T,2025-06-03,2025,6,Tuesday,10,539,FALSE,-37.81362543,144.97323591
Bou292_T,2025-06-01,2025,6,Sunday,8,119,TRUE,-37.81349441,144.96515323
Bou292_T,2025-08-21,2025,8,Thursday,12,2711,FALSE,-37.81349441,144.96515323
Bou292_T,2025-10-01,2025,10,Wednesday,0,47,FALSE,-37.81349441,144.96515323
WatCit_T,2025-08-12,2025,8,Tuesday,8,141,FALSE,-37.81564989,144.93970694
Bou688_T,2025-05-17,2025,5,Saturday,13,903,TRUE,-37.81686075,144.95358075
Fra118_T,2025-09-22,2025,9,Monday,10,158,FALSE,-37.80841815,144.95906316
BouHbr2353_T,2025-09-27,2025,9,Saturday,21,1,TRUE,-37.81894815,144.94612292
EntPark1671_T,2025-05-22,2025,5,Thursday,21,1,FALSE,-37.81996544,144.95981454
FliS_T,2025-07-22,2025,7,Tuesday,23,254,FALSE,-37.81911705,144.96558255
WebBN_T,2025-05-05,2025,5,Monday,13,581,FALSE,-37.82293543,144.9471751
Eli263_T,2025-10-13,2025,10,Monday,10,327,FALSE,-37.81252157,144.9619401
Fra118_T,2025-07-07,2025,7,Monday,18,170,FALSE,-37.80841815,144.95906316
Eli501_T,2025-09-21,2025,9,Sunday,3,61,TRUE,-37.80730068,144.95956055
BirFed1120_T,2025-07-31,2025,7,Thursday,12,166,FALSE,-37.8184141,144.97357915
Bou892T,2025-05-06,2025,5,Tuesday,18,49,FALSE,-37.8204637,144.94126826
BirArt1109_T,2025-04-21,2025,4,Monday,18,222,FALSE,-37.81851276,144.97131336
AG_T,2025-08-16,2025,8,Saturday,18,324,TRUE,-37.8199817,144.96872865
Lyg309_T,2025-08-01,2025,8,Friday,17,495,FALSE,-37.79808192,144.96721013
King163_T,2025-05-16,2025,5,Friday,6,57,FALSE,-37.81627451,144.95550503
Spen475_T,2025-06-24,2025,6,Tuesday,11,65,FALSE,-37.80953359,144.94939004
Eli368_T,2025-09-05,2025,9,Friday,12,1553,FALSE,-37.81009465,144.96143149
Bou231_T,2025-06-28,2025,6,Saturday,20,375,TRUE,-37.81333081,144.96675571
WatCit_T,2025-10-14,2025,10,Tuesday,17,328,FALSE,-37.81564989,144.93970694
Eli501_T,2025-08-26,2025,8,Tuesday,21,249,FALSE,-37.80730068,144.95956055
FLDegN_T,2025-09-08,2025,9,Monday,9,413,FALSE,-37.8168479,144.96559789
Lon364_T,2025-05-20,2025,5,Tuesday,16,664,FALSE,-37.81234775,144.96153311
Bou283_T,2025-05-17,2025,5,Saturday,11,1127,TRUE,-37.81380668,144.96516718
LtB170_T,2025-06-24,2025,6,Tuesday,1,14,FALSE,-37.81172914,144.9682466
Lon189_T,2025-04-24,2025,4,Thursday,16,703,FALSE,-37.8112185,144.96656806
Lon189_T,2025-07-09,2025,7,Wednesday,3,39,FALSE,-37.8112185,144.96656806
Fli114F_T,2025-08-02,2025,8,Saturday,10,196,TRUE,-37.81629332,144.97090877
Fli114F_T,2025-09-06,2025,9,Saturday,19,391,TRUE,-37.81629332,144.97090877
474Fl_T,2025-07-31,2025,7,Thursday,22,128,FALSE,-37.81997273,144.95834911
King163_T,2025-06-12,2025,6,Thursday,14,390,FALSE,-37.81627451,144.95550503
Eli368_T,2025-05-14,2025,5,Wednesday,21,1273,FALSE,-37.81009465,144.96143149
Eli489_T,2025-04-20,2025,4,Sunday,19,396,TRUE,-37.80740397,144.95987909
ACMI_T,2025-10-06,2025,10,Monday,13,390,FALSE,-37.81726338,144.96872809
SouthB_T,2025-05-28,2025,5,Wednesday,20,355,FALSE,-37.82018685,144.96508508
Lon364_T,2025-07-30,2025,7,Wednesday,15,563,FALSE,-37.81234775,144.96153311
Bou892T,2025-08-23,2025,8,Saturday,7,39,TRUE,-37.8204637,144.94126826
AG_T,2025-04-18,2025,4,Friday,17,1202,FALSE,-37.8199817,144.96872865
WestWP_T,2025-07-24,2025,7,Thursday,2,19,FALSE,-37.81235775,144.97136962
Swa607_T,2025-08-28,2025,8,Thursday,21,306,FALSE,-37.804024,144.96308399
Que85_T,2025-05-05,2025,5,Monday,18,301,FALSE,-37.81652527,144.96121062
Eli250_T,2025-07-27,2025,7,Sunday,9,538,TRUE,-37.81258467,144.9625775
FliS_T,2025-08-26,2025,8,Tuesday,3,25,FALSE,-37.81911705,144.96558255
ElFi_T,2025-06-19,2025,6,Thursday,21,864,FALSE,-37.81798049,144.96503383
SprFli_T,2025-06-13,2025,6,Friday,21,23,FALSE,-37.81515276,144.97467661
HarEsP_T,2025-05-18,2025,5,Sunday,2,5,TRUE,-37.81441438,144.94433026
HarEsP_T,2025-07-28,2025,7,Monday,8,266,FALSE,-37.81441438,144.94433026
Swa148_T,2025-09-26,2025,9,Friday,5,23,FALSE,-37.81414075,144.96609379
PriNW_T,2025-07-23,2025,7,Wednesday,14,1549,FALSE,-37.81874249,144.96787656
Bourke155_T,2025-06-25,2025,6,Wednesday,9,154,FALSE,-37.81267313,144.96788288
280Will_T,2025-07-28,2025,7,Monday,20,120,FALSE,-37.81246271,144.95690188
280Will_T,2025-09-25,2025,9,Thursday,2,8,FALSE,-37.81246271,144.95690188
HarEsP_T,2025-09-28,2025,9,Sunday,15,310,TRUE,-37.81441438,144.94433026
Lyg161_T,2025-04-18,2025,4,Friday,8,77,FALSE,-37.80169681,144.96658911
UM2_T,2025-08-24,2025,8,Sunday,22,45,TRUE,-37.79844526,144.96411782
Fra118_T,2025-05-04,2025,5,Sunday,11,256,TRUE,-37.80841815,144.95906316
BouHbr2353_T,2025-10-06,2025,10,Monday,16,172,FALSE,-37.81894815,144.94612292
Fli114F_T,2025-06-02,2025,6,Monday,16,353,FALSE,-37.81629332,144.97090877
RMIT_T,2025-06-12,2025,6,Thursday,14,1322,FALSE,-37.80825648,144.96304859
Bourke155_T,2025-07-02,2025,7,Wednesday,4,9,FALSE,-37.81267313,144.96788288
UM3_T,2025-10-07,2025,10,Tuesday,1,4,FALSE,-37.79698741,144.96441306
BirBridge_T,2025-10-16,2025,10,Thursday,7,4,FALSE,-37.81757416,144.97329934
Errol23_T,2025-08-05,2025,8,Tuesday,23,12,FALSE,-37.80454949,144.94921863
Spen475_T,2025-06-18,2025,6,Wednesday,14,58,FALSE,-37.80953359,144.94939004
Eli489_T,2025-05-29,2025,5,Thursday,4,18,FALSE,-37.80740397,144.95987909
King335_T,2025-07-01,2025,7,Tuesday,19,190,FALSE,-37.81267639,144.95386444
Col12_T,2025-07-29,2025,7,Tuesday,12,505,FALSE,-37.81344862,144.97305353
574Qub_T,2025-08-28,2025,8,Thursday,9,90,FALSE,-37.80309992,144.94908064
FliSS_T,2025-09-08,2025,9,Monday,11,565,FALSE,-37.81794046,144.96616678
FliSS_T,2025-06-14,2025,6,Saturday,13,1183,TRUE,-37.81794046,144.96616678
LatWill_T,2025-08-16,2025,8,Saturday,11,178,TRUE,-37.81193681,144.95621105
HarEsB_T,2025-08-08,2025,8,Friday,14,86,FALSE,-37.81471642,144.9446508
574Qub_T,2025-07-31,2025,7,Thursday,10,103,FALSE,-37.80309992,144.94908064
WatCit_T,2025-07-05,2025,7,Saturday,0,16,TRUE,-37.81564989,144.93970694
WatCit_T,2025-09-08,2025,9,Monday,2,2,FALSE,-37.81564989,144.93970694
Vic_T,2025-06-02,2025,6,Monday,21,66,FALSE,-37.80606888,144.95644692
Hammer1584_T,2025-09-23,2025,9,Tuesday,9,346,FALSE,-37.81970749,144.96795734
BirArt1109_T,2025-08-29,2025,8,Friday,11,141,FALSE,-37.81851276,144.97131336
RMIT_T,2025-05-16,2025,5,Friday,10,1778,FALSE,-37.80825648,144.96304859
WestWP_T,2025-10-02,2025,10,Thursday,17,50,FALSE,-37.81235775,144.97136962
Lyg309_T,2025-10-13,2025,10,Monday,11,300,FALSE,-37.79808192,144.96721013
UM3_T,2025-09-30,2025,9,Tuesday,16,156,FALSE,-37.79698741,144.96441306
UM2_T,2025-05-09,2025,5,Friday,9,302,FALSE,-37.79844526,144.96411782
Spen201_T,2025-07-11,2025,7,Friday,12,925,FALSE,-37.81694221,144.95303935
Spen161_T,2025-04-23,2025,4,Wednesday,8,625,FALSE,-37.8172861,144.95319102
LtB210_T,2025-08-29,2025,8,Friday,12,717,FALSE,-37.81237202,144.96550671
Eli501_T,2025-09-08,2025,9,Monday,21,268,FALSE,-37.80730068,144.95956055
FLDegN_T,2025-05-23,2025,5,Friday,23,128,FALSE,-37.8168479,144.96559789
Lon364_T,2025-04-27,2025,4,Sunday,5,44,TRUE,-37.81234775,144.96153311
Fra118_T,2025-06-19,2025,6,Thursday,2,14,FALSE,-37.80841815,144.95906316
MCEC_T,2025-09-13,2025,9,Saturday,21,1029,TRUE,-37.82401776,144.95604426
Pel147_T,2025-06-13,2025,6,Friday,19,5,FALSE,-37.80240719,144.9615673
Errol20_T,2025-06-21,2025,6,Saturday,1,2,TRUE,-37.80456984,144.94946228
HarEsP_T,2025-05-25,2025,5,Sunday,12,333,TRUE,-37.81441438,144.94433026
HarEsP_T,2025-07-11,2025,7,Friday,1,5,FALSE,-37.81441438,144.94433026
Fli114C_T,2025-09-24,2025,9,Wednesday,16,43,FALSE,-37.81632783,144.97090512
Bou688_T,2025-09-22,2025,9,Monday,15,979,FALSE,-37.81686075,144.95358075
LtB170_T,2025-09-22,2025,9,Monday,3,8,FALSE,-37.81172914,144.9682466
LtB210_T,2025-09-14,2025,9,Sunday,3,118,TRUE,-37.81237202,144.96550671
261Will_T,2025-07-06,2025,7,Sunday,16,266,TRUE,-37.81295822,144.95678789
King2_T,2025-09-10,2025,9,Wednesday,4,9,FALSE,-37.82009057,144.95758725
Spen161_T,2025-06-26,2025,6,Thursday,15,674,FALSE,-37.8172861,144.95319102
FLDegS_T,2025-05-27,2025,5,Tuesday,17,928,FALSE,-37.81688755,144.96562569
Spencer_T,2025-10-11,2025,10,Saturday,7,164,TRUE,-37.821728,144.95557015
Col15_T,2025-04-25,2025,4,Friday,22,75,FALSE,-37.81362543,144.97323591
Col15_T,2025-07-21,2025,7,Monday,4,18,FALSE,-37.81362543,144.97323591
Col12_T,2025-05-15,2025,5,Thursday,9,908,FALSE,-37.81344862,144.97305353
Lon364_T,2025-05-12,2025,5,Monday,1,19,FALSE,-37.81234775,144.96153311
Col254_T,2025-06-06,2025,6,Friday,15,1108,FALSE,-37.81564191,144.965499
Col254_T,2025-08-29,2025,8,Friday,17,1119,FALSE,-37.81564191,144.965499
