sensor_name,sensing_date,year,month,day_of_week,hour,total,is_weekend,latitude,longitude
UM3_T,2025-06-29,2025,6,Sunday,10,29,TRUE,-37.79698741,144.96441306
PriNW_T,2025-06-24,2025,6,Tuesday,12,1449,FALSE,-37.81874249,144.96787656
Spen201_T,2025-05-08,2025,5,Thursday,13,887,FALSE,-37.81694221,144.95303935
261Will_T,2025-06-25,2025,6,Wednesday,12,652,FALSE,-37.81295822,144.95678789
Eli197_T,2025-10-01,2025,10,Wednesday,4,27,FALSE,-37.81374643,144.96276183
FLDegS_T,2025-07-24,2025,7,Thursday,12,1256,FALSE,-37.81688755,144.96562569
FLDegS_T,2025-09-12,2025,9,Friday,23,239,FALSE,-37.81688755,144.96562569
Bou231_T,2025-10-08,2025,10,Wednesday,18,839,FALSE,-37.81333081,144.96675571
Bou292_T,2025-08-20,2025,8,Wednesday,19,1130,FALSE,-37.81349441,144.96515323
NewQ_T,2025-10-16,2025,10,Thursday,10,355,FALSE,-37.81457988,144.94292398
Col620_T,2025-09-16,2025,9,Tuesday,5,102,FALSE,-37.81887963,144.95449198
Vic_T,2025-09-14,2025,9,Sunday,15,394,TRUE,-37.80606888,144.95644692
Col700_T,2025-08-03,2025,8,Sunday,10,102,TRUE,-37.81982992,144.95102555
MCEC_T,2025-07-16,2025,7,Wednesday,2,18,FALSE,-37.82401776,144.95604426
FliS_T,2025-07-08,2025,7,Tuesday,4,37,FALSE,-37.81911705,144.96558255
ElFi_T,2025-09-11,2025,9,Thursday,2,22,FALSE,-37.81798049,144.96503383
PriNW_T,2025-05-31,2025,5,Saturday,1,141,TRUE,-37.81874249,144.96787656
Errol23_T,2025-05-26,2025,5,Monday,7,61,FALSE,-37.80454949,144.94921863
Spen484_T,2025-05-12,2025,5,Monday,3,1,FALSE,-37.80896733,144.94931703
Eli368_T,2025-07-25,2025,7,Friday,15,1707,FALSE,-37.81009465,144.96143149
Eli368_T,2025-07-31,2025,7,Thursday,12,1641,FALSE,-37.81009465,144.96143149
488Mac_T,2025-08-14,2025,8,Thursday,8,180,FALSE,-37.79432415,144.92973378
Lat224_T,2025-08-21,2025,8,Thursday,22,407,FALSE,-37.80996494,144.96216521
BouHbr_T,2025-05-30,2025,5,Friday,19,239,FALSE,-37.81876474,144.94710545
SouthB_T,2025-06-17,2025,6,Tuesday,10,841,FALSE,-37.82018685,144.96508508
SouthB_T,2025-09-17,2025,9,Wednesday,21,557,FALSE,-37.82018685,144.96508508
KenMac_T,2025-08-30,2025,8,Saturday,9,60,TRUE,-37.79453803,144.93036194
MCEC_T,2025-08-08,2025,8,Friday,0,73,FALSE,-37.82401776,144.95604426
Eli263_T,2025-07-23,2025,7,Wednesday,14,695,FALSE,-37.81252157,144.9619401
BirFed1120_T,2025-05-10,2025,5,Saturday,15,457,TRUE,-37.8184141,144.97357915
BirFed1120_T,2025-08-27,2025,8,Wednesday,16,133,FALSE,-37.8184141,144.97357915
ElFi_T,2025-05-12,2025,5,Monday,13,1898,FALSE,-37.81798049,144.96503383
Errol20_T,2025-05-25,2025,5,Sunday,16,292,TRUE,-37.80456984,144.94946228
Errol20_T,2025-06-07,2025,6,Saturday,21,135,TRUE,-37.80456984,144.94946228
VAC_T,2025-09-18,2025,9,Thursday,2,13,FALSE,-37.82129925,144.96879309
Lyg260_T,2025-08-09,2025,8,Saturday,11,150,TRUE,-37.80107122,144.96704554
261Will_T,2025-08-20,2025,8,Wednesday,13,1339,FALSE,-37.81295822,144.95678789
Lyg309_T,2025-04-29,2025,4,Tuesday,2,1,FALSE,-37.79808192,144.96721013
UM2_T,2025-06-26,2025,6,Thursday,18,431,FALSE,-37.79844526,144.96411782
King335_T,2025-10-07,2025,10,Tuesday,6,42,FALSE,-37.81267639,144.95386444
AG_T,2025-04-24,2025,4,Thursday,7,185,FALSE,-37.8199817,144.96872865
Swa607_T,2025-04-30,2025,4,Wednesday,21,217,FALSE,-37.804024,144.96308399
Fli114C_T,2025-05-16,2025,5,Friday,19,18,FALSE,-37.81632783,144.97090512
Eli368_T,2025-08-30,2025,8,Saturday,18,2063,TRUE,-37.81009465,144.96143149
Bou231_T,2025-07-07,2025,7,Monday,22,58,FALSE,-37.81333081,144.96675571
SprFli_T,2025-09-18,2025,9,Thursday,15,85,FALSE,-37.81515276,144.97467661
Swa31,2025-05-22,2025,5,Thursday,1,92,FALSE,-37.81668634,144.96689733
UM1_T,2025-04-23,2025,4,Wednesday,10,213,FALSE,-37.80008566,144.96386412
UM1_T,2025-08-02,2025,8,Saturday,20,83,TRUE,-37.80008566,144.96386412
King2_T,2025-06-05,2025,6,Thursday,1,25,FALSE,-37.82009057,144.95758725
Fli114C_T,2025-08-31,2025,8,Sunday,0,5,TRUE,-37.81632783,144.97090512
Fli114C_T,2025-09-27,2025,9,Saturday,17,57,TRUE,-37.81632783,144.97090512
FLDegN_T,2025-05-02,2025,5,Friday,19,320,FALSE,-37.8168479,144.96559789
Vic_T,2025-06-27,2025,6,Friday,11,291,FALSE,-37.80606888,144.95644692
Bou892T,2025-07-26,2025,7,Saturday,7,22,TRUE,-37.8204637,144.94126826
BirArt1109_T,2025-08-12,2025,8,Tuesday,6,58,FALSE,-37.81851276,144.97131336
QVN_T,2025-06-21,2025,6,Saturday,12,1942,TRUE,-37.81057846,144.96444294
Swa607_T,2025-08-03,2025,8,Sunday,1,36,TRUE,-37.804024,144.96308399
UM2_T,2025-09-15,2025,9,Monday,13,539,FALSE,-37.79844526,144.96411782
261Will_T,2025-09-04,2025,9,Thursday,14,654,FALSE,-37.81295822,144.95678789
Eli368_T,2025-10-06,2025,10,Monday,10,1015,FALSE,-37.81009465,144.96143149
Eli124_T,2025-10-13,2025,10,Monday,1,65,FALSE,-37.81512416,144.96371988
Col15_T,2025-05-20,2025,5,Tuesday,7,526,FALSE,-37.81362543,144.97323591
Lat224_T,2025-05-05,2025,5,Monday,9,155,FALSE,-37.80996494,144.96216521
Lat224_T,2025-06-11,2025,6,Wednesday,6,99,FALSE,-37.80996494,144.96216521
Lat224_T,2025-06-23,2025,6,Monday,7,87,FALSE,-37.80996494,144.96216521
MCEC_T,2025-04-29,2025,4,Tuesday,9,440,FALSE,-37.82401776,144.95604426
LtB210_T,2025-05-14,2025,5,Wednesday,9,198,FALSE,-37.81237202,144.96550671
LtB210_T,2025-07-14,2025,7,Monday,15,1048,FALSE,-37.81237202,144.96550671
Eli368_T,2025-09-13,2025,9,Saturday,12,1682,TRUE,-37.81009465,144.96143149
FLDegC_T,2025-09-26,2025,9,Friday,10,428,FALSE,-37.81687226,144.96559144
AlfPl_T,2025-06-13,2025,6,Friday,10,127,FALSE,-37.81379749,144.96995745
Que85_T,2025-08-28,2025,8,Thursday,18,390,FALSE,-37.81652527,144.96121062
Eli250_T,2025-10-16,2025,10,Thursday,23,274,FALSE,-37.81258467,144.9625775
Bourke155_T,2025-09-13,2025,9,Saturday,13,952,TRUE,-37.81267313,144.96788288
Lat224_T,2025-09-22,2025,9,Monday,19,471,FALSE,-37.80996494,144.96216521
Bou231_T,2025-09-16,2025,9,Tuesday,12,1348,FALSE,-37.81333081,144.96675571
WatCit_T,2025-08-20,2025,8,Wednesday,1,3,FALSE,-37.81564989,144.93970694
ACMI_T,2025-07-23,2025,7,Wednesday,2,4,FALSE,-37.81726338,144.96872809
Eli501_T,2025-10-07,2025,10,Tuesday,5,66,FALSE,-37.80730068,144.95956055
474Fl_T,2025-06-01,2025,6,Sunday,3,63,TRUE,-37.81997273,144.95834911
LatWill_T,2025-07-07,2025,7,Monday,10,168,FALSE,-37.81193681,144.95621105
FLDegC_T,2025-09-16,2025,9,Tuesday,5,4,FALSE,-37.81687226,144.96559144
FliS_T,2025-10-09,2025,10,Thursday,19,1666,FALSE,-37.81911705,144.96558255
HarEsP_T,2025-06-29,2025,6,Sunday,1,23,TRUE,-37.81441438,144.94433026
WestWP_T,2025-05-25,2025,5,Sunday,18,11,TRUE,-37.81235775,144.97136962
WestWP_T,2025-06-14,2025,6,Saturday,7,1,TRUE,-37.81235775,144.97136962
UM2_T,2025-09-09,2025,9,Tuesday,2,2,FALSE,-37.79844526,144.96411782
Swa148_T,2025-10-15,2025,10,Wednesday,20,826,FALSE,-37.81414075,144.96609379
Spencer_T,2025-07-29,2025,7,Tuesday,2,27,FALSE,-37.821728,144.95557015
Boyd2837_T,2025-06-16,2025,6,Monday,9,109,FALSE,-37.82590962,144.96185972
BirBridge_T,2025-05-05,2025,5,Monday,10,15,FALSE,-37.81757416,144.97329934
Lyg309_T,2025-05-27,2025,5,Tuesday,19,276,FALSE,-37.79808192,144.96721013
574Qub_T,2025-04-18,2025,4,Friday,11,141,FALSE,-37.80309992,144.94908064
574Qub_T,2025-05-14,2025,5,Wednesday,6,16,FALSE,-37.80309992,144.94908064
Lon364_T,2025-08-19,2025,8,Tuesday,23,130,FALSE,-37.81234775,144.96153311
FliSS_T,2025-08-16,2025,8,Saturday,13,1301,TRUE,-37.81794046,144.96616678
FliSS_T,2025-09-02,2025,9,Tuesday,23,97,FALSE,-37.81794046,144.96616678
LtB170_T,2025-07-09,2025,7,Wednesday,3,15,FALSE,-37.81172914,144.9682466
Bou892T,2025-09-15,2025,9,Monday,8,32,FALSE,-37.8204637,144.94126826
BirArt1109_T,2025-05-17,2025,5,Saturday,19,2,TRUE,-37.81851276,144.97131336
FliSS_T,2025-09-10,2025,9,Wednesday,14,716,FALSE,-37.81794046,144.96616678
MCEC_T,2025-09-30,2025,9,Tuesday,11,969,FALSE,-37.82401776,144.95604426
MCEC_T,2025-05-11,2025,5,Sunday,19,590,TRUE,-37.82401776,144.95604426
FLDegC_T,2025-06-09,2025,6,Monday,10,447,FALSE,-37.81687226,144.96559144
Swa31,2025-10-16,2025,10,Thursday,21,1722,FALSE,-37.81668634,144.96689733
RMIT_T,2025-09-11,2025,9,Thursday,16,2852,FALSE,-37.80825648,144.96304859
WestWP_T,2025-09-14,2025,9,Sunday,4,3,TRUE,-37.81235775,144.97136962
Eli250_T,2025-05-31,2025,5,Saturday,7,197,TRUE,-37.81258467,144.9625775
UM3_T,2025-10-03,2025,10,Friday,18,136,FALSE,-37.79698741,144.96441306
Boyd2837_T,2025-06-16,2025,6,Monday,13,147,FALSE,-37.82590962,144.96185972
King335_T,2025-08-11,2025,8,Monday,10,234,FALSE,-37.81267639,144.95386444
Eli124_T,2025-10-13,2025,10,Monday,10,1146,FALSE,-37.81512416,144.96371988
Eli489_T,2025-06-01,2025,6,Sunday,5,36,TRUE,-37.80740397,144.95987909
Eli489_T,2025-08-17,2025,8,Sunday,15,1706,TRUE,-37.80740397,144.95987909
King163_T,2025-08-19,2025,8,Tuesday,4,20,FALSE,-37.81627451,144.95550503
Bou231_T,2025-05-08,2025,5,Thursday,15,627,FALSE,-37.81333081,144.96675571
WatCit_T,2025-08-07,2025,8,Thursday,22,44,FALSE,-37.81564989,144.93970694
KenMac_T,2025-07-22,2025,7,Tuesday,20,20,FALSE,-37.79453803,144.93036194
Vic_T,2025-05-27,2025,5,Tuesday,18,208,FALSE,-37.80606888,144.95644692
MCEC_T,2025-07-27,2025,7,Sunday,18,88,TRUE,-37.82401776,144.95604426
LtB170_T,2025-09-16,2025,9,Tuesday,11,293,FALSE,-37.81172914,144.9682466
BouHbr2353_T,2025-10-10,2025,10,Friday,11,99,FALSE,-37.81894815,144.94612292
Lat526_T,2025-05-19,2025,5,Monday,20,115,FALSE,-37.813005,144.95160411
Lat526_T,2025-08-17,2025,8,Sunday,5,12,TRUE,-37.813005,144.95160411
QVN_T,2025-05-19,2025,5,Monday,2,31,FALSE,-37.81057846,144.96444294
QVN_T,2025-09-16,2025,9,Tuesday,18,1883,FALSE,-37.81057846,144.96444294
FliS_T,2025-07-16,2025,7,Wednesday,20,1129,FALSE,-37.81911705,144.96558255
ElFi_T,2025-05-20,2025,5,Tuesday,13,2093,FALSE,-37.81798049,144.96503383
ElFi_T,2025-05-23,2025,5,Friday,17,2853,FALSE,-37.81798049,144.96503383
SprFli_T,2025-06-27,2025,6,Friday,15,114,FALSE,-37.81515276,144.97467661
HarEsB_T,2025-08-26,2025,8,Tuesday,7,27,FALSE,-37.81471642,144.9446508
HarEsB_T,2025-05-18,2025,5,Sunday,3,2,TRUE,-37.81471642,144.9446508
Lyg309_T,2025-09-04,2025,9,Thursday,4,2,FALSE,-37.79808192,144.96721013
King335_T,2025-10-03,2025,10,Friday,23,156,FALSE,-37.81267639,144.95386444
Fli114C_T,2025-07-15,2025,7,Tuesday,14,29,FALSE,-37.81632783,144.97090512
King163_T,2025-04-25,2025,4,Friday,10,301,FALSE,-37.81627451,144.95550503
Eli368_T,2025-04-27,2025,4,Sunday,20,1275,TRUE,-37.81009465,144.96143149
Bou231_T,2025-09-26,2025,9,Friday,1,154,FALSE,-37.81333081,144.96675571
KenMac_T,2025-04-24,2025,4,Thursday,16,119,FALSE,-37.79453803,144.93036194
ACMI_T,2025-10-07,2025,10,Tuesday,9,434,FALSE,-37.81726338,144.96872809
Col700_T,2025-05-26,2025,5,Monday,20,110,FALSE,-37.81982992,144.95102555
QVMQ_T,2025-08-18,2025,8,Monday,15,288,FALSE,-37.80631581,144.95866697
Signal1647_T,2025-09-22,2025,9,Monday,5,9,FALSE,-37.81959923,144.9632832
Eli124_T,2025-08-26,2025,8,Tuesday,2,27,FALSE,-37.81512416,144.96371988
Eli368_T,2025-04-29,2025,4,Tuesday,0,244,FALSE,-37.81009465,144.96143149
Col12_T,2025-06-18,2025,6,Wednesday,18,157,FALSE,-37.81344862,144.97305353
NewQ_T,2025-04-25,2025,4,Friday,5,15,FALSE,-37.81457988,144.94292398
NewQ_T,2025-07-12,2025,7,Saturday,22,63,TRUE,-37.81457988,144.94292398
ACMI_T,2025-07-14,2025,7,Monday,17,882,FALSE,-37.81726338,144.96872809
Eli263_T,2025-07-18,2025,7,Friday,0,35,FALSE,-37.81252157,144.9619401
Eli263_T,2025-07-21,2025,7,Monday,2,13,FALSE,-37.81252157,144.9619401
Hammer1584_T,2025-06-08,2025,6,Sunday,17,329,TRUE,-37.81970749,144.96795734
Lat526_T,2025-04-27,2025,4,Sunday,5,17,TRUE,-37.813005,144.95160411
Eli501_T,2025-06-11,2025,6,Wednesday,17,898,FALSE,-37.80730068,144.95956055
Errol20_T,2025-06-28,2025,6,Saturday,16,343,TRUE,-37.80456984,144.94946228
AlfPl_T,2025-05-31,2025,5,Saturday,12,81,TRUE,-37.81379749,144.96995745
SprFli_T,2025-05-13,2025,5,Tuesday,9,94,FALSE,-37.81515276,144.97467661
WestWP_T,2025-05-14,2025,5,Wednesday,23,10,FALSE,-37.81235775,144.97136962
Spr201_T,2025-08-19,2025,8,Tuesday,22,47,FALSE,-37.80999341,144.97227587
Lyg260_T,2025-06-04,2025,6,Wednesday,5,9,FALSE,-37.80107122,144.96704554
Swa123_T,2025-06-12,2025,6,Thursday,21,1255,FALSE,-37.81487988,144.9660878
Errol20_T,2025-05-02,2025,5,Friday,18,453,FALSE,-37.80456984,144.94946228
261Will_T,2025-09-09,2025,9,Tuesday,23,114,FALSE,-37.81295822,144.95678789
RMIT14_T,2025-09-07,2025,9,Sunday,0,107,TRUE,-37.80767455,144.96309114
Eli368_T,2025-04-26,2025,4,Saturday,21,1460,TRUE,-37.81009465,144.96143149
Eli197_T,2025-09-18,2025,9,Thursday,9,851,FALSE,-37.81374643,144.96276183
Col620_T,2025-06-12,2025,6,Thursday,23,394,FALSE,-37.81887963,144.95449198
ACMI_T,2025-08-14,2025,8,Thursday,1,5,FALSE,-37.81726338,144.96872809
BouHbr_T,2025-04-21,2025,4,Monday,23,12,FALSE,-37.81876474,144.94710545
SouthB_T,2025-05-30,2025,5,Friday,10,1128,FALSE,-37.82018685,144.96508508
Vic_T,2025-05-25,2025,5,Sunday,15,453,TRUE,-37.80606888,144.95644692
MCEC_T,2025-08-07,2025,8,Thursday,1,25,FALSE,-37.82401776,144.95604426
Eli263_T,2025-07-04,2025,7,Friday,12,765,FALSE,-37.81252157,144.9619401
474Fl_T,2025-09-27,2025,9,Saturday,19,366,TRUE,-37.81997273,144.95834911
BirBridge_T,2025-08-14,2025,8,Thursday,6,8,FALSE,-37.81753741,144.97329734
EntPark1671_T,2025-04-19,2025,4,Saturday,10,21,TRUE,-37.81996544,144.95981454
QVN_T,2025-06-29,2025,6,Sunday,7,64,TRUE,-37.81057846,144.96444294
Errol20_T,2025-04-29,2025,4,Tuesday,9,141,FALSE,-37.80456984,144.94946228
VAC_T,2025-08-28,2025,8,Thursday,20,375,FALSE,-37.82129925,144.96879309
Lyg161_T,2025-10-10,2025,10,Friday,16,300,FALSE,-37.80169681,144.96658911
Lyg260_T,2025-08-15,2025,8,Friday,10,122,FALSE,-37.80107122,144.96704554
UM2_T,2025-07-18,2025,7,Friday,12,327,FALSE,-37.79844526,144.96411782
261Will_T,2025-09-17,2025,9,Wednesday,2,13,FALSE,-37.81295822,144.95678789
261Will_T,2025-04-22,2025,4,Tuesday,4,16,FALSE,-37.81295822,144.95678789
RMIT14_T,2025-04-20,2025,4,Sunday,18,765,TRUE,-37.80767455,144.96309114
Eli124_T,2025-09-02,2025,9,Tuesday,0,36,FALSE,-37.81512416,144.96371988
Lat224_T,2025-05-09,2025,5,Friday,5,14,FALSE,-37.80996494,144.96216521
FLDegC_T,2025-07-28,2025,7,Monday,22,14,FALSE,-37.81687226,144.96559144
HarEsP_T,2025-08-04,2025,8,Monday,17,371,FALSE,-37.81441438,144.94433026
WestWP_T,2025-09-28,2025,9,Sunday,8,6,TRUE,-37.81235775,144.97136962
Que85_T,2025-08-13,2025,8,Wednesday,22,84,FALSE,-37.81652527,144.96121062
Lyg260_T,2025-05-08,2025,5,Thursday,15,149,FALSE,-37.80107122,144.96704554
Eli250_T,2025-05-11,2025,5,Sunday,11,1370,TRUE,-37.81258467,144.9625775
Boyd2837_T,2025-09-25,2025,9,Thursday,7,119,FALSE,-37.82590962,144.96185972
261Will_T,2025-06-28,2025,6,Saturday,19,270,TRUE,-37.81295822,144.95678789
Errol23_T,2025-04-28,2025,4,Monday,11,231,FALSE,-37.80454949,144.94921863
FLDegS_T,2025-05-11,2025,5,Sunday,18,486,TRUE,-37.81688755,144.96562569
Col12_T,2025-05-04,2025,5,Sunday,2,8,TRUE,-37.81344862,144.97305353
Bou688_T,2025-08-19,2025,8,Tuesday,18,1100,FALSE,-37.81686075,144.95358075
FliS_T,2025-06-09,2025,6,Monday,2,68,FALSE,-37.81911705,144.96558255
WebBN_T,2025-07-25,2025,7,Friday,0,1,FALSE,-37.82293543,144.9471751
AG_T,2025-10-08,2025,10,Wednesday,21,161,FALSE,-37.8199817,144.96872865
Eli250_T,2025-05-16,2025,5,Friday,16,2625,FALSE,-37.81258467,144.9625775
Spr201_T,2025-05-02,2025,5,Friday,10,321,FALSE,-37.80999341,144.97227587
UM2_T,2025-09-22,2025,9,Monday,0,9,FALSE,-37.79844526,144.96411782
Swa148_T,2025-10-12,2025,10,Sunday,14,2291,TRUE,-37.81414075,144.96609379
King163_T,2025-08-26,2025,8,Tuesday,0,72,FALSE,-37.81627451,144.95550503
King335_T,2025-05-03,2025,5,Saturday,16,332,TRUE,-37.81267639,144.95386444
Fli114C_T,2025-07-13,2025,7,Sunday,16,53,TRUE,-37.81632783,144.97090512
FLDegS_T,2025-10-08,2025,10,Wednesday,23,41,FALSE,-37.81688755,144.96562569
Eli263_T,2025-04-20,2025,4,Sunday,14,736,TRUE,-37.81252157,144.9619401
BouHbr2353_T,2025-05-01,2025,5,Thursday,16,221,FALSE,-37.81894815,144.94612292
Signal1647_T,2025-06-25,2025,6,Wednesday,10,81,FALSE,-37.81959923,144.9632832
Bou892T,2025-05-01,2025,5,Thursday,7,31,FALSE,-37.8204637,144.94126826
RMIT_T,2025-08-01,2025,8,Friday,8,1670,FALSE,-37.80825648,144.96304859
VAC_T,2025-08-18,2025,8,Monday,6,181,FALSE,-37.82129925,144.96879309
Spr201_T,2025-08-21,2025,8,Thursday,20,192,FALSE,-37.80999341,144.97227587
UM2_T,2025-04-25,2025,4,Friday,17,62,FALSE,-37.79844526,144.96411782
Spen229_T,2025-04-24,2025,4,Thursday,12,891,FALSE,-37.81531435,144.95227769
Eli489_T,2025-06-21,2025,6,Saturday,15,1145,TRUE,-37.80740397,144.95987909
Spencer_T,2025-04-24,2025,4,Thursday,13,417,FALSE,-37.821728,144.95557015
Spencer_T,2025-06-28,2025,6,Saturday,6,49,TRUE,-37.821728,144.95557015
Col12_T,2025-07-17,2025,7,Thursday,22,7,FALSE,-37.81344862,144.97305353
WatCit_T,2025-07-03,2025,7,Thursday,21,28,FALSE,-37.81564989,144.93970694
WatCit_T,2025-10-07,2025,10,Tuesday,0,8,FALSE,-37.81564989,144.93970694
LtB170_T,2025-07-13,2025,7,Sunday,18,860,TRUE,-37.81172914,144.9682466
LtB170_T,2025-08-03,2025,8,Sunday,13,652,TRUE,-37.81172914,144.9682466
LtB210_T,2025-05-05,2025,5,Monday,3,20,FALSE,-37.81237202,144.96550671
BirFed1120_T,2025-09-11,2025,9,Thursday,7,190,FALSE,-37.8184141,144.97357915
Signal1647_T,2025-08-09,2025,8,Saturday,12,118,TRUE,-37.81959923,144.9632832
Mac330_T,2025-10-02,2025,10,Thursday,12,60,FALSE,-37.79497059,144.93530329
Errol20_T,2025-06-19,2025,6,Thursday,12,326,FALSE,-37.80456984,144.94946228
HarEsP_T,2025-08-11,2025,8,Monday,16,338,FALSE,-37.81441438,144.94433026
AG_T,2025-04-20,2025,4,Sunday,15,1319,TRUE,-37.8199817,144.96872865
VAC_T,2025-06-11,2025,6,Wednesday,2,19,FALSE,-37.82129925,144.96879309
Pel147_T,2025-09-22,2025,9,Monday,8,176,FALSE,-37.80240719,144.9615673
BirArt1109_T,2025-08-01,2025,8,Friday,9,253,FALSE,-37.81851276,144.97131336
SprFli_T,2025-05-08,2025,5,Thursday,4,1,FALSE,-37.81515276,144.97467661
Spen201_T,2025-05-11,2025,5,Sunday,15,719,TRUE,-37.81694221,144.95303935
Spen161_T,2025-10-09,2025,10,Thursday,3,24,FALSE,-37.8172861,144.95319102
Errol23_T,2025-08-31,2025,8,Sunday,11,222,TRUE,-37.80454949,144.94921863
ACMI_T,2025-04-19,2025,4,Saturday,17,939,TRUE,-37.81726338,144.96872809
SouthB_T,2025-04-21,2025,4,Monday,12,3400,FALSE,-37.82018685,144.96508508
Col700_T,2025-08-27,2025,8,Wednesday,23,29,FALSE,-37.81982992,144.95102555
Col700_T,2025-04-19,2025,4,Saturday,19,137,TRUE,-37.81982992,144.95102555
Fra118_T,2025-07-26,2025,7,Saturday,23,82,TRUE,-37.80841815,144.95906316
MCEC_T,2025-09-09,2025,9,Tuesday,20,501,FALSE,-37.82401776,144.95604426
Eli263_T,2025-09-22,2025,9,Monday,6,54,FALSE,-37.81252157,144.9619401
BirFed1120_T,2025-08-08,2025,8,Friday,23,5,FALSE,-37.8184141,144.97357915
Swa295_T,2025-07-27,2025,7,Sunday,21,683,TRUE,-37.81101524,144.96429485
HarEsB_T,2025-07-27,2025,7,Sunday,15,97,TRUE,-37.81471642,144.9446508
Swa607_T,2025-05-03,2025,5,Saturday,13,251,TRUE,-37.804024,144.96308399
VAC_T,2025-08-06,2025,8,Wednesday,12,1483,FALSE,-37.82129925,144.96879309
VAC_T,2025-10-14,2025,10,Tuesday,2,13,FALSE,-37.82129925,144.96879309
UM2_T,2025-09-25,2025,9,Thursday,2,3,FALSE,-37.79844526,144.96411782
BirBridge_T,2025-07-11,2025,7,Friday,15,7,FALSE,-37.81757416,144.97329934
Errol23_T,2025-07-11,2025,7,Friday,3,2,FALSE,-37.80454949,144.94921863
Pow61_T,2025-09-10,2025,9,Wednesday,4,6,FALSE,-37.82392385,144.96299677
FLDegS_T,2025-06-26,2025,6,Thursday,0,24,FALSE,-37.81688755,144.96562569
FLDegN_T,2025-07-25,2025,7,Friday,11,744,FALSE,-37.8168479,144.96559789
488Mac_T,2025-06-17,2025,6,Tuesday,11,129,FALSE,-37.79432415,144.92973378
Bou283_T,2025-06-06,2025,6,Friday,6,40,FALSE,-37.81380668,144.96516718
Hammer1584_T,2025-09-10,2025,9,Wednesday,17,702,FALSE,-37.81970749,144.96795734
Bou892T,2025-07-06,2025,7,Sunday,15,121,TRUE,-37.8204637,144.94126826
FliS_T,2025-07-21,2025,7,Monday,2,16,FALSE,-37.81911705,144.96558255
Swa123_T,2025-07-08,2025,7,Tuesday,14,2298,FALSE,-37.81487988,144.9660878
Lon364_T,2025-09-15,2025,9,Monday,11,521,FALSE,-37.81234775,144.96153311
ACMI_T,2025-06-05,2025,6,Thursday,22,174,FALSE,-37.81726338,144.96872809
Col700_T,2025-09-04,2025,9,Thursday,21,118,FALSE,-37.81982992,144.95102555
474Fl_T,2025-08-28,2025,8,Thursday,6,36,FALSE,-37.81997273,144.95834911
Signal1647_T,2025-06-18,2025,6,Wednesday,5,3,FALSE,-37.81959923,144.9632832
Bou892T,2025-08-24,2025,8,Sunday,11,112,TRUE,-37.8204637,144.94126826
LtB210_T,2025-10-12,2025,10,Sunday,0,430,TRUE,-37.81237202,144.96550671
Eli368_T,2025-05-10,2025,5,Saturday,6,123,TRUE,-37.81009465,144.96143149
Spen201_T,2025-08-22,2025,8,Friday,21,637,FALSE,-37.81694221,144.95303935
Bou292_T,2025-04-23,2025,4,Wednesday,18,1489,FALSE,-37.81349441,144.96515323
Bou231_T,2025-06-08,2025,6,Sunday,15,793,TRUE,-37.81333081,144.96675571
AG_T,2025-08-08,2025,8,Friday,3,7,FALSE,-37.8199817,144.96872865
PriNW_T,2025-05-02,2025,5,Friday,6,198,FALSE,-37.81874249,144.96787656
Spencer_T,2025-08-20,2025,8,Wednesday,10,253,FALSE,-37.821728,144.95557015
King2_T,2025-08-18,2025,8,Monday,7,87,FALSE,-37.82009057,144.95758725
Spen201_T,2025-05-22,2025,5,Thursday,5,71,FALSE,-37.81694221,144.95303935
Spen229_T,2025-07-28,2025,7,Monday,6,501,FALSE,-37.81531435,144.95227769
Eli124_T,2025-08-26,2025,8,Tuesday,16,1478,FALSE,-37.81512416,144.96371988
Bou292_T,2025-04-22,2025,4,Tuesday,23,54,FALSE,-37.81349441,144.96515323
Eli263_T,2025-09-11,2025,9,Thursday,11,461,FALSE,-37.81252157,144.9619401
Pel147_T,2025-08-26,2025,8,Tuesday,16,232,FALSE,-37.80240719,144.9615673
MCEC_T,2025-05-11,2025,5,Sunday,5,18,TRUE,-37.82401776,144.95604426
QVMQ_T,2025-05-26,2025,5,Monday,9,182,FALSE,-37.80631581,144.95866697
Bou892T,2025-07-14,2025,7,Monday,17,85,FALSE,-37.8204637,144.94126826
Eli263_T,2025-07-28,2025,7,Monday,0,32,FALSE,-37.81252157,144.9619401
Fli114F_T,2025-09-25,2025,9,Thursday,1,13,FALSE,-37.81629332,144.97090877
WebBN_T,2025-07-31,2025,7,Thursday,11,297,FALSE,-37.82293543,144.9471751
Swa31,2025-05-10,2025,5,Saturday,14,3567,TRUE,-37.81668634,144.96689733
UM1_T,2025-08-31,2025,8,Sunday,17,149,TRUE,-37.80008566,144.96386412
AG_T,2025-05-08,2025,5,Thursday,20,170,FALSE,-37.8199817,144.96872865
AG_T,2025-09-09,2025,9,Tuesday,0,17,FALSE,-37.8199817,144.96872865
SanBri_T,2025-09-09,2025,9,Tuesday,22,114,FALSE,-37.82011242,144.96291897
Bourke155_T,2025-07-08,2025,7,Tuesday,1,35,FALSE,-37.81267313,144.96788288
Bourke155_T,2025-08-21,2025,8,Thursday,15,645,FALSE,-37.81267313,144.96788288
King163_T,2025-05-09,2025,5,Friday,2,65,FALSE,-37.81627451,144.95550503
FLDegN_T,2025-08-11,2025,8,Monday,5,4,FALSE,-37.8168479,144.96559789
