trading_name,business_address,industry_desc,seating_type,num_seats,longitude,latitude,clue_area,seating_category,has_outdoor,census_year
Hudsons Coffee,"Part Ground , 455 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,25,144.96050735032065,-37.8152720478,Melbourne (CBD),Small (< 30 seats),FALSE,2012
Mamma Mia,"Tenancy 7, Ground , 181-185 William Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,14,144.95761497465,-37.815255543818864,Melbourne (CBD),Small (< 30 seats),FALSE,2012
Blak Murphy's Cafe,"Shop 1, Part 153-159 Sturt Street SOUTHBANK 3006",Cafes and Restaurants,Seats - Indoor,25,144.96671923002708,-37.82792117295,Southbank,Small (< 30 seats),FALSE,2012
Embassy Bar & Double Bar,"Gnd & Bmt , 9-13 Drewery Place MELBOURNE 3000","Pubs, Taverns and Bars",Seats - Indoor,80,144.96397969116956,-37.811304482155336,Melbourne (CBD),Medium (30-99 seats),FALSE,2004
WW Web Post,130A Elgin Street CARLTON 3053,Internet Service Providers and Web Search Portals,Seats - Indoor,8,144.97027751791015,-37.797229596204986,Carlton,Small (< 30 seats),FALSE,2004
Victoria Hotel,312-316 Victoria Street NORTH MELBOURNE 3051,"Pubs, Taverns and Bars",Seats - Indoor,70,144.95571460962805,-37.80563375610747,North Melbourne,Medium (30-99 seats),FALSE,2004
Cantina Tre Venti,"Ground , 320-322 St Kilda Road SOUTHBANK 3006",Cafes and Restaurants,Seats - Indoor,40,144.97069615774535,-37.829416281502546,Southbank,Medium (30-99 seats),FALSE,2005
Travel Lodge Hotel Southbank,9 Riverside Quay SOUTHBANK 3006,Accommodation,Seats - Indoor,100,144.9652470142948,-37.82133504396216,Southbank,Large (100+ seats),FALSE,2005
Subway,Part Ground 104 Exhibition Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,5,144.9713559718171,-37.8131015849,Melbourne (CBD),Small (< 30 seats),FALSE,2021
La-Figo,Ground 181-183 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,62,144.955174187264,-37.8158984384,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Paco's Tacos,"Shop 6, 500 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,50,144.9587722405,-37.81494328910046,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Vanilla Bean,Ground 287 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,80,144.96889436340064,-37.8090744094,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Osc&r On Rathdowne,180 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,6,144.97119057573968,-37.7951445355,Carlton,Small (< 30 seats),TRUE,2021
Roberts Italian Restaurant,150 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,60,144.9667315777782,-37.80366849235,Carlton,Medium (30-99 seats),FALSE,2021
Comfort Hotel East Melbourne,90 Albert Street EAST MELBOURNE VIC 3002,Accommodation,Seats - Indoor,12,144.98817641239998,-37.81047167889325,East Melbourne,Small (< 30 seats),FALSE,2021
Mill & Bakery at Central Pier,"Shed 9, Part  Harbour Esplanade DOCKLANDS 3008",Cafes and Restaurants,Seats - Outdoor,15,144.9436688253851,-37.81648918185,Docklands,Small (< 30 seats),TRUE,2019
Power Cafe,Part Ground 628 Bourke Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,20,144.9548020863,-37.81596969261824,Melbourne (CBD),Small (< 30 seats),FALSE,2020
Al Capone's Pizzeria,10 Gatehouse Drive KENSINGTON VIC 3031,Cafes and Restaurants,Seats - Indoor,30,144.91943059695922,-37.791681697849995,Kensington,Medium (30-99 seats),FALSE,2020
Cup of Truth,"Kiosk 12,  Flinders Street MELBOURNE 3000",Takeaway Food Services,Seats - Indoor,6,144.96577579898758,-37.8186817776,Melbourne (CBD),Small (< 30 seats),FALSE,2011
Bright Young Things,29 Niagara Lane MELBOURNE 3000,Catering Services,Seats - Indoor,75,144.9612981952224,-37.8130203548,Melbourne (CBD),Medium (30-99 seats),FALSE,2011
Cydus Internet & Lan Games,292 Victoria Street NORTH MELBOURNE 3051,Internet Service Providers and Web Search Portals,Seats - Indoor,60,144.95666818345,-37.80572909184238,North Melbourne,Medium (30-99 seats),FALSE,2011
Rock the Wok,"Tenancy 8, Ground , 181-185 William Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,24,144.95761497465,-37.815255543818864,Melbourne (CBD),Small (< 30 seats),TRUE,2012
Town Tea,231 Russell Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,20,144.96708751604615,-37.81123497235,Melbourne (CBD),Small (< 30 seats),FALSE,2019
Water Flame,334-338 Little Lonsdale Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,64,144.95967490367764,-37.8118116248,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
Ramen Bankara,"Ground , 307 Swanston Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,60,144.96416690661604,-37.8110185902,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
Don Camillo Cafe Bar Restaurant,215 Victoria Street WEST MELBOURNE 3003,Cafes and Restaurants,Seats - Indoor,45,144.9542533576,-37.805918670561105,West Melbourne (Residential),Medium (30-99 seats),FALSE,2019
City Orchids Garden,119-121 Little Bourke Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,85,144.9688402693552,-37.81159746225,Melbourne (CBD),Medium (30-99 seats),FALSE,2014
Palace Theatre,20-30 Bourke Street MELBOURNE 3000,"Pubs, Taverns and Bars",Seats - Indoor,170,144.97215344135,-37.81117804118024,Melbourne (CBD),Large (100+ seats),FALSE,2014
Illy,109-111 Little Lonsdale Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,40,144.96864994425,-37.809467518685395,Melbourne (CBD),Medium (30-99 seats),FALSE,2014
Musicbox  - Karaoke Bar,"Ground , 547 Elizabeth Street MELBOURNE 3000","Pubs, Taverns and Bars",Seats - Indoor,60,144.9584782220686,-37.80538135455,North Melbourne,Medium (30-99 seats),FALSE,2015
Mad Duck Cafe,92 Lorimer Street DOCKLANDS 3008,Cafes and Restaurants,Seats - Indoor,35,144.94388869460528,-37.824596310649994,Docklands,Medium (30-99 seats),FALSE,2015
Beer De Luxe,"Tenancy 17 & 23, Lvls 1-2 Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000","Pubs, Taverns and Bars",Seats - Indoor,200,144.96994164279243,-37.817777826050005,Melbourne (CBD),Large (100+ seats),FALSE,2023
Ibean Coffee Specialists,"Shop G1, Ground 517 Flinders Lane MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,10,144.95648638781466,-37.819875445799994,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Romo Pizza Bar,21 Katherine Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,25,144.95648638781466,-37.819875445799994,Melbourne (CBD),Small (< 30 seats),FALSE,2023
McDonalds,11-15 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,130,144.96449933262986,-37.81782906345,Melbourne (CBD),Large (100+ seats),FALSE,2023
Hungry Jack's,"Shop G1, Ground 17-19 Elizabeth Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,35,144.96444673531596,-37.81771541395,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Shujinko Flinders,280 Flinders Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,46,144.96508581705,-37.817659955044626,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
RMB Cafe,37 Degraves Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,24,144.96547612714323,-37.81710292815,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Nando's,"Shop 1-2, 170 Flinders Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,60,144.96908574835,-37.81670964225522,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Le Petit Cafe,"Shop 4, 9 Exhibition Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,14,144.972040983,-37.815842702936806,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Garden State Hotel,95-101 Flinders Lane MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Outdoor,8,144.97109866785,-37.8155271957592,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Father's Office Downtown,"Unit 1, Gnd & Bmt 121 Flinders Lane MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,169,144.97051356175,-37.81567232104298,Melbourne (CBD),Large (100+ seats),FALSE,2023
Cumulus Inc,Part Ground & Level 1 45 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,141,144.97313460425,-37.814940419184126,Melbourne (CBD),Large (100+ seats),FALSE,2023
Robata,10 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,150,144.9727208772509,-37.81546171375,Melbourne (CBD),Large (100+ seats),FALSE,2023
Restaurant 1903,48 Spencer Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,55,144.9547847147,-37.819728346641824,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Stockroom567,"Tenancy 10, 567 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,90,144.95572468102446,-37.8190200855,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Vespa rossa,30 Block Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,88,144.9644595359,-37.81528234831727,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Think Asia,"Shop 207, Level 2 260 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,83,144.96489058625,-37.81538053384988,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Cafe Brown Sugar,25 Block Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,30,144.96422535875,-37.8152895302557,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Corner Cafe & Convenience Store,"Shop 1, Ground , 52 Cade Way PARKVILLE 3052",Cafes and Restaurants,Seats - Outdoor,6,144.93912821315,-37.77619527037823,Parkville,Small (< 30 seats),TRUE,2019
Red Mug,"Ground , 410 Lonsdale Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,6,144.9602347726981,-37.81261587224844,Melbourne (CBD),Small (< 30 seats),TRUE,2004
Channel 7 Cafe,"Part Level 1, 160 Harbour Esplanade DOCKLANDS 3008",Cafes and Restaurants,Seats - Outdoor,50,144.94588577484518,-37.81549482179449,Docklands,Medium (30-99 seats),TRUE,2004
Hellens MacAulay Road Takeaway,431 Macaulay Road KENSINGTON 3031,Takeaway Food Services,Seats - Indoor,6,144.93272670568828,-37.794990176485776,Kensington,Small (< 30 seats),FALSE,2005
Melbourne Convention Centre,7-23 Flinders Street DOCKLANDS 3005,Other Administrative Services n.e.c.,Seats - Indoor,80,144.9547659713073,-37.821979079461755,Docklands,Medium (30-99 seats),FALSE,2006
BP Australia,467-469 Footscray Road WEST MELBOURNE 3003,Fuel Retailing,Seats - Indoor,66,144.92750360458106,-37.80937920117852,West Melbourne (Industrial),Medium (30-99 seats),FALSE,2006
Bench Coffee Co Lt Colins,321 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,8,144.96422535875,-37.8152895302557,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Momo station,"Shop 12, 115 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,18,144.965780600956,-37.8150701808,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Simply Spanish,"Shop 10, 555 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,50,144.95781378501067,-37.81636534845,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Origins Cafe Shop Pty Ltd,"Shop 7, 530 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,12,144.95710995453825,-37.8168797463,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Lychee Entertainment,Level 1-2 215 Bourke Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9672985356574,-37.8132801326,Melbourne (CBD),Large (100+ seats),FALSE,2023
Heng Thai Local Food Hall,Part Ground 131-135 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,100,144.96946794955,-37.81300661946125,Melbourne (CBD),Large (100+ seats),FALSE,2023
Oli & Levi,"Shop 8A, LwrGround 600 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Outdoor,12,144.95613866809998,-37.815676162352304,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Korchi City,Ground 441-443 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,60,144.9596588908,-37.81430723648157,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Gloria Jean's Coffees,"Shop 7-8, 236 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,8,144.96627814229998,-37.81273569890341,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Onsen Donburi,609 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,30,144.95424813285,-37.81498919255727,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Dragon Hot Pot,Ground 213 Russell Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,35,144.96723626336993,-37.81156147555,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Bar Margaux,Basement 111 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,213,144.96911920399998,-37.81053361933401,Melbourne (CBD),Large (100+ seats),FALSE,2023
Mr Tulk Cafe,Shop 304-328 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,70,144.96530301609354,-37.809767639049994,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Asian BBQ House,Level 1 295 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,105,144.96882737333382,-37.80893102580001,Melbourne (CBD),Large (100+ seats),FALSE,2023
Delicious Chao,296-298 Russell Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,30,144.96692730521218,-37.8095721205,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Hansang,"Part Lot 1, Ground 347 King Street WEST MELBOURNE VIC 3003",Cafes and Restaurants,Seats - Indoor,32,144.9535141792869,-37.8121452643,West Melbourne (Residential),Medium (30-99 seats),FALSE,2023
Da Tie Niu,Ground 360 La Trobe Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,33,144.9591367792,-37.81072051567875,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Little nooky,Part Ground 300 La Trobe Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,16,144.96036639523584,-37.8099814724,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Yingzi Fried Chuan,Ground 71 Little Latrobe St MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,20,144.96145107881267,-37.8097713042,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Little Bang Espresso,Part  Level 2 Building 12 RMIT University 394-412 Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,33,144.96458869234556,-37.80821791505,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Coffea Coffee,519-521 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,30,144.9576272223,-37.807832574221266,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
The Longing Flavour,804 Swanston Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,50,144.965174212373,-37.79783367064999,Carlton,Medium (30-99 seats),FALSE,2023
Tiamo,303 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,45,144.96708995314958,-37.7982211849,Carlton,Medium (30-99 seats),FALSE,2023
The Heart Of Carlton,"Shop 1, Ground 189 Elgin Street CARLTON VIC 3053",Takeaway Food Services,Seats - Outdoor,10,144.96820854215002,-37.79746375276458,Carlton,Small (< 30 seats),TRUE,2023
Sea Salt Kitchen,364 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,23,144.96764370054544,-37.7982802798,Carlton,Small (< 30 seats),TRUE,2023
"Johnny, Vince And Sam's",Ground 306-308 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,32,144.96742035180273,-37.7997870004,Carlton,Medium (30-99 seats),TRUE,2023
Super Norma,140 Rathdowne Street CARLTON VIC 3053,Takeaway Food Services,Seats - Indoor,12,144.9710396301,-37.79604572413072,Carlton,Small (< 30 seats),FALSE,2023
Fu Lu Chinese Cafe,172 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,20,144.97115957418276,-37.79532249145,Carlton,Small (< 30 seats),FALSE,2023
Bossy Beans,160-162 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,12,144.97112231989163,-37.79553641085,Carlton,Small (< 30 seats),TRUE,2023
Xian Famous Food,678 Swanston Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,60,144.96422615101687,-37.80069096,Carlton,Medium (30-99 seats),FALSE,2023
Chargrilled Vietnamese Kitchen,"Unit 2, 164 Cardigan Street CARLTON VIC 3053",Cafes and Restaurants,Seats - Indoor,26,144.9656261700935,-37.8013262206,Carlton,Small (< 30 seats),FALSE,2023
Tutto Premium Frozen Yogurt and Dessert,81 Grattan Street CARLTON VIC 3053,Takeaway Food Services,Seats - Indoor,16,144.9662151609,-37.80107453832316,Carlton,Small (< 30 seats),FALSE,2023
Kabana Restaurant,167 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,16,144.96644589488207,-37.8017851934,Carlton,Small (< 30 seats),TRUE,2023
Agha Juice,232 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,20,144.967219777909,-37.80175893605,Carlton,Small (< 30 seats),FALSE,2023
Players On Lygon,Ground 200 Lygon Street CARLTON VIC 3053,"Pubs, Taverns and Bars",Seats - Outdoor,12,144.9670957081052,-37.8024641156,Carlton,Small (< 30 seats),TRUE,2023
Khabbay Restaurant,140-142 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,120,144.96672299735258,-37.8037830428,Carlton,Large (100+ seats),FALSE,2023
More Tea,233 Pelham Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,20,144.95824499350647,-37.80219109635,Carlton,Small (< 30 seats),FALSE,2023
Manja Melbourne,28 Leicester Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,6,144.96050769147817,-37.80570166675,Carlton,Small (< 30 seats),TRUE,2023
Inistudio,Ground 225 Queensberry Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,16,144.9612161922,-37.80453237530794,Carlton,Small (< 30 seats),FALSE,2023
Genki Tea,Front 510-512 Swanston Street CARLTON VIC 3053,Takeaway Food Services,Seats - Indoor,2,144.9634940903797,-37.80496315465,Carlton,Small (< 30 seats),FALSE,2023
North End Deli,257 Macaulay Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Outdoor,8,144.938198177,-37.79557691265249,North Melbourne,Small (< 30 seats),TRUE,2023
24 Atoms,"Unit 4, 1 Phillip Court PORT MELBOURNE VIC 3207",Cafes and Restaurants,Seats - Indoor,34,144.9208732194623,-37.8260597914,Port Melbourne,Medium (30-99 seats),FALSE,2023
The Wharf Bakehouse,"Unit 1, 34 Wirraway Drive PORT MELBOURNE VIC 3207",Bakery Product Manufacturing (Non-factory based),Seats - Outdoor,16,144.90951319524953,-37.8266996791,Port Melbourne,Small (< 30 seats),TRUE,2023
Workshop Brothers,Part Ground 2 Riverside Quay SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Indoor,44,144.96329106844613,-37.82131723165,Southbank,Medium (30-99 seats),FALSE,2023
Soho Restaurant & Bar,Part Ground 4 Riverside Quay SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Indoor,60,144.96337409882022,-37.82092446995,Southbank,Medium (30-99 seats),FALSE,2023
DOC Southbank,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Outdoor,30,144.9638276875,-37.82082682797507,Southbank,Medium (30-99 seats),TRUE,2023
Crown Entertainment Complex,Crown Entertainment Complex Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,Casino Operation,Seats - Indoor,805,144.95833415319856,-37.8231615915,Southbank,Large (100+ seats),FALSE,2023
Nobu,"Shop 6, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Indoor,160,144.95833415319856,-37.8231615915,Southbank,Large (100+ seats),FALSE,2023
SHOWTIME EVENT CENTRE PTY LTD,Shop FG01 20 Convention Centre Place SOUTH WHARF VIC 3006,Non-Residential Property Operators,Seats - Indoor,280,144.95231929429832,-37.8254299844,Southbank,Large (100+ seats),FALSE,2023
Pan Pacific Melbourne,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Accommodation,Seats - Indoor,206,144.95231929429832,-37.8254299844,Southbank,Large (100+ seats),FALSE,2023
Mesh,Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Indoor,350,144.96001926803643,-37.8239807098,Southbank,Large (100+ seats),FALSE,2023
Broad Bean Organic Grocer,26 Fanning Street SOUTHBANK VIC 3006,Fruit and Vegetable Retailing,Seats - Outdoor,10,144.96655581071283,-37.82242069925,Southbank,Small (< 30 seats),TRUE,2023
No 179 Domain,179 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,Seats - Outdoor,8,144.98203544905,-37.83431310662304,South Yarra,Small (< 30 seats),TRUE,2023
The Park Pantry,119 Park Street SOUTH YARRA VIC 3141,Takeaway Food Services,Seats - Indoor,20,144.98226278475,-37.83434395825398,South Yarra,Small (< 30 seats),FALSE,2023
